pulse_index,start_ms,end_ms,duration_ms,anchor_ms,peak_ms,peak_adc,mean_adc,baseline_adc,threshold_adc,sample_count,op598_detected
15,29107.316,29137.316,30.0,29111.278,29111.278,3765,2917.0705128205127,2634.050856776322,3199.525428388161,312,True
16,31187.316,31211.106,23.790000000000873,31187.316,31211.106,3522,2931.3125,2634.050856776322,3078.025428388161,304,True
17,33217.315,33251.218,33.90299999999843,33227.32,33227.32,3487,2842.353146853147,2634.050856776322,3060.525428388161,286,True
18,35127.315,35161.28,33.96499999999651,35137.321,35161.28,3567,2819.304207119741,2634.050856776322,3100.525428388161,309,True
19,37197.319,37227.312,29.992999999994936,37201.378,37227.312,3754,2883.6109215017063,2634.050856776322,3194.025428388161,293,True
20,39157.315,39188.326,31.010999999998603,39161.458,39177.315,3823,2835.143790849673,2634.050856776322,3228.525428388161,306,True
21,41201.314,41237.316,36.00200000000041,41201.314,41227.311,3467,2866.737762237762,2634.050856776322,3050.525428388161,286,True
22,43107.307,43141.312,34.00499999999738,43117.32,43127.315,3429,2842.6722972972975,2634.050856776322,3031.525428388161,296,True
23,45087.315,45115.079,27.763999999995576,45091.341,45111.209,3555,2856.277397260274,2634.050856776322,3094.525428388161,292,True
24,47037.315,47071.27,33.95499999999447,47047.324,47077.316,3536,2881.374193548387,2634.050856776322,3085.025428388161,310,True
25,49107.315,49141.229,33.91399999999703,49117.321,49141.229,3731,2887.147766323024,2634.050856776322,3182.525428388161,291,True
26,51057.319,51085.337,28.01799999999639,51061.481,51077.311,3824,2885.3308550185875,2634.050856776322,3229.025428388161,269,True
27,52857.315,52887.315,30.0,52861.447,52881.323,3711,2797.7455830388694,2634.050856776322,3172.525428388161,283,True
28,54751.417,54787.312,35.8949999999968,54755.629,54787.312,3662,2687.1459074733098,2634.050856776322,3148.025428388161,281,True
29,56631.475,56662.506,31.031000000002678,56635.707,56647.311,3740,2558.1794019933554,2634.050856776322,3187.025428388161,301,True
30,58645.419,58681.33,35.91100000000006,58657.316,58657.316,3823,2564.8096885813147,2634.050856776322,3228.525428388161,289,True
31,60581.472,60617.316,35.84399999999732,60587.303,60597.311,3403,2542.887417218543,2634.050856776322,3018.525428388161,302,True
32,62607.316,62637.316,30.0,62611.453,62627.316,3474,2554.8173076923076,2634.050856776322,3054.025428388161,312,True
33,64697.315,64721.285,23.970000000001164,64701.407,64721.285,3606,2561.383606557377,2634.050856776322,3120.025428388161,305,True
34,66737.319,66771.416,34.096999999994296,66747.321,66747.321,3881,2575.6300366300366,2634.050856776322,3257.525428388161,273,True
35,68591.469,68627.315,35.846000000005006,68595.694,68627.315,3827,2575.6451612903224,2634.050856776322,3230.525428388161,310,True
36,70697.315,70725.382,28.06699999999546,70701.492,70705.53,3547,2560.386885245902,2634.050856776322,3090.525428388161,305,True
37,72757.307,72791.521,34.213999999992666,72767.316,72777.311,3523,2561.344827586207,2634.050856776322,3078.525428388161,290,True
38,74727.319,74755.378,28.05899999999383,74731.509,74747.312,3699,2561.303370786517,2634.050856776322,3166.525428388161,267,True
39,76537.315,76565.36,28.044999999998254,76541.486,76565.36,3579,2561.143884892086,2634.050856776322,3106.525428388161,278,True
40,78417.316,78445.408,28.09199999998964,78421.506,78445.408,3520,2563.421768707483,2634.050856776322,3077.025428388161,294,True
41,80405.678,80441.447,35.76900000000023,80417.321,80417.321,3687,2564.5223367697595,2634.050856776322,3160.525428388161,291,True
42,82377.319,82411.592,34.27300000000105,82387.317,82397.311,3844,2566.776978417266,2634.050856776322,3239.025428388161,278,True
43,84261.634,84297.303,35.66899999999441,84269.074,84297.303,3883,2569.948717948718,2634.050856776322,3258.525428388161,273,True
44,86111.672,86147.321,35.64899999999034,86119.109,86127.311,3776,2575.3684210526317,2634.050856776322,3205.025428388161,285,True
45,88047.319,88075.521,28.20199999999022,88051.582,88067.312,3945,2573.9828178694156,2634.050856776322,3289.525428388161,291,True
46,90017.316,90047.315,29.99899999999616,90021.639,90041.503,3751,2562.072847682119,2634.050856776322,3192.525428388161,302,True
47,92057.315,92091.431,34.11599999999453,92067.321,92067.321,3526,2558.902985074627,2634.050856776322,3080.025428388161,268,True
48,93877.315,93901.41,24.095000000001164,93881.779,93881.779,3675,2559.8260869565215,2634.050856776322,3154.525428388161,299,True
49,95901.555,95937.311,35.7560000000085,95905.894,95905.894,3793,2571.5610561056105,2634.050856776322,3213.525428388161,303,True
50,97951.745,97987.311,35.56600000000617,97959.299,97987.311,3793,2561.6612903225805,2634.050856776322,3213.525428388161,310,True
51,100051.64,100087.311,35.671000000002095,100057.32,100071.577,3854,2561.582191780822,2634.050856776322,3244.025428388161,292,True
52,102077.316,102107.303,29.986999999993714,102081.606,102085.757,3842,2572.8763636363637,2634.050856776322,3238.025428388161,275,True
53,103987.319,104015.637,28.3179999999993,103991.642,104007.315,3488,2578.941379310345,2634.050856776322,3061.025428388161,290,True
54,106007.32,106031.539,24.218999999997322,106011.711,106017.315,3568,2578.8920863309354,2634.050856776322,3101.025428388161,278,True
55,107937.319,107971.56,34.24099999999453,107947.317,107967.311,3687,2575.900709219858,2634.050856776322,3160.525428388161,282,True
56,109907.319,109935.949,28.629999999990105,109911.773,109927.312,3706,2577.233676975945,2634.050856776322,3170.025428388161,291,True
57,111927.316,111959.076,31.75999999999476,111931.846,111954.725,3650,2571.913043478261,2634.050856776322,3142.025428388161,276,True
58,113844.827,113877.312,32.48500000000058,113857.321,113861.536,3771,2572.691729323308,2634.050856776322,3202.525428388161,266,True
59,115687.32,115711.718,24.397999999986496,115691.853,115711.718,3549,2578.247232472325,2634.050856776322,3091.525428388161,271,True
60,117577.324,117601.701,24.377000000007683,117581.877,117601.701,3641,2576.091525423729,2634.050856776322,3137.525428388161,295,True
61,119627.316,119651.601,24.28499999998894,119631.729,119631.729,3795,2572.320143884892,2634.050856776322,3214.525428388161,278,True
62,121561.687,121597.32,35.63300000000163,121566.126,121566.126,3571,2543.739285714286,2634.050856776322,3102.525428388161,280,True
63,123507.315,123541.663,34.34799999999814,123517.321,123537.315,3581,2571.2064056939503,2634.050856776322,3107.525428388161,281,True
64,125466.173,125501.735,35.562000000005355,125477.316,125486.077,3822,2554.8904593639577,2634.050856776322,3228.025428388161,283,True
65,127437.316,127461.765,24.448999999993248,127441.904,127457.316,3766,2533.0212014134277,2634.050856776322,3200.025428388161,283,True
66,129401.847,129437.319,35.47200000000885,129417.316,129441.613,3583,2529.8900709219856,2634.050856776322,3108.525428388161,282,True
67,131367.319,131397.311,29.99199999999837,131371.795,131371.795,3698,2558.481617647059,2634.050856776322,3166.025428388161,272,True
68,133256.077,133291.655,35.578000000008615,133267.316,133271.644,3770,2567.2546816479403,2634.050856776322,3202.025428388161,267,True
69,135129.568,135155.935,26.36699999999837,135134.053,135151.621,3765,2573.940350877193,2634.050856776322,3199.525428388161,285,True
70,137126.154,137161.698,35.54399999999441,137137.316,137137.316,3554,2583.334448160535,2634.050856776322,3094.025428388161,299,True
71,139227.315,139251.811,24.495999999984633,139231.947,139236.444,3619,2570.3148788927338,2634.050856776322,3126.525428388161,289,True
72,141254.997,141287.315,32.3179999999993,141259.496,141267.315,3878,2570.8947368421054,2634.050856776322,3256.025428388161,266,True
73,143117.319,143141.851,24.53200000000652,143122.019,143137.312,3927,2568.2135231316724,2634.050856776322,3280.525428388161,281,True
74,145081.765,145117.311,35.54599999997299,145097.32,145101.715,3677,2567.2190812720846,2634.050856776322,3155.525428388161,283,True
75,147056.268,147091.746,35.478000000002794,147067.317,147071.741,3683,2572.8167938931297,2634.050856776322,3158.525428388161,262,True
76,148897.319,148926.102,28.783000000024913,148901.878,148921.699,3711,2571.141221374046,2634.050856776322,3172.525428388161,262,True
77,150727.324,150751.881,24.5570000000007,150732.049,150751.881,3510,2572.15,2634.050856776322,3072.025428388161,280,True
78,152697.303,152727.315,30.011999999987893,152702.1,152731.735,3671,2573.8428093645484,2634.050856776322,3152.525428388161,299,True
79,154797.32,154826.316,28.995999999984633,154801.97,154801.97,3875,2567.690476190476,2634.050856776322,3254.525428388161,294,True
80,156861.987,156897.311,35.32399999999325,156867.32,156867.32,3767,2573.310344827586,2634.050856776322,3200.525428388161,290,True
81,158906.351,158941.779,35.428000000014435,158917.32,158941.779,3663,2584.550185873606,2634.050856776322,3148.525428388161,269,True
82,160807.322,160836.248,28.926000000006752,160811.941,160811.941,3519,2596.9236363636364,2634.050856776322,3076.525428388161,275,True
83,162741.869,162777.32,35.45100000000093,162746.482,162761.79,3697,2577.326530612245,2634.050856776322,3165.525428388161,294,True
84,164811.933,164847.32,35.387000000017,164816.64,164827.315,3641,2574.62641509434,2634.050856776322,3137.525428388161,265,True
85,166707.323,166731.864,24.54099999999744,166712.035,166712.035,3887,2580.952,2634.050856776322,3260.525428388161,250,True
86,168532.056,168567.315,35.25899999999092,168536.925,168536.925,3710,2575.5220588235293,2634.050856776322,3172.025428388161,272,True
87,170502.059,170541.809,39.75,170506.915,170525.038,3847,2582.5978260869565,2634.050856776322,3240.525428388161,276,True
88,172499.514,172526.333,26.819000000017695,172507.32,172526.333,3754,2578.4514925373132,2634.050856776322,3194.025428388161,268,True
89,174437.323,174462.03,24.706999999994878,174442.195,174457.315,3820,2596.248031496063,2634.050856776322,3227.025428388161,254,True
90,176277.319,176306.593,29.27400000000489,176282.117,176297.311,3870,2585.8627450980393,2634.050856776322,3252.025428388161,255,True
91,178121.971,178157.316,35.345000000001164,178126.69,178147.311,3791,2583.5468164794006,2634.050856776322,3212.525428388161,267,True
92,180067.303,180096.457,29.153999999980442,180072.033,180087.311,3761,2583.196911196911,2634.050856776322,3197.525428388161,259,True
93,181987.315,182016.809,29.494000000006054,181992.198,182016.809,3582,2581.816479400749,2634.050856776322,3108.025428388161,267,True
94,183956.884,183986.774,29.89000000001397,183961.768,183961.768,3643,2579.867158671587,2634.050856776322,3138.525428388161,271,True
95,185977.315,186006.799,29.48399999999674,185982.202,186006.799,3728,2573.817857142857,2634.050856776322,3181.025428388161,280,True
96,188057.315,188082.113,24.79800000000978,188062.229,188082.113,3895,2575.22695035461,2634.050856776322,3264.525428388161,282,True
97,190137.315,190166.534,29.219000000011874,190142.068,190166.534,3713,2596.1290322580644,2634.050856776322,3173.525428388161,248,True
98,191977.315,192006.801,29.486000000004424,191982.181,191997.315,3716,2580.056818181818,2634.050856776322,3175.025428388161,264,True
99,193937.315,193962.031,24.715999999985797,193942.163,193946.881,3559,2572.3247232472327,2634.050856776322,3096.525428388161,271,True
100,195936.833,195966.681,29.847999999998137,195941.677,195941.677,3840,2572.2842105263157,2634.050856776322,3237.025428388161,285,True
101,198027.315,198056.829,29.513999999995576,198032.206,198052.078,3758,2572.463503649635,2634.050856776322,3196.025428388161,274,True
102,200037.315,200066.864,29.54899999999907,200042.223,200042.223,3898,2584.9959677419356,2634.050856776322,3266.025428388161,248,True
103,201857.315,201886.674,29.35899999999674,201862.142,201862.142,3861,2590.274647887324,2634.050856776322,3247.525428388161,284,True
104,203947.315,203976.777,29.461999999999534,203952.184,203976.777,3632,2578.594306049822,2634.050856776322,3133.025428388161,281,True
105,206017.319,206037.311,19.99199999999837,206022.244,206027.006,3679,2575.6509803921567,2634.050856776322,3156.525428388161,255,True
106,207907.315,207936.758,29.4429999999993,207912.177,207916.904,3615,2600.608365019011,2634.050856776322,3124.525428388161,263,True
107,209862.061,209897.315,35.25400000001537,209877.316,209882.018,3661,2583.7056603773585,2634.050856776322,3147.525428388161,265,True
108,211847.316,211881.993,34.67699999999604,211852.364,211865.13,3828,2584.820788530466,2634.050856776322,3231.025428388161,279,True
109,213927.32,213956.743,29.422999999980675,213932.193,213956.743,3509,2582.771784232365,2634.050856776322,3071.525428388161,241,True
110,215727.017,215756.915,29.8980000000156,215731.96,215747.312,3886,2596.407843137255,2634.050856776322,3260.025428388161,255,True
111,217626.919,217662.055,35.1359999999986,217637.321,217637.321,3879,2578.8319672131147,2634.050856776322,3256.525428388161,244,True
112,219457.32,219482.176,24.855999999999767,219462.334,219477.311,3760,2589.194029850746,2634.050856776322,3197.025428388161,268,True
113,221457.32,221486.994,29.67399999999907,221462.322,221486.994,3539,2582.6417322834645,2634.050856776322,3086.525428388161,254,True
114,223357.323,223386.89,29.56700000001001,223362.267,223386.89,3568,2600.962962962963,2634.050856776322,3101.025428388161,243,True
115,225172.267,225207.117,34.85000000000582,225177.297,225177.297,3557,2593.173387096774,2634.050856776322,3095.525428388161,248,True
116,227022.177,227057.316,35.138999999995576,227027.119,227037.307,3856,2590.3,2634.050856776322,3245.025428388161,250,True
117,228887.308,228917.2,29.892000000021653,228892.386,228907.312,3939,2580.0674603174602,2634.050856776322,3286.525428388161,252,True
118,230767.32,230797.048,29.728000000002794,230772.324,230772.324,3863,2573.0423076923075,2634.050856776322,3248.525428388161,260,True
119,232697.307,232726.98,29.67300000000978,232697.307,232726.98,3469,2846.375,2634.050856776322,3051.525428388161,24,True
