pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,47.321,40.993,77.315,3578,3106.025428388161,11302.567417055,63,-12.596943999596988,63,-12.596943999596988,6,0,False,False,105.0,88.0,108.87755102040816
1,2105.139,2101.197,2137.311,3813,3223.525428388161,11304.625235054998,125,-10.640129998137127,125,-10.640129998137127,6,0,False,False,104.0,88.0,108.87755102040816
2,4041.132,4037.315,4064.661,3935,3284.525428388161,11306.561228055,184,17.406255999958375,181,-82.30256599927088,6,1,True,True,109.0,89.0,108.87755102040816
3,5871.169,5867.319,5894.701,3781,3207.525428388161,11308.391265055,239,15.628108001692453,239,15.628108001692453,6,0,False,False,92.0,67.0,108.87755102040816
4,7967.303,7961.021,7997.311,3527,3080.525428388161,11310.487399054999,302,15.537667000899091,301,-20.53983399855497,6,1,True,True,109.0,89.0,108.87755102040816
5,9837.32,9837.32,9864.718,3539,3086.525428388161,11312.357416055,358,5.457716000819346,358,5.457716000819346,6,0,False,False,102.0,89.0,108.87755102040816
6,11707.324,11707.324,11734.816,3555,3094.525428388161,11314.227420055,414,-0.3418340002099285,414,-0.3418340002099285,6,0,False,False,108.0,89.0,108.87755102040816
7,13687.32,13675.135,13711.189,3482,3058.025428388161,11316.207416055,474,15.44001199908962,474,15.44001199908962,6,0,False,False,104.0,90.0,108.87755102040816
8,15591.196,15587.319,15617.315,3540,3087.025428388161,11318.111292054999,531,7.665737000934314,530,-28.292705997955636,6,2,True,True,109.0,90.0,108.87755102040816
9,17631.312,17627.315,17655.02,3654,3144.025428388161,11320.151408054999,592,-4.548724999040132,592,-4.548724999040132,6,0,False,False,103.0,89.0,108.87755102040816
10,19435.25,19431.25,19467.32,3557,3095.525428388161,11321.955346055,646,-12.402909998854739,646,-12.402909998854739,6,0,False,False,105.0,90.0,108.87755102040816
11,21251.327,21247.315,21275.069,3510,3072.025428388161,11323.771423055,701,-0.4384299991215812,700,-32.59607599829906,6,1,True,True,109.0,90.0,108.87755102040816
12,23347.32,23341.206,23377.316,3723,3178.525428388161,11325.867416055,764,-0.4700030003732536,764,-0.4700030003732536,6,0,False,False,107.0,90.0,108.87755102040816
13,25187.317,25177.323,25211.173,3675,3154.525428388161,11327.707413054999,819,-12.335862998952507,818,-44.243021999136545,6,1,True,True,109.0,90.0,108.87755102040816
14,27155.401,27151.307,27187.312,3737,3185.525428388161,11329.675497055,879,15.367201000117348,879,15.367201000117348,6,0,False,False,106.0,90.0,108.87755102040816
15,29111.278,29107.316,29137.316,3765,3199.525428388161,11331.631374055,903,-1144.5709799991164,903,-1144.5709799991164,0,0,False,False,105.0,88.0,108.87755102040816
16,31187.316,31187.316,31211.106,3522,3078.025428388161,11333.707412054999,903,-3220.60897999836,903,-3220.60897999836,0,0,False,False,105.0,88.0,108.87755102040816
17,33227.32,33217.315,33251.218,3487,3060.525428388161,11335.747416055,903,-5260.612979998768,903,-5260.612979998768,0,0,False,False,105.0,88.0,108.87755102040816
18,35137.321,35127.315,35161.28,3567,3100.525428388161,11337.657417055,903,-7170.613979998961,903,-7170.613979998961,0,0,False,False,105.0,88.0,108.87755102040816
19,37201.378,37197.319,37227.312,3754,3194.025428388161,11339.721474054999,903,-9234.670979998555,903,-9234.670979998555,0,0,False,False,105.0,88.0,108.87755102040816
20,39161.458,39157.315,39188.326,3823,3228.525428388161,11341.681554055,903,-11194.750979999299,903,-11194.750979999299,0,0,False,False,105.0,88.0,108.87755102040816
21,41201.314,41201.314,41237.316,3467,3050.525428388161,11343.721410054999,903,-13234.606979998716,903,-13234.606979998716,0,0,False,False,105.0,88.0,108.87755102040816
22,43117.32,43107.307,43141.312,3429,3031.525428388161,11345.637416054999,903,-15150.612979998186,903,-15150.612979998186,0,0,False,False,105.0,88.0,108.87755102040816
23,45091.341,45087.315,45115.079,3555,3094.525428388161,11347.611437054999,903,-17124.63397999818,903,-17124.63397999818,0,0,False,False,105.0,88.0,108.87755102040816
24,47047.324,47037.315,47071.27,3536,3085.025428388161,11349.567420054998,903,-19080.616979998013,903,-19080.616979998013,0,0,False,False,105.0,88.0,108.87755102040816
25,49117.321,49107.315,49141.229,3731,3182.525428388161,11351.637417054999,903,-21150.613979998525,903,-21150.613979998525,0,0,False,False,105.0,88.0,108.87755102040816
26,51061.481,51057.319,51085.337,3824,3229.025428388161,11353.581577055,903,-23094.773979999445,903,-23094.773979999445,0,0,False,False,105.0,88.0,108.87755102040816
27,52861.447,52857.315,52887.315,3711,3172.525428388161,11355.381543054998,903,-24894.73997999812,903,-24894.73997999812,0,0,False,False,105.0,88.0,108.87755102040816
28,54755.629,54751.417,54787.312,3662,3148.025428388161,11357.275725054998,903,-26788.921979998122,903,-26788.921979998122,0,0,False,False,105.0,88.0,108.87755102040816
29,56635.707,56631.475,56662.506,3740,3187.025428388161,11359.155803054999,903,-28668.99997999826,903,-28668.99997999826,0,0,False,False,105.0,88.0,108.87755102040816
30,58657.316,58645.419,58681.33,3823,3228.525428388161,11361.177412055,903,-30690.608979999524,903,-30690.608979999524,0,0,False,False,105.0,88.0,108.87755102040816
31,60587.303,60581.472,60617.316,3403,3018.525428388161,11363.107399055,903,-32620.595979999052,903,-32620.595979999052,0,0,False,False,105.0,88.0,108.87755102040816
32,62611.453,62607.316,62637.316,3474,3054.025428388161,11365.131549054999,903,-34644.74597999833,903,-34644.74597999833,0,0,False,False,105.0,88.0,108.87755102040816
33,64701.407,64697.315,64721.285,3606,3120.025428388161,11367.221503055,903,-36734.69997999928,903,-36734.69997999928,0,0,False,False,105.0,88.0,108.87755102040816
34,66747.321,66737.319,66771.416,3881,3257.525428388161,11369.267417055,903,-38780.61397999954,903,-38780.61397999954,0,0,False,False,105.0,88.0,108.87755102040816
35,68595.694,68591.469,68627.315,3827,3230.525428388161,11371.115790054999,903,-40628.986979998444,903,-40628.986979998444,0,0,False,False,105.0,88.0,108.87755102040816
36,70701.492,70697.315,70725.382,3547,3090.525428388161,11373.221588055,903,-42734.78497999895,903,-42734.78497999895,0,0,False,False,105.0,88.0,108.87755102040816
37,72767.316,72757.307,72791.521,3523,3078.525428388161,11375.287412054999,903,-44800.60897999829,903,-44800.60897999829,0,0,False,False,105.0,88.0,108.87755102040816
38,74731.509,74727.319,74755.378,3699,3166.525428388161,11377.251605054998,903,-46764.80197999808,903,-46764.80197999808,0,0,False,False,105.0,88.0,108.87755102040816
39,76541.486,76537.315,76565.36,3579,3106.525428388161,11379.061582055,903,-48574.77897999888,903,-48574.77897999888,0,0,False,False,105.0,88.0,108.87755102040816
