timestamp_s,frame_index,mean,max,p99,threshold,detected
0.03369874199961487,0,17.673597005208332,30.0,19.0,56.13333333333333,0
0.0657336429994757,1,17.682373046875,26.0,19.0,56.13333333333333,0
0.09766700199998013,2,17.67303385416667,23.0,19.0,56.13333333333333,0
0.1334930209995946,3,17.680263671875,26.0,19.0,56.13333333333333,0
0.1656440480001038,4,17.66705078125,23.0,19.0,56.13333333333333,0
0.2017105819995777,5,17.679072265625,27.0,19.0,56.13333333333333,0
0.23353909399975237,6,17.685491536458333,26.0,19.0,56.13333333333333,0
0.26547679499981314,7,17.676471354166665,25.0,19.0,56.13333333333333,0
0.3017322409996268,8,17.68524088541667,23.0,19.0,56.13333333333333,0
0.3335591939994629,9,17.674446614583335,26.0,19.0,56.13333333333333,0
0.3657248700001219,10,17.675979817708335,26.0,19.0,56.13333333333333,0
0.40145560699966154,11,17.679768880208332,27.0,19.0,56.13333333333333,0
0.4335873529998935,12,17.684231770833332,24.0,19.0,56.13333333333333,0
0.4694831859997066,13,17.679615885416666,26.0,19.0,56.13333333333333,0
0.5016259429994534,14,17.677936197916665,27.0,19.0,56.13333333333333,0
0.5334392989998378,15,17.671298828125,24.0,19.0,56.13333333333333,0
0.5696181729999807,16,17.684609375,31.0,19.0,56.13333333333333,0
0.6014899619995049,17,17.678860677083332,28.0,19.0,56.13333333333333,0
0.6334822769995299,18,17.671526692708333,23.0,19.0,56.13333333333333,0
0.669587061999664,19,17.671533203125,26.0,19.0,56.13333333333333,0
0.7016477729994222,20,17.677203776041665,24.0,19.0,56.13333333333333,0
0.7335042909999174,21,17.685494791666667,22.0,19.0,56.13333333333333,0
0.7695234470002106,22,17.677041015625,23.0,19.0,56.13333333333333,0
0.8017162269998153,23,17.670182291666666,25.0,19.0,56.13333333333333,0
0.8376466939998863,24,17.68768229166667,30.0,19.0,56.13333333333333,0
0.8697369109995634,25,17.684280598958335,27.0,19.0,56.13333333333333,0
0.9015879660000792,26,17.684964192708332,24.0,19.0,56.13333333333333,0
0.9376750609999362,27,17.678024088541665,26.0,19.0,56.13333333333333,0
0.9696381789999577,28,17.674332682291666,29.0,19.0,56.13333333333333,0
1.001595646000169,29,17.673505859375,25.0,19.0,56.13333333333333,0
1.037727638999968,30,17.688330078125,27.0,19.0,56.13333333333333,0
1.0696449239994763,31,17.684700520833335,25.0,19.0,56.13333333333333,0
1.1054853280002135,32,17.677496744791668,26.0,19.0,56.13333333333333,0
1.1375491270000566,33,17.676901041666667,30.0,19.0,56.13333333333333,0
1.169609520999984,34,17.674449869791665,24.0,19.0,56.13333333333333,0
1.2058675489997768,35,17.68224609375,27.0,19.0,56.13333333333333,0
1.237541518999933,36,17.679254557291667,28.0,19.0,56.13333333333333,0
1.2695407579994935,37,17.674557291666666,23.0,19.0,56.13333333333333,0
1.3056138769998142,38,17.680205078125,30.0,19.0,56.13333333333333,0
1.3377460589999828,39,17.674661458333333,27.0,19.0,56.13333333333333,0
1.3697393960001136,40,17.681487630208334,26.0,19.0,56.13333333333333,0
1.4057120110001051,41,17.675234375,25.0,19.0,56.13333333333333,0
1.4376657109996813,42,17.672838541666668,29.0,19.0,56.13333333333333,0
1.4736471039996104,43,17.67624348958333,22.0,19.0,56.13333333333333,0
1.5054841519995534,44,17.675592447916667,22.0,19.0,56.13333333333333,0
1.5376376779995553,45,17.671217447916668,26.0,19.0,56.13333333333333,0
1.5734999790001893,46,17.714700520833333,92.0,19.0,56.13333333333333,1
1.6057451469996522,47,17.675732421875,28.0,19.0,56.13333333333333,0
1.6374761569995826,48,17.676393229166667,27.0,19.0,56.13333333333333,0
1.6735279039994566,49,17.674879557291668,27.0,19.0,56.13333333333333,0
1.705653113000153,50,17.688069661458332,25.0,19.0,56.13333333333333,0
1.7414935319993674,51,17.688411458333334,24.0,19.0,56.13333333333333,0
1.7737153449998004,52,17.677978515625,35.0,19.0,56.13333333333333,0
1.8056406519999655,53,17.673828125,24.0,19.0,56.13333333333333,0
1.84160944299947,54,17.680413411458332,28.0,19.0,56.13333333333333,0
1.8737123800001427,55,17.677744140625,25.0,19.0,56.13333333333333,0
1.905697751999469,56,17.66935546875,24.0,19.0,56.13333333333333,0
1.941676407000159,57,17.68084635416667,25.0,19.0,56.13333333333333,0
1.9736344849998204,58,17.6860546875,26.0,19.0,56.13333333333333,0
2.0054360799995266,59,17.682884114583334,30.0,19.0,56.13333333333333,0
2.0416567739994207,60,17.681376953125,29.0,19.0,56.13333333333333,0
2.073650970000017,61,17.664934895833333,25.0,19.0,56.13333333333333,0
2.1097293799994077,62,17.685384114583332,26.0,19.0,56.13333333333333,0
2.1415941300001577,63,17.6791015625,25.0,19.0,56.13333333333333,0
