pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,47.866,41.536,77.844,4095,2509.464622778067,175259.568302811,73,-17.476258013630286,75,50.53013499127701,6,1,True,True,254.0,16.0,39.48529411764706
1,1991.745,1987.848,2015.341,4095,2509.464622778067,175261.512181811,132,14.7391369973775,133,50.738842983264476,6,2,True,True,254.0,16.0,39.48529411764706
2,4187.857,4175.649,4211.71,4095,2509.464622778067,175263.708293811,197,-5.356116016628221,199,62.58536799577996,6,1,True,True,254.0,16.0,39.48529411764706
3,6187.861,6177.862,6215.523,4095,2509.464622778067,175265.708297811,257,2.547539974329993,258,38.59645899501629,6,2,True,True,254.0,16.0,39.48529411764706
4,8177.857,8165.492,8201.644,4095,2509.464622778067,175267.698293811,316,-11.367716011591256,318,56.606238009408116,6,1,True,True,254.0,16.0,39.48529411764706
5,10041.905,10037.852,10065.667,4095,2509.464622778067,175269.562341811,372,0.5664300115313381,374,64.53366600908339,6,1,True,True,254.0,16.0,39.48529411764706
6,12188.501,12184.661,12217.85,4095,2509.464622778067,175271.708937811,436,-6.09773799078539,438,62.00387899298221,6,1,True,True,254.0,16.0,39.48529411764706
7,14065.743,14061.764,14097.857,4095,2509.464622778067,175273.586179811,492,-7.233216019812971,494,62.20868797390722,6,1,True,True,254.0,16.0,39.48529411764706
8,15905.966,15901.862,15937.858,4095,2509.464622778067,175275.426402811,547,-7.47367599979043,549,60.571136011276394,6,1,True,True,254.0,16.0,39.48529411764706
9,17987.865,17975.896,18011.549,4095,2509.464622778067,175277.508301811,609,-13.269202987430617,611,54.74327300908044,6,1,True,True,254.0,16.0,39.48529411764706
10,20097.866,20087.856,20121.593,4095,2509.464622778067,175279.618302811,672,-15.262022003298625,674,52.76497601880692,6,1,True,True,254.0,16.0,39.48529411764706
11,22227.867,22215.494,22251.626,4095,2509.464622778067,175281.748303811,736,-1.2478940188884735,737,30.79084900673479,6,2,True,True,88.0,8.0,39.48529411764706
12,24071.931,24067.852,24095.722,4095,2509.464622778067,175283.592367811,791,-5.340653005987406,793,62.702870985958725,6,1,True,True,254.0,16.0,39.48529411764706
13,26031.864,26027.861,26055.569,4095,2509.464622778067,175285.552300811,850,10.760725010186434,851,42.77902701869607,6,2,True,True,254.0,16.0,39.48529411764706
14,27861.979,27857.852,27885.806,4095,2509.464622778067,175287.382415811,904,-11.369053012458608,906,52.61379398871213,6,1,True,True,254.0,16.0,39.48529411764706
15,29931.97,29927.852,29955.804,4095,2509.464622778067,175289.452406811,966,-5.227462010225281,968,58.746141992742196,6,1,True,True,254.0,16.0,39.48529411764706
16,31831.837,31827.854,31857.856,4095,2509.464622778067,175291.352273811,1023,2.838818996679038,1025,66.81605198537,5,1,True,True,254.0,16.0,39.48529411764706
17,34017.857,34005.832,34041.816,4095,2509.464622778067,175293.538293811,1088,-11.088258004747331,1090,56.92311600432731,6,1,True,True,254.0,16.0,39.48529411764706
18,35917.858,35907.861,35941.683,4095,2509.464622778067,175295.438294811,1145,-3.2090889872051775,1147,64.86657800269313,5,1,True,True,254.0,16.0,39.48529411764706
19,37902.044,37897.852,37925.96,4095,2509.464622778067,175297.422480811,1204,-11.273760988842696,1206,56.75959200016223,6,1,True,True,254.0,17.0,39.48529411764706
20,39917.857,39906.023,39941.902,4095,2509.464622778067,175299.438293811,1265,17.298560007475317,1266,48.981430009007454,6,1,True,True,254.0,16.0,39.48529411764706
21,42036.089,42036.089,42071.923,4095,2509.464622778067,175301.556525811,1328,6.6402739903423935,1330,74.70261200796813,6,1,True,True,254.0,16.0,39.48529411764706
22,43931.965,43927.861,43955.751,4095,2509.464622778067,175303.452401811,1384,-13.196662999689579,1386,50.9216420177836,6,1,True,True,254.0,16.0,39.48529411764706
23,45917.865,45911.802,45947.857,4095,2509.464622778067,175305.438301811,1444,8.890858007362112,1445,40.89236201252788,6,2,True,True,254.0,16.0,39.48529411764706
24,48097.862,48085.889,48121.835,4095,2509.464622778067,175307.618298811,1509,4.837607993977144,1510,36.88454700750299,6,2,True,True,254.0,16.0,39.48529411764706
