pulse_index,start_ms,end_ms,duration_ms,anchor_ms,peak_ms,peak_adc,mean_adc,baseline_adc,threshold_adc,sample_count,op598_detected
0,42.022,78.353,36.330999999999996,42.022,42.022,2559,1695.3819444444443,868.7778537641763,1713.888926882088,288,True
1,1918.349,1945.732,27.383000000000038,1918.349,1918.349,1266,1101.095975232198,868.7778537641763,1067.388926882088,323,True
2,4065.927,4102.119,36.19199999999955,4065.927,4105.888,1054,1009.2626262626262,868.7778537641763,961.3889268820881,297,True
3,6028.35,6055.72,27.36999999999989,6028.35,6068.346,1033,987.6594427244582,868.7778537641763,950.8889268820881,323,True
4,8168.357,8195.791,27.433999999999287,8168.357,8208.354,1041,1004.8184818481848,868.7778537641763,954.8889268820881,303,True
5,10182.095,10218.358,36.26300000000083,10182.095,10918.349,1040,1002.9464285714286,868.7778537641763,954.3889268820881,280,True
6,12048.349,12076.07,27.72099999999955,12048.349,12088.346,1043,997.818493150685,868.7778537641763,955.8889268820881,292,True
7,13988.35,14015.838,27.487999999999374,13988.35,13988.35,1037,989.9509803921569,868.7778537641763,952.8889268820881,306,True
8,16015.903,16052.085,36.18199999999888,16015.903,16015.903,1015,848.7341772151899,868.7778537641763,941.8889268820881,316,True
9,18118.351,18145.858,27.507000000001426,20218.35,20218.35,834,758.7876923076923,868.7778537641763,868.7778537641763,325,False
10,20278.357,20306.023,27.666000000001077,22008.357,22008.357,863,826.1461794019933,868.7778537641763,868.7778537641763,301,False
11,22278.35,22308.354,30.004000000000815,22278.35,24288.349,880,843.0094637223975,868.7778537641763,874.3889268820881,317,True
12,24388.359,24418.337,29.977999999999156,25458.349,26028.349,895,857.4349206349207,868.7778537641763,881.8889268820881,315,True
13,26478.351,26505.987,27.63600000000224,26478.351,26518.347,900,859.9552715654952,868.7778537641763,884.3889268820881,313,True
14,28558.359,28586.007,27.648000000001048,28558.359,30398.349,897,858.2941176470588,868.7778537641763,882.8889268820881,289,True
15,30478.349,30506.392,28.043000000001484,30478.349,30498.354,902,863.0131578947369,868.7778537641763,885.3889268820881,304,True
16,32492.414,32528.358,35.943999999999505,33498.357,34388.358,953,884.0229508196721,868.7778537641763,910.8889268820881,305,True
17,34516.431,34552.338,35.90700000000652,34516.431,35118.358,976,872.444099378882,868.7778537641763,922.3889268820881,322,True
18,36658.361,36686.397,28.036000000000058,37448.349,38418.349,976,907.3029197080292,868.7778537641763,922.3889268820881,274,True
19,38478.357,38508.345,29.987999999997555,38478.357,38478.357,978,756.8793650793651,868.7778537641763,923.3889268820881,315,True
20,40568.351,40598.353,30.002000000000407,42468.349,42468.349,745,595.2931034482758,868.7778537641763,868.7778537641763,290,False
21,42492.479,42528.354,35.875,44468.357,44468.357,863,781.0786885245901,868.7778537641763,868.7778537641763,305,False
22,44516.569,44552.415,35.84599999999773,44738.351,44738.351,848,675.4858044164038,868.7778537641763,868.7778537641763,317,False
23,46626.61,46662.439,35.828999999997905,48638.357,48638.357,656,527.525974025974,868.7778537641763,868.7778537641763,308,False
24,48682.477,48718.354,35.87700000000041,50618.35,50658.35,911,755.9644012944984,868.7778537641763,889.8889268820881,309,True
25,50742.455,50778.346,35.890999999995984,51038.358,52718.358,987,934.2824675324675,868.7778537641763,927.8889268820881,308,True
26,52798.357,52826.396,28.03899999999703,52798.357,52798.357,1008,971.275641025641,868.7778537641763,938.3889268820881,312,True
27,54878.357,54906.395,28.03799999999319,54878.357,55258.35,1007,971.7012987012987,868.7778537641763,937.8889268820881,308,True
28,56926.416,56962.33,35.91400000000431,56926.416,58858.337,1003,972.1644736842105,868.7778537641763,935.8889268820881,304,True
29,58958.358,58988.345,29.98700000000099,58958.358,58958.358,1008,927.9938080495356,868.7778537641763,938.3889268820881,323,True
30,61098.35,61126.338,27.98800000000483,61138.347,61138.347,770,674.2517006802722,868.7778537641763,868.7778537641763,294,False
31,63048.35,63082.281,33.93100000000413,64608.337,64608.337,808,734.0177304964539,868.7778537641763,868.7778537641763,282,False
32,64928.349,64956.525,28.175999999999476,66858.349,66858.349,855,805.0878787878788,868.7778537641763,868.7778537641763,330,False
33,67122.576,67158.354,35.778000000005704,67878.353,67878.353,866,831.3914373088685,868.7778537641763,868.7778537641763,327,False
34,69316.927,69346.261,29.33400000000256,69358.346,69358.346,880,793.6871165644171,868.7778537641763,874.3889268820881,326,True
