pulse_index,start_ms,end_ms,duration_ms,anchor_ms,peak_ms,peak_adc,mean_adc,baseline_adc,threshold_adc,sample_count,op598_detected
0,42.9,79.241,36.341,42.9,42.9,2366,1099.3512658227849,373.0195141607184,1369.5097570803591,316,True
1,2075.568,2102.946,27.3779999999997,2075.568,2115.565,605,416.6360946745562,373.0195141607184,489.00975708035924,338,True
2,4275.556,4303.178,27.6220000000003,4295.577,4665.556,450,345.2033333333333,373.0195141607184,411.50975708035924,300,True
3,6225.56,6253.066,27.505999999999403,6245.573,7115.576,433,338.5090909090909,373.0195141607184,403.00975708035924,275,True
4,8039.475,8075.565,36.089999999999236,8095.564,10195.568,442,345.3262195121951,373.0195141607184,407.50975708035924,328,True
5,10223.509,10259.26,35.751000000000204,10295.577,12095.568,445,346.9870550161812,373.0195141607184,409.00975708035924,309,True
6,12279.542,12315.565,36.02300000000105,12295.565,13295.576,436,347.39784946236557,373.0195141607184,404.50975708035924,279,True
7,14129.416,14165.569,36.15300000000025,14145.573,14745.576,439,348.4113924050633,373.0195141607184,406.00975708035924,316,True
8,16229.437,16265.565,36.12800000000061,16245.573,17345.578,449,350.5679012345679,373.0195141607184,411.00975708035924,324,True
9,18379.506,18415.565,36.05899999999747,18395.573,18495.568,442,351.1122807017544,373.0195141607184,407.50975708035924,285,True
10,20275.573,20303.142,27.568999999999505,20275.573,21595.577,448,354.44485294117646,373.0195141607184,410.50975708035924,272,True
11,22079.502,22115.573,36.07099999999991,22095.565,22445.577,449,352.6698113207547,373.0195141607184,411.00975708035924,318,True
12,24189.557,24225.573,36.01599999999962,24225.573,26245.576,448,350.9969696969697,373.0195141607184,410.50975708035924,330,True
13,26385.568,26413.543,27.975000000002183,26475.574,27645.572,448,355.26837060702877,373.0195141607184,410.50975708035924,313,True
14,28459.624,28495.565,35.940999999998894,28475.573,28595.578,449,354.3527508090615,373.0195141607184,411.00975708035924,309,True
15,30515.568,30543.567,27.998999999999796,30625.577,31145.577,458,349.1129568106312,373.0195141607184,415.50975708035924,301,True
16,32509.591,32545.569,35.977999999999156,32525.573,33295.576,442,343.4175824175824,373.0195141607184,407.50975708035924,273,True
17,34325.569,34355.573,30.00399999999354,34545.577,35845.576,426,328.534965034965,373.0195141607184,399.50975708035924,286,True
18,36225.568,36253.518,27.94999999999709,36225.568,36495.578,434,331.8487972508591,373.0195141607184,403.50975708035924,291,True
19,38155.578,38183.355,27.777000000001863,39895.577,40095.576,409,284.0430769230769,373.0195141607184,391.00975708035924,325,True
20,40315.568,40343.467,27.898999999997613,40395.568,42445.576,433,333.5272727272727,373.0195141607184,403.00975708035924,330,True
21,42505.568,42533.642,28.074000000000524,42525.573,43695.58,445,344.4776632302405,373.0195141607184,409.00975708035924,291,True
22,44433.581,44469.538,35.957000000002154,44445.574,45495.572,435,343.5090909090909,373.0195141607184,404.00975708035924,330,True
23,46623.766,46659.625,35.85899999999674,46675.581,47675.57,434,340.9457627118644,373.0195141607184,403.50975708035924,295,True
24,48595.569,48623.502,27.932999999997264,48595.569,48675.568,432,336.09090909090907,373.0195141607184,402.50975708035924,330,True
25,50795.568,50823.663,28.095000000001164,50875.568,51275.568,438,344.6418918918919,373.0195141607184,405.50975708035924,296,True
26,52763.616,52799.542,35.925999999999476,52775.582,54175.576,449,348.9662162162162,373.0195141607184,411.00975708035924,296,True
27,54742.581,54775.574,32.99300000000221,54875.57,55375.576,445,350.81454545454545,373.0195141607184,409.00975708035924,275,True
28,56575.577,56603.581,28.004000000000815,56575.577,56575.577,442,351.59322033898303,373.0195141607184,407.50975708035924,295,True
29,58539.576,58575.573,35.99699999999575,58555.565,60055.576,451,353.6794425087108,373.0195141607184,412.00975708035924,287,True
30,60455.576,60483.761,28.18499999999767,60455.576,61205.568,453,352.78767123287673,373.0195141607184,413.00975708035924,292,True
31,62389.639,62425.566,35.92699999999604,62405.574,63185.572,441,352.2093023255814,373.0195141607184,407.00975708035924,301,True
32,64395.568,64423.545,27.976999999998952,64435.565,65485.56,448,353.30514705882354,373.0195141607184,410.50975708035924,272,True
33,66205.568,66233.71,28.1420000000071,66205.568,66885.569,449,354.677304964539,373.0195141607184,411.00975708035924,282,True
34,68085.569,68115.56,29.99099999999453,68085.569,68985.56,446,355.6517571884984,373.0195141607184,409.50975708035924,313,True
35,70175.577,70205.556,29.978999999992084,70215.573,71715.576,448,355.1282894736842,373.0195141607184,410.50975708035924,304,True
36,72205.577,72235.565,29.987999999997555,72265.569,73265.569,439,355.02389078498294,373.0195141607184,406.00975708035924,293,True
37,74165.568,74193.793,28.22500000000582,74165.568,74165.568,449,358.20723684210526,373.0195141607184,411.00975708035924,304,True
38,76195.569,76225.577,30.00800000000163,76195.569,76865.56,447,358.485401459854,373.0195141607184,410.00975708035924,274,True
39,78025.57,78055.572,30.00199999999313,78045.574,78765.568,464,358.9046153846154,373.0195141607184,418.50975708035924,325,True
40,80194.17,80229.831,35.661000000007334,80245.582,81795.568,442,360.12811387900354,373.0195141607184,407.50975708035924,281,True
41,82073.945,82109.701,35.755999999993946,82145.569,82165.577,449,360.8551236749117,373.0195141607184,411.00975708035924,283,True
42,83964.225,83999.864,35.638999999995576,83995.573,84065.576,464,365.1899641577061,373.0195141607184,418.50975708035924,279,True
43,85835.568,85863.892,28.3240000000078,85895.577,87815.568,449,363.0584415584416,373.0195141607184,411.00975708035924,308,True
44,87895.568,87923.88,28.312000000005355,87895.568,89215.568,454,363.0766550522648,373.0195141607184,413.50975708035924,287,True
45,89804.278,89839.891,35.612999999997555,89815.561,91165.568,449,362.7420494699647,373.0195141607184,411.00975708035924,283,True
46,91695.569,91725.573,30.004000000000815,91695.569,92265.56,455,362.31962025316454,373.0195141607184,414.00975708035924,316,True
47,93805.568,93834.023,28.455000000001746,93845.565,94915.568,450,365.26993865030676,373.0195141607184,411.50975708035924,326,True
48,95974.262,96009.867,35.604999999995925,95985.583,97185.578,462,374.92283950617286,373.0195141607184,417.50975708035924,324,True
49,98135.569,98169.903,34.33400000000256,98165.56,99485.576,468,379.75666666666666,373.0195141607184,420.50975708035924,300,True
50,100145.569,100175.576,30.006999999997788,100165.574,100885.577,482,392.94984326018806,373.0195141607184,427.50975708035924,319,True
51,102299.966,102335.572,35.60599999999977,102315.574,103305.568,479,396.67832167832165,373.0195141607184,426.00975708035924,286,True
52,104245.577,104275.564,29.986999999993714,104265.566,106005.569,486,402.6716981132075,373.0195141607184,429.50975708035924,265,True
53,106045.569,106075.573,30.004000000000815,106085.566,106705.556,494,404.3578595317726,373.0195141607184,433.50975708035924,299,True
54,108075.581,108105.569,29.987999999997555,108075.581,109375.577,494,404.8831168831169,373.0195141607184,433.50975708035924,308,True
55,110175.577,110204.11,28.53299999999581,110175.577,110375.56,491,399.444099378882,373.0195141607184,432.00975708035924,322,True
56,112364.301,112399.893,35.59199999998964,112375.574,112575.56,487,400.14134275618375,373.0195141607184,430.00975708035924,283,True
57,114295.57,114319.795,24.22499999999127,114295.57,115895.577,491,401.9204152249135,373.0195141607184,432.00975708035924,289,True
58,116260.002,116299.959,39.95700000000943,116275.574,117795.569,491,403.0,373.0195141607184,432.00975708035924,270,True
59,118095.578,118124.485,28.90700000000652,118095.578,118095.578,468,399.3478260869565,373.0195141607184,420.50975708035924,23,True
