pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,45.862,42.022,78.341,3839,3169.909090909091,14589.161161972,70,-0.14583800111722667,71,36.14006399948266,6,1,True,True,94.0,18.0,24.146341463414632
1,1994.649,1982.352,2018.463,3812,3156.409090909091,14591.109948972,128,-4.790069000591757,129,27.375477999157738,6,1,True,True,91.0,18.0,24.146341463414632
2,3978.677,3974.632,4002.437,3924,3212.409090909091,14593.093976971999,187,-16.598064998106565,189,51.10809200050426,6,1,True,True,92.0,18.0,24.146341463414632
3,5834.641,5822.555,5858.566,3941,3220.909090909091,14594.949940972,243,3.2978170002024854,244,35.389665001275716,6,1,True,True,92.0,18.0,24.146341463414632
4,7638.718,7634.652,7662.472,3888,3194.409090909091,14596.754017972,297,7.170868999310187,298,39.18707299999369,6,1,True,True,92.0,18.0,24.146341463414632
5,9562.252,9558.404,9594.649,3781,3140.909090909091,14598.677551972,354,-8.427517999734846,355,23.83053999983531,6,2,True,True,92.0,18.0,24.146341463414632
6,11614.644,11614.644,11642.329,3735,3117.909090909091,14600.729943972,416,15.33333600127662,417,47.13903100127936,6,1,True,True,92.0,18.0,24.146341463414632
7,13718.543,13714.657,13742.136,3934,3217.409090909091,14602.833842972,478,-12.620650000826572,480,51.45617699963623,6,1,True,True,91.0,18.0,24.146341463414632
8,15662.462,15658.514,15694.645,3760,3130.409090909091,14604.777761972,537,15.36674400085758,538,51.45051799991052,6,1,True,True,91.0,18.0,24.146341463414632
9,17758.765,17754.652,17782.578,3894,3197.409090909091,14606.874064972,599,-4.740894999486045,600,31.372514999020495,6,1,True,True,92.0,18.0,24.146341463414632
