pulse_index,start_ms,end_ms,duration_ms,anchor_ms,peak_ms,peak_adc,mean_adc,baseline_adc,threshold_adc,sample_count,op598_detected
0,42.022,78.341,36.318999999999996,45.862,78.341,3839,2518.581939799331,2500.818181818182,3169.909090909091,299,True
1,1982.352,2018.463,36.110999999999876,1994.649,1998.446,3812,2515.85618729097,2500.818181818182,3156.409090909091,299,True
2,3974.632,4002.437,27.804999999999836,3978.677,3998.545,3924,2528.5071428571428,2500.818181818182,3212.409090909091,280,True
3,5822.555,5858.566,36.01099999999951,5834.641,5842.467,3941,2521.1794871794873,2500.818181818182,3220.909090909091,273,True
4,7634.652,7662.472,27.81999999999971,7638.718,7662.472,3888,2524.055363321799,2500.818181818182,3194.409090909091,289,True
5,9558.404,9594.649,36.24499999999898,9562.252,9594.649,3781,2518.246753246753,2500.818181818182,3140.909090909091,308,True
6,11614.644,11642.329,27.68499999999949,11614.644,11618.642,3735,2516.733333333333,2500.818181818182,3117.909090909091,315,True
7,13714.657,13742.136,27.47900000000118,13718.543,13742.136,3934,2520.154109589041,2500.818181818182,3217.409090909091,292,True
8,15658.514,15694.645,36.13100000000122,15662.462,15682.253,3760,2516.168789808917,2500.818181818182,3130.409090909091,314,True
9,17754.652,17782.578,27.926000000003114,17758.765,17778.609,3894,2874.36,2500.818181818182,3197.409090909091,25,True
