min_latency_us,max_latency_us,avg_latency_us,median_latency_us,failures,min_freq_hz,avg_freq_hz,median_freq_hz,max_freq_hz
1019,1258,1185.479980,1181.0,0,981.354248,843.540161,846.740051,794.912537
