min_latency_us,max_latency_us,avg_latency_us,median_latency_us,failures,min_freq_hz,avg_freq_hz,median_freq_hz,max_freq_hz
956,1114,1069.959961,1093.5,0,1046.025146,934.614441,914.494751,897.666077
