min_latency_us,max_latency_us,avg_latency_us,median_latency_us,failures,min_freq_hz,avg_freq_hz,median_freq_hz,max_freq_hz
1761,1930,1832.459961,1848.0,0,567.859192,545.714539,541.125549,518.134705
