pulse_index,start_ms,end_ms,duration_ms,anchor_ms,peak_ms,peak_adc,mean_adc,baseline_adc,threshold_adc,sample_count,op598_detected
0,48.317,75.616,27.299,48.317,48.317,2243,935.3855421686746,245.96222846334612,1244.481114231673,332,True
1,2188.319,2215.732,27.41300000000001,2188.319,2268.311,494,315.53872053872055,245.96222846334612,369.9811142316731,297,True
2,4118.328,4155.644,37.3159999999998,4118.328,4418.32,366,251.3398058252427,245.96222846334612,305.9811142316731,309,True
3,6138.319,6165.634,27.3149999999996,6138.319,6518.319,350,243.1183800623053,245.96222846334612,297.9811142316731,321,True
4,8262.075,8298.316,36.240999999999985,8318.327,9288.327,355,246.3929712460064,245.96222846334612,300.4811142316731,313,True
5,10348.321,10375.737,27.415999999999258,10348.321,10668.319,358,245.74074074074073,245.96222846334612,301.9811142316731,324,True
6,12495.921,12532.084,36.163000000000466,12548.336,13268.329,368,246.23958333333334,245.96222846334612,306.9811142316731,288,True
7,14418.319,14446.197,27.87800000000061,14418.319,15298.319,350,247.04794520547946,245.96222846334612,297.9811142316731,292,True
8,16356.066,16395.965,39.89899999999943,16368.336,17748.319,359,249.44660194174756,245.96222846334612,302.4811142316731,309,True
9,18418.327,18445.944,27.61699999999837,18418.327,19898.315,356,248.84615384615384,245.96222846334612,300.9811142316731,312,True
10,20498.327,20525.953,27.626000000000204,20498.327,21828.327,345,247.08695652173913,245.96222846334612,295.4811142316731,299,True
11,22488.321,22518.323,30.002000000000407,22508.325,24328.327,347,247.5,245.96222846334612,296.4811142316731,288,True
12,24396.29,24432.261,35.97099999999773,24408.336,25578.331,347,245.0625,245.96222846334612,296.4811142316731,320,True
13,26528.319,26563.078,34.75900000000183,26528.319,26578.311,351,245.20060790273556,245.96222846334612,298.4811142316731,329,True
14,28708.311,28742.125,33.81399999999849,28758.328,30508.327,347,245.6269592476489,245.96222846334612,296.4811142316731,319,True
15,30832.207,30868.325,36.11800000000221,30888.321,32708.319,348,244.12974683544303,245.96222846334612,296.9811142316731,316,True
16,32932.234,32968.325,36.09100000000035,32988.32,33008.328,343,243.56026058631923,245.96222846334612,294.4811142316731,307,True
17,34968.315,35002.166,33.85099999999511,34978.328,36508.319,343,241.76644736842104,245.96222846334612,294.4811142316731,304,True
18,36988.328,37022.14,33.81199999999808,37038.329,38758.328,350,241.40384615384616,245.96222846334612,297.9811142316731,312,True
19,39058.328,39092.153,33.82499999999709,39108.329,39708.319,336,240.88996763754045,245.96222846334612,290.9811142316731,309,True
20,41118.319,41142.142,23.822999999996682,41125.182,42908.329,343,241.24187725631768,245.96222846334612,294.4811142316731,277,True
21,42956.28,42992.252,35.97200000000157,42988.324,44258.323,342,241.7328990228013,245.96222846334612,293.9811142316731,307,True
22,44996.256,45032.247,35.991000000001804,45008.337,46708.32,342,241.45422535211267,245.96222846334612,293.9811142316731,284,True
23,46892.432,46928.324,35.891999999999825,46908.319,47308.319,336,241.68953068592057,245.96222846334612,290.9811142316731,277,True
24,48736.262,48772.236,35.9739999999947,48788.328,50008.329,345,241.4657980456026,245.96222846334612,295.4811142316731,307,True
25,50788.32,50818.324,30.004000000000815,50808.324,52008.319,339,243.5050847457627,245.96222846334612,292.4811142316731,295,True
26,52752.464,52788.32,35.85599999999977,52788.32,53208.327,340,245.83455882352942,245.96222846334612,292.9811142316731,272,True
27,54568.328,54598.316,29.987999999997555,54588.316,56208.311,343,246.36690647482015,245.96222846334612,294.4811142316731,278,True
28,56416.466,56452.34,35.87399999999616,56428.328,56608.315,351,243.30670926517573,245.96222846334612,298.4811142316731,313,True
29,58508.319,58536.365,28.04599999999482,58508.319,59008.327,345,241.74460431654677,245.96222846334612,295.4811142316731,278,True
30,60352.502,60388.324,35.822000000000116,60458.324,61108.319,341,239.1517027863777,245.96222846334612,293.4811142316731,323,True
31,62492.323,62528.316,35.99300000000221,62508.324,62908.328,345,240.36923076923077,245.96222846334612,295.4811142316731,325,True
32,64658.319,64686.317,27.997999999999593,64658.319,65528.328,350,241.47868852459015,245.96222846334612,297.9811142316731,305,True
33,66688.327,66716.278,27.95100000000093,66708.316,67728.319,345,244.02884615384616,245.96222846334612,295.4811142316731,312,True
34,68778.327,68806.278,27.95100000000093,68778.327,69228.319,343,242.78472222222223,245.96222846334612,294.4811142316731,288,True
35,70702.509,70738.316,35.8070000000007,70758.328,72778.327,340,242.87381703470032,245.96222846334612,292.9811142316731,317,True
36,72822.537,72858.324,35.786999999996624,72858.324,74178.332,342,243.31386861313868,245.96222846334612,293.9811142316731,274,True
37,74658.319,74686.361,28.04200000000128,74658.319,76178.321,340,243.4620253164557,245.96222846334612,292.9811142316731,316,True
38,76766.488,76802.37,35.88199999999779,76778.336,78408.328,343,242.4503311258278,245.96222846334612,294.4811142316731,302,True
39,78788.311,78812.589,24.278000000005704,78788.311,80328.323,339,243.62541806020067,245.96222846334612,292.4811142316731,299,True
40,80786.794,80822.525,35.73099999999977,80858.332,82878.327,336,242.40740740740742,245.96222846334612,290.9811142316731,324,True
41,82958.315,82986.863,28.547999999995227,82958.315,83778.32,336,242.55631399317406,245.96222846334612,290.9811142316731,293,True
42,84918.323,84946.659,28.335999999995693,84958.316,85078.319,348,242.17966101694915,245.96222846334612,296.9811142316731,295,True
43,86888.327,86916.543,28.21600000000035,86888.327,87428.323,345,242.0299003322259,245.96222846334612,295.4811142316731,301,True
44,88889.899,88916.451,26.551999999996042,88908.317,89678.321,336,237.59,245.96222846334612,290.9811142316731,300,True
45,90892.643,90928.324,35.68099999999686,90908.315,91028.32,304,214.2610294117647,245.96222846334612,274.9811142316731,272,True
46,92708.321,92732.451,24.130000000004657,92728.325,93948.327,324,225.72644376899697,245.96222846334612,284.9811142316731,329,True
47,94908.327,94936.715,28.387999999991735,94928.316,95048.323,306,180.8343949044586,245.96222846334612,275.9811142316731,314,True
48,96998.328,97028.32,29.992000000012922,97248.321,97248.321,257,157.12624584717608,245.96222846334612,251.48111423167308,301,True
49,99008.319,99036.686,28.36699999999837,99048.316,99048.316,249,144.6173285198556,245.96222846334612,247.48111423167308,277,True
