timestamp_s,perf_counter_s,frame_index,mean,max,p99,threshold,detected
0.02151998001500033,173736.744252459,0,3.8693815104166664,64.0,24.0,96.27777777777777,0
0.05444726700079627,173736.777179746,1,3.8451725260416665,67.0,24.0,96.27777777777777,0
0.08951166699989699,173736.812244146,2,3.8486100260416665,66.0,23.0,96.27777777777777,0
0.12144270201679319,173736.844175181,3,3.818079427083333,64.0,23.0,96.27777777777777,0
0.1534524830058217,173736.876184962,4,3.812021484375,71.0,23.0,96.27777777777777,0
0.18548360100248829,173736.90821608,5,3.815862630208333,67.0,23.0,96.27777777777777,0
0.2214801750087645,173736.944212654,6,3.8142415364583333,63.0,23.0,96.27777777777777,0
0.25345490002655424,173736.976187379,7,3.7748372395833334,65.0,23.0,96.27777777777777,0
0.2854882600076962,173737.008220739,8,3.7972102864583333,63.0,23.0,96.27777777777777,0
0.3214526320225559,173737.044185111,9,3.8397037760416666,69.0,23.0,96.27777777777777,0
0.3534548750030808,173737.076187354,10,3.8290983072916664,71.0,23.0,96.27777777777777,0
0.3854950620152522,173737.108227541,11,3.8098990885416666,65.0,23.0,96.27777777777777,0
0.42151093800202943,173737.144243417,12,3.82166015625,67.0,23.0,96.27777777777777,0
0.4535578620270826,173737.176290341,13,3.8094140625,69.0,23.0,96.27777777777777,0
0.4855943850125186,173737.208326864,14,3.77591796875,71.0,23.0,96.27777777777777,0
0.5215985690010712,173737.244331048,15,3.832802734375,74.0,23.0,96.27777777777777,0
0.5542288960132282,173737.276961375,16,3.8616438802083333,74.0,23.0,96.27777777777777,0
0.5871967350249179,173737.309929214,17,3.8342545572916666,68.0,23.0,96.27777777777777,0
0.633166739018634,173737.355899218,18,3.821344401041667,66.0,23.0,96.27777777777777,0
0.6629463760182261,173737.385678855,19,3.8038639322916667,68.0,23.0,96.27777777777777,0
0.6855759520258289,173737.408308431,20,3.8162662760416666,62.0,23.0,96.27777777777777,0
0.721602959005395,173737.444335438,21,3.834417317708333,66.0,23.0,96.27777777777777,0
0.7536139950098004,173737.476346474,22,3.827132161458333,69.0,23.0,96.27777777777777,0
0.7855729390284978,173737.508305418,23,3.814397786458333,68.0,23.0,96.27777777777777,0
0.8175726700283121,173737.540305149,24,3.8228873697916668,69.0,23.0,96.27777777777777,0
0.8536282580171246,173737.576360737,25,3.81771484375,67.0,23.0,96.27777777777777,0
0.8856153990200255,173737.608347878,26,3.816575520833333,69.0,23.0,96.27777777777777,0
0.9175689970143139,173737.640301476,27,3.810641276041667,67.0,23.0,96.27777777777777,0
0.9536248550284654,173737.676357334,28,3.79794921875,67.0,24.0,96.27777777777777,0
0.9856698600051459,173737.708402339,29,3.809720052083333,68.0,24.0,96.27777777777777,0
1.0175781490106601,173737.740310628,30,3.821871744791667,65.0,24.0,96.27777777777777,0
1.0536283060209826,173737.776360785,31,3.8258072916666666,64.0,24.0,96.27777777777777,0
1.085569317016052,173737.808301796,32,3.8364973958333333,67.0,24.0,96.27777777777777,0
1.1176596090081148,173737.840392088,33,3.828916015625,76.0,24.0,96.27777777777777,0
1.1535748720052652,173737.876307351,34,3.851806640625,73.0,24.0,96.27777777777777,0
1.1855927860015072,173737.908325265,35,3.861376953125,69.0,24.0,96.27777777777777,0
1.2176399950112682,173737.940372474,36,3.8619596354166665,66.0,24.0,96.27777777777777,0
1.2536253210273571,173737.9763578,37,3.8663346354166666,72.0,24.0,96.27777777777777,0
1.2855917700217105,173738.008324249,38,3.8415462239583333,77.0,24.0,96.27777777777777,0
1.3176018580270465,173738.040334337,39,3.881982421875,71.0,24.0,96.27777777777777,0
1.3496257920050994,173738.072358271,40,3.8664485677083333,72.0,24.0,96.27777777777777,0
1.3856362330261618,173738.108368712,41,3.867317708333333,72.0,24.0,96.27777777777777,0
1.417574079008773,173738.140306558,42,3.8970149739583335,66.0,25.0,96.27777777777777,0
1.4495991180010606,173738.172331597,43,3.8732682291666665,78.0,24.0,96.27777777777777,0
1.4856147970131133,173738.208347276,44,3.884765625,69.0,25.0,96.27777777777777,0
1.5174945300095715,173738.240227009,45,3.8657552083333333,74.0,25.0,96.27777777777777,0
1.549601844017161,173738.272334323,46,3.862867838541667,72.0,25.0,96.27777777777777,0
1.5856019190105144,173738.308334398,47,3.85404296875,73.0,25.0,96.27777777777777,0
1.61762002602336,173738.340352505,48,3.832021484375,71.0,25.0,96.27777777777777,0
1.6495844010205474,173738.37231688,49,3.8120540364583335,66.0,24.0,96.27777777777777,0
1.6856036850076634,173738.408336164,50,3.8152473958333335,67.0,25.0,96.27777777777777,0
1.7175959040177986,173738.440328383,51,3.8685807291666667,65.0,25.0,96.27777777777777,0
