index,t_us,t_ms,adc,led,phase,pulse_index
0,115,0.115,2538,0,pre,-1
1,4020,4.02,2421,0,pre,-1
2,15573,15.573,2419,0,pre,-1
3,19228,19.228,2395,0,pre,-1
4,22884,22.884,2383,0,pre,-1
5,35565,35.565,2367,0,pre,-1
6,39239,39.239,2369,0,pre,-1
7,42900,42.9,2366,1,pulse,0
8,46705,46.705,2315,1,pulse,0
9,55566,55.566,2309,1,pulse,0
10,59225,59.225,2297,1,pulse,0
11,65566,65.566,2281,1,pulse,0
12,75574,75.574,2275,1,pulse,0
13,79241,79.241,2263,1,pulse,0
14,85573,85.573,2271,0,gap,0
15,95581,95.581,2230,0,gap,0
16,99327,99.327,2219,0,gap,0
17,103056,103.056,2193,0,gap,0
18,115578,115.578,2196,0,gap,0
19,119318,119.318,2178,0,gap,0
20,123062,123.062,2161,0,gap,0
21,135568,135.568,2166,0,gap,0
22,139327,139.327,2121,0,gap,0
23,143078,143.078,2115,0,gap,0
24,146841,146.841,2123,0,gap,0
25,155570,155.57,2112,0,gap,0
26,159343,159.343,2081,0,gap,0
27,165570,165.57,2081,0,gap,0
28,175578,175.578,2079,0,gap,0
29,179357,179.357,2042,0,gap,0
30,185577,185.577,2035,0,gap,0
31,195569,195.569,2018,0,gap,0
32,199367,199.367,2011,0,gap,0
33,203152,203.152,1999,0,gap,0
34,215578,215.578,1991,0,gap,0
35,219382,219.382,1983,0,gap,0
36,223189,223.189,1966,0,gap,0
37,235568,235.568,1936,0,gap,0
38,239398,239.398,1937,0,gap,0
39,243223,243.223,1923,0,gap,0
40,247062,247.062,1924,0,gap,0
41,255570,255.57,1903,0,gap,0
42,259421,259.421,1899,0,gap,0
43,265570,265.57,1874,0,gap,0
44,275578,275.578,1875,0,gap,0
45,279426,279.426,1872,0,gap,0
46,285577,285.577,1826,0,gap,0
47,295569,295.569,1855,0,gap,0
48,299439,299.439,1841,0,gap,0
49,303297,303.297,1808,0,gap,0
50,315577,315.577,1801,0,gap,0
51,319446,319.446,1783,0,gap,0
52,323323,323.323,1767,0,gap,0
53,335568,335.568,1778,0,gap,0
54,339455,339.455,1747,0,gap,0
55,343333,343.333,1757,0,gap,0
56,347223,347.223,1738,0,gap,0
57,355570,355.57,1715,0,gap,0
58,359470,359.47,1723,0,gap,0
59,365570,365.57,1718,0,gap,0
60,375578,375.578,1694,0,gap,0
61,379487,379.487,1669,0,gap,0
62,386221,386.221,1681,0,gap,0
63,395568,395.568,1675,0,gap,0
64,399289,399.289,1662,0,gap,0
65,402998,402.998,1628,0,gap,0
66,415578,415.578,1660,0,gap,0
67,419298,419.298,1616,0,gap,0
68,423018,423.018,1600,0,gap,0
69,435569,435.569,1605,0,gap,0
70,439303,439.303,1590,0,gap,0
71,443032,443.032,1585,0,gap,0
72,446775,446.775,1569,0,gap,0
73,455570,455.57,1553,0,gap,0
74,459322,459.322,1535,0,gap,0
75,465570,465.57,1555,0,gap,0
76,475578,475.578,1531,0,gap,0
77,479332,479.332,1518,0,gap,0
78,485577,485.577,1505,0,gap,0
79,495569,495.569,1511,0,gap,0
80,499345,499.345,1504,0,gap,0
81,503104,503.104,1488,0,gap,0
82,515578,515.578,1489,0,gap,0
83,519353,519.353,1453,0,gap,0
84,523128,523.128,1440,0,gap,0
85,535568,535.568,1455,0,gap,0
86,539362,539.362,1427,0,gap,0
87,543147,543.147,1453,0,gap,0
88,546942,546.942,1419,0,gap,0
89,555570,555.57,1408,0,gap,0
90,559377,559.377,1393,0,gap,0
91,565570,565.57,1406,0,gap,0
92,575578,575.578,1389,0,gap,0
93,579388,579.388,1375,0,gap,0
94,585577,585.577,1351,0,gap,0
95,595569,595.569,1370,0,gap,0
96,599401,599.401,1355,0,gap,0
97,603217,603.217,1327,0,gap,0
98,615577,615.577,1355,0,gap,0
99,619416,619.416,1329,0,gap,0
100,623265,623.265,1321,0,gap,0
101,635568,635.568,1321,0,gap,0
102,639433,639.433,1283,0,gap,0
103,643292,643.292,1302,0,gap,0
104,647162,647.162,1291,0,gap,0
105,655570,655.57,1278,0,gap,0
106,665580,665.58,1295,0,gap,0
107,669461,669.461,1258,0,gap,0
