pulse_index,start_ms,end_ms,duration_ms,anchor_ms,peak_ms,peak_adc,mean_adc,baseline_adc,threshold_adc,sample_count,op598_detected
0,41.645,77.982,36.336999999999996,41.645,47.996,4095,1790.6032258064515,1928.5554976550286,3011.777748827514,310,True
1,2067.979,2095.371,27.39200000000028,2067.979,2071.827,4095,1754.9238410596026,1928.5554976550286,3011.777748827514,302,True
2,4075.853,4107.975,32.1220000000003,4087.995,4087.995,4095,1891.885521885522,1928.5554976550286,3011.777748827514,297,True
3,6055.768,6091.823,36.05500000000029,6067.987,6067.987,4095,1944.938775510204,1928.5554976550286,3011.777748827514,294,True
4,8017.986,8045.512,27.52599999999984,8021.898,8021.898,4095,1950.6699029126214,1928.5554976550286,3011.777748827514,309,True
5,10065.601,10101.75,36.14899999999943,10077.996,10077.996,4095,2016.1286764705883,1928.5554976550286,3011.777748827514,272,True
6,11877.982,11905.722,27.73999999999978,11882.009,11882.009,4095,1968.937908496732,1928.5554976550286,3011.777748827514,306,True
7,13907.978,13935.679,27.70100000000093,13911.97,13911.97,4095,1950.110759493671,1928.5554976550286,3011.777748827514,316,True
8,16007.978,16035.743,27.765000000001237,16011.996,16011.996,4095,1992.4359861591695,1928.5554976550286,3011.777748827514,289,True
9,17921.825,17957.975,36.14999999999782,17927.975,17927.975,4095,1974.1749174917493,1928.5554976550286,3011.777748827514,303,True
10,19937.979,19967.983,30.004000000000815,19941.903,19941.903,4095,2001.8762886597938,1928.5554976550286,3011.777748827514,291,True
11,21871.978,21907.976,35.99799999999959,21877.987,21877.987,4095,1989.0866666666666,1928.5554976550286,3011.777748827514,300,True
12,23877.987,23905.767,27.779999999998836,23882.021,23882.021,4095,1985.4664536741213,1928.5554976550286,3011.777748827514,313,True
13,25955.874,25991.892,36.01800000000003,25968.0,25968.0,4095,1993.156146179402,1928.5554976550286,3011.777748827514,301,True
14,27961.913,27997.975,36.06199999999808,27965.917,27965.917,4095,1976.8836477987422,1928.5554976550286,3011.777748827514,318,True
15,30081.941,30117.976,36.034999999999854,30087.988,30087.988,4095,1968.3148148148148,1928.5554976550286,3011.777748827514,324,True
16,32247.986,32275.912,27.925999999999476,32252.096,32252.096,4095,2012.2423208191126,1928.5554976550286,3011.777748827514,293,True
17,34197.979,34227.983,30.004000000000815,34202.019,34202.019,4095,1995.1818181818182,1928.5554976550286,3011.777748827514,308,True
18,36257.979,36285.756,27.777000000001863,36262.018,36262.018,4095,2045.1058394160584,1928.5554976550286,3011.777748827514,274,True
19,38087.978,38115.975,27.99699999999575,38092.137,38092.137,4095,2032.8158844765344,1928.5554976550286,3011.777748827514,277,True
20,39928.833,39967.984,39.15099999999802,39937.988,39937.988,4095,1973.569536423841,1928.5554976550286,3011.777748827514,302,True
21,41947.988,41977.974,29.986000000004424,41952.208,41952.208,4095,1972.2559726962456,1928.5554976550286,3011.777748827514,293,True
22,43907.982,43936.027,28.044999999998254,43912.146,43912.146,4095,1897.8615384615384,1928.5554976550286,3011.777748827514,325,True
23,46072.118,46107.976,35.858000000000175,46077.987,46077.987,4095,1873.907590759076,1928.5554976550286,3011.777748827514,303,True
24,48092.079,48127.983,35.90400000000227,48097.979,48097.979,4095,2024.4343434343434,1928.5554976550286,3011.777748827514,297,True
25,50072.03,50107.976,35.94600000000355,50077.987,50077.987,4095,2074.0037037037036,1928.5554976550286,3011.777748827514,270,True
26,51877.992,51907.979,29.98700000000099,51882.224,51882.224,4095,2049.013986013986,1928.5554976550286,3011.777748827514,286,True
27,53787.987,53817.975,29.987999999997555,53792.111,53792.111,4095,1988.8120567375886,1928.5554976550286,3011.777748827514,282,True
28,55666.316,55702.103,35.7870000000039,55677.987,55677.987,4095,1973.9741935483871,1928.5554976550286,3011.777748827514,310,True
29,57736.333,57772.105,35.77200000000448,57747.989,57747.989,4095,1810.4844720496894,1928.5554976550286,3011.777748827514,322,True
30,59897.986,59926.297,28.311000000001513,59902.298,59902.298,4095,2024.7796610169491,1928.5554976550286,3011.777748827514,295,True
31,61866.277,61902.1,35.82299999999668,61877.995,61877.995,4095,1970.486013986014,1928.5554976550286,3011.777748827514,286,True
32,63792.056,63827.983,35.92700000000332,63796.216,63796.216,4095,1949.8350877192981,1928.5554976550286,3011.777748827514,285,True
33,65707.986,65736.299,28.312999999994645,65712.296,65712.296,4095,2051.9714285714285,1928.5554976550286,3011.777748827514,280,True
34,67587.988,67616.064,28.07600000000093,67592.17,67592.17,4095,1771.1993355481727,1928.5554976550286,3011.777748827514,301,True
35,69627.98,69651.996,24.01600000000326,69635.145,69635.145,4095,1923.3897763578275,1928.5554976550286,3011.777748827514,313,True
36,71747.988,71782.002,34.013999999995576,71755.147,71755.147,4095,2049.8581560283687,1928.5554976550286,3011.777748827514,282,True
