pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,41.645,41.645,77.982,4095,3011.777748827514,177179.263071932,76,7.541302009485662,78,71.48932502605021,6,1,True,True,254.0,16.0,39.12658227848101
1,2067.979,2067.979,2095.371,4095,3011.777748827514,177181.289405932,136,-10.711477021686733,138,53.22623698157258,6,1,True,True,254.0,16.0,39.12658227848101
2,4087.995,4075.853,4107.975,4095,3011.777748827514,177183.309421932,197,9.268552006687969,198,41.302758996607736,6,1,True,True,254.0,16.0,39.12658227848101
3,6067.987,6055.768,6091.823,4095,3011.777748827514,177185.28941393198,256,5.280745011987165,257,37.25546901114285,6,2,True,True,254.0,17.0,39.12658227848101
4,8021.898,8017.986,8045.512,4095,3011.777748827514,177187.243324932,314,-8.669292990816757,316,59.411650989204645,6,1,True,True,254.0,16.0,39.12658227848101
5,10077.996,10065.601,10101.75,4095,3011.777748827514,177189.299422932,376,11.20328000979498,377,43.12777699669823,6,1,True,True,254.0,16.0,39.12658227848101
6,11882.009,11877.982,11905.722,4095,3011.777748827514,177191.103435932,430,15.305143024306744,431,47.19411701080389,6,1,True,True,254.0,16.0,39.12658227848101
7,13911.97,13907.978,13935.679,4095,3011.777748827514,177193.13339693198,490,-6.717515992932022,492,61.31436501163989,6,1,True,True,254.0,16.0,39.12658227848101
8,16011.996,16007.978,16035.743,4095,3011.777748827514,177195.23342293198,553,1.2823290308006108,555,69.27622001967393,6,1,True,True,254.0,16.0,39.12658227848101
9,17927.975,17921.825,17957.975,4095,3011.777748827514,177197.149401932,610,-6.670629984000698,612,61.311889003263786,6,1,True,True,254.0,16.0,39.12658227848101
10,19941.903,19937.979,19967.983,4095,3011.777748827514,177199.163329932,670,-12.588902987772599,672,55.375828000251204,6,1,True,True,254.0,16.0,39.12658227848101
11,21877.987,21871.978,21907.976,4095,3011.777748827514,177201.099413932,728,-4.704047023551539,730,63.35245899390429,6,1,True,True,254.0,16.0,39.12658227848101
12,23882.021,23877.987,23905.767,4095,3011.777748827514,177203.103447932,788,-0.7248949841596186,790,67.3579010181129,6,1,True,True,254.0,16.0,39.12658227848101
13,25968.0,25955.874,25991.892,4095,3011.777748827514,177205.189426932,850,-10.606389987515286,852,57.36173200421035,6,1,True,True,254.0,16.0,39.12658227848101
14,27965.917,27961.913,27997.975,4095,3011.777748827514,177207.187343932,910,-0.4446329839993268,912,67.72549499874003,6,1,True,True,254.0,16.0,39.12658227848101
15,30087.988,30081.941,30117.976,4095,3011.777748827514,177209.309414932,973,-14.571380015695468,975,53.40504497871734,6,1,True,True,254.0,16.0,39.12658227848101
16,32252.096,32247.986,32275.912,4095,3011.777748827514,177211.473522932,1038,-2.736563008511439,1040,65.40354798198678,6,1,True,True,254.0,16.0,39.12658227848101
17,34202.019,34197.979,34227.983,4095,3011.777748827514,177213.42344593199,1096,-12.36891798907891,1098,55.397438001818955,6,1,True,True,254.0,16.0,39.12658227848101
18,36262.018,36257.979,36285.756,4095,3011.777748827514,177215.483444932,1158,3.3541389857418835,1159,39.40898898872547,6,2,True,True,249.0,9.0,39.12658227848101
19,38092.137,38087.978,38115.975,4095,3011.777748827514,177217.313563932,1213,17.328788992017508,1214,49.42724999273196,6,1,True,True,254.0,16.0,39.12658227848101
20,39937.988,39928.833,39967.984,4095,3011.777748827514,177219.159414932,1268,11.531738011399284,1269,43.48478402243927,6,2,True,True,254.0,16.0,39.12658227848101
21,41952.208,41947.988,41977.974,4095,3011.777748827514,177221.173634932,1328,5.3358839941211045,1329,37.29960400960408,6,2,True,True,254.0,10.0,39.12658227848101
22,43912.146,43907.982,43936.027,4095,3011.777748827514,177223.13357293198,1386,-14.624255971284583,1388,53.48457401851192,6,1,True,True,254.0,16.0,39.12658227848101
23,46077.987,46072.118,46107.976,4095,3011.777748827514,177225.299413932,1451,-4.51222900301218,1453,63.55679401895031,6,1,True,True,254.0,16.0,39.12658227848101
24,48097.979,48092.079,48127.983,4095,3011.777748827514,177227.319405932,1511,-16.385160997742787,1513,51.631808979436755,6,1,True,True,254.0,16.0,39.12658227848101
25,50077.987,50072.03,50107.976,4095,3011.777748827514,177229.299413932,1571,11.61934100673534,1572,47.652288019889966,6,1,True,True,254.0,16.0,39.12658227848101
26,51882.224,51877.992,51907.979,4095,3011.777748827514,177231.103650932,1625,15.244398004142568,1626,51.40291401767172,6,1,True,True,254.0,16.0,39.12658227848101
27,53792.111,53787.987,53817.975,4095,3011.777748827514,177233.01353793198,1682,13.422433024970815,1683,49.42885201307945,6,1,True,True,254.0,16.0,39.12658227848101
28,55677.987,55666.316,55702.103,4095,3011.777748827514,177234.899413932,1738,3.6057890101801604,1739,35.486303007928655,6,2,True,True,254.0,16.0,39.12658227848101
29,57747.989,57736.333,57772.105,4095,3011.777748827514,177236.969415932,1800,9.618632000638172,1801,41.65135501534678,6,1,True,True,254.0,16.0,39.12658227848101
30,59902.298,59897.986,59926.297,4095,3011.777748827514,177239.123724932,1864,-4.788642982020974,1866,63.24398101423867,6,1,True,True,254.0,16.0,39.12658227848101
31,61877.995,61866.277,61902.1,4095,3011.777748827514,177241.09942193198,1923,-4.404184990562499,1924,31.647693016566336,6,2,True,True,253.0,9.0,39.12658227848101
32,63796.216,63792.056,63827.983,4095,3011.777748827514,177243.01764293198,1980,-14.685347996419296,1982,53.41303601744585,6,1,True,True,254.0,16.0,39.12658227848101
33,65712.296,65707.986,65736.299,4095,3011.777748827514,177244.933722932,2038,13.380052987486124,2039,45.32802299945615,6,2,True,True,254.0,16.0,39.12658227848101
34,67592.17,67587.988,67616.064,4095,3011.777748827514,177246.81359693198,2094,5.3743000025860965,2095,41.4764080196619,6,2,True,True,254.0,15.0,39.12658227848101
35,69635.145,69627.98,69651.996,4095,3011.777748827514,177248.856571932,2155,6.573458987986669,2156,38.4900689823553,6,2,True,True,254.0,16.0,39.12658227848101
36,71755.147,71747.988,71782.002,4095,3011.777748827514,177250.97657393198,2218,-5.525127984583378,2220,62.555449025239795,6,1,True,True,254.0,16.0,39.12658227848101
