pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,45.954,42.125,78.433,3786,3336.7673531655228,9129.863673393,58,-1.6025299992179498,58,-1.6025299992179498,6,0,False,False,115.0,28.0,134.8131868131868
1,1992.603,1988.642,2024.753,3717,3302.2673531655228,9131.810322393001,117,15.637913998943986,117,15.637913998943986,6,0,False,False,120.0,34.0,134.8131868131868
2,4094.757,4094.757,4122.189,3605,3246.2673531655228,9133.912476393001,180,9.486835999268806,180,9.486835999268806,6,0,False,False,120.0,33.0,134.8131868131868
3,6188.773,6184.748,6212.513,3568,3227.7673531655228,9136.006492393,243,7.324832999074715,243,7.324832999074715,6,0,False,False,114.0,29.0,134.8131868131868
4,7998.784,7994.757,8022.511,3457,3172.2673531655228,9137.816503393,297,-6.505155999548151,297,-6.505155999548151,6,0,False,False,126.0,36.0,134.8131868131868
5,9998.607,9994.757,10022.146,3775,3331.2673531655228,9139.816326393,357,-10.483997999472194,357,-10.483997999472194,6,0,False,False,123.0,34.0,134.8131868131868
6,11820.492,11814.757,11844.753,3753,3320.2673531655228,9141.638211393001,412,-3.7580090011033462,412,-3.7580090011033462,6,0,False,False,111.0,29.0,134.8131868131868
7,13698.634,13694.758,13722.221,3793,3340.2673531655228,9143.516353393,469,13.629528999445029,469,13.629528999445029,6,0,False,False,123.0,37.0,134.8131868131868
8,15774.762,15762.605,15798.649,3730,3308.7673531655228,9145.592481393,531,1.5300699997169431,531,1.5300699997169431,6,0,False,False,112.0,33.0,134.8131868131868
9,17654.762,17642.696,17678.682,3667,3277.2673531655228,9147.472481393,588,17.591415999049786,588,17.591415999049786,6,0,False,False,117.0,32.0,134.8131868131868
