pulse_index,start_ms,end_ms,duration_ms,anchor_ms,peak_ms,peak_adc,mean_adc,baseline_adc,threshold_adc,sample_count,op598_detected
0,41.942,78.267,36.324999999999996,41.942,48.277,4095,1505.0671378091872,975.4271374177916,2535.2135687088958,283,True
1,1888.271,1915.73,27.45900000000006,1892.164,1892.164,4095,1897.8668941979522,975.4271374177916,2535.2135687088958,293,True
2,3838.265,3865.615,27.34999999999991,3842.09,3842.09,4095,1510.6014492753623,975.4271374177916,2535.2135687088958,276,True
3,5668.251,5695.798,27.54699999999957,5672.163,5672.163,4095,1416.5516129032258,975.4271374177916,2535.2135687088958,310,True
4,7728.267,7755.803,27.536000000000058,7732.183,7732.183,4095,1249.9816176470588,975.4271374177916,2535.2135687088958,272,True
5,9538.255,9566.063,27.808000000000902,9542.288,9542.288,4095,1126.4039735099338,975.4271374177916,2535.2135687088958,302,True
6,11548.267,11575.909,27.641999999999825,11552.233,11552.233,4095,1189.0567375886526,975.4271374177916,2535.2135687088958,282,True
7,13418.265,13448.255,29.98999999999978,13422.129,13422.129,4095,1078.7272727272727,975.4271374177916,2535.2135687088958,319,True
8,15538.272,15565.774,27.50199999999859,15542.176,15542.176,4095,1142.7202797202797,975.4271374177916,2535.2135687088958,286,True
9,17438.275,17466.137,27.86199999999735,17442.363,17442.363,4095,1156.232142857143,975.4271374177916,2535.2135687088958,280,True
10,19298.271,19325.842,27.570999999999913,19302.219,19302.219,4095,1158.5709342560554,975.4271374177916,2535.2135687088958,289,True
11,21216.321,21252.244,35.922999999998865,21228.276,21228.276,4095,1147.9891304347825,975.4271374177916,2535.2135687088958,276,True
12,23062.148,23098.269,36.120999999999185,23066.095,23066.095,4095,1143.0107142857144,975.4271374177916,2535.2135687088958,280,True
13,24928.263,24956.213,27.950000000000728,24932.355,24932.355,4095,961.0404984423676,975.4271374177916,2535.2135687088958,321,True
14,27056.387,27092.28,35.89300000000003,27068.268,27068.268,4095,879.2644376899696,975.4271374177916,2535.2135687088958,329,True
15,29248.263,29278.268,30.00500000000102,29252.219,29252.219,4095,906.4691358024692,975.4271374177916,2535.2135687088958,324,True
16,31396.073,31432.125,36.05199999999968,31408.278,31408.278,4095,1015.6989247311828,975.4271374177916,2535.2135687088958,279,True
17,33258.271,33286.243,27.97200000000157,33262.4,33262.4,4095,1024.7184115523467,975.4271374177916,2535.2135687088958,277,True
18,35098.264,35128.268,30.00399999999354,35102.262,35102.262,4095,975.1084745762712,975.4271374177916,2535.2135687088958,295,True
19,37058.271,37086.379,28.108000000000175,37062.483,37062.483,4095,979.8293515358362,975.4271374177916,2535.2135687088958,293,True
20,39008.263,39036.18,27.91700000000128,39012.367,39012.367,4095,941.1035598705502,975.4271374177916,2535.2135687088958,309,True
21,41056.266,41092.227,35.96099999999569,41056.266,41068.268,4095,913.390625,975.4271374177916,2535.2135687088958,320,True
22,43186.329,43222.259,35.93000000000029,43198.268,43198.268,4095,943.6688524590164,975.4271374177916,2535.2135687088958,305,True
23,45218.264,45246.195,27.930999999996857,45222.371,45222.371,4095,971.9266666666666,975.4271374177916,2535.2135687088958,300,True
24,47212.253,47248.269,36.01600000000326,47216.32,47216.32,4095,891.1840490797546,975.4271374177916,2535.2135687088958,326,True
25,49376.314,49412.243,35.929000000003725,49388.276,49388.276,4095,915.1015873015873,975.4271374177916,2535.2135687088958,315,True
26,51478.271,51506.25,27.97899999999936,51482.414,51482.414,4095,946.0909090909091,975.4271374177916,2535.2135687088958,308,True
27,53528.272,53556.23,27.958000000005995,53532.404,53532.404,4095,970.34,975.4271374177916,2535.2135687088958,300,True
28,55522.252,55558.26,36.00800000000163,55526.341,55526.341,4095,976.6894197952219,975.4271374177916,2535.2135687088958,293,True
29,57472.468,57508.272,35.80399999999645,57476.758,57476.758,4095,882.9516616314199,975.4271374177916,2535.2135687088958,331,True
