pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,48.366,42.025,78.34,4095,2518.750460776408,175115.105392205,68,14.16567899286747,69,46.122523985104635,6,1,True,True,254.0,16.0,39.348837209302324
1,1982.21,1978.344,2005.856,4095,2518.750460776408,175117.039236205,125,-11.518875980982557,127,52.41448202286847,6,1,True,True,254.0,16.0,39.348837209302324
2,3965.932,3962.1,3998.349,4095,2518.750460776408,175119.022958205,185,12.590725993504748,186,44.63034201762639,6,1,True,True,254.0,16.0,39.348837209302324
3,5798.362,5786.139,5822.198,4095,2518.750460776408,175120.855388205,239,-11.800103005953133,241,52.35405100393109,6,1,True,True,254.0,16.0,39.348837209302324
4,7862.34,7858.356,7886.037,4095,2518.750460776408,175122.919366205,301,0.2147550112567842,303,64.31969601544552,5,1,True,True,254.0,16.0,39.348837209302324
5,9725.909,9722.079,9758.353,4095,2518.750460776408,175124.782935205,357,8.739070006413385,358,44.758514006389305,6,2,True,True,254.0,16.0,39.348837209302324
6,11612.357,11608.36,11636.08,4095,2518.750460776408,175126.669383205,413,-1.74993701511994,415,66.25439500203356,6,1,True,True,254.0,16.0,39.348837209302324
7,13642.337,13638.356,13666.014,4095,2518.750460776408,175128.699363205,474,8.468782005365938,475,44.31874101283029,6,2,True,True,254.0,16.0,39.348837209302324
8,15738.365,15726.152,15762.216,4095,2518.750460776408,175130.795391205,536,-11.847827991005033,538,56.14226098987274,6,1,True,True,254.0,16.0,39.348837209302324
9,17872.419,17868.352,17896.175,4095,2518.750460776408,175132.929445205,600,-1.8370889883954078,602,62.22816699300893,6,1,True,True,254.0,16.0,39.348837209302324
10,20002.456,19998.352,20026.249,4095,2518.750460776408,175135.059482205,664,8.14257501042448,665,44.132847018772736,6,2,True,True,254.0,16.0,39.348837209302324
11,21838.366,21828.352,21862.14,4095,2518.750460776408,175136.895392205,719,16.190002992516384,720,48.24976099189371,6,1,True,True,254.0,16.0,39.348837209302324
12,23858.366,23848.352,23882.113,4095,2518.750460776408,175138.915392205,779,4.269060998922214,780,36.28274900256656,6,2,True,True,254.0,16.0,39.348837209302324
13,25952.281,25948.353,25978.353,4095,2518.750460776408,175141.009307205,841,-13.620547018945217,843,50.40365899913013,6,1,True,True,254.0,16.0,39.348837209302324
14,28058.361,28052.213,28088.354,4095,2518.750460776408,175143.115387205,904,-11.64780999533832,906,52.35367699060589,6,1,True,True,254.0,16.0,39.348837209302324
15,29938.361,29926.407,29962.335,4095,2518.750460776408,175144.995387205,961,16.488672990817577,962,48.5019689949695,6,1,True,True,254.0,16.0,39.348837209302324
16,32062.505,32058.356,32086.363,4095,2518.750460776408,175147.119531205,1024,0.24835698422975838,1025,32.33455098234117,6,2,True,True,90.0,8.0,39.348837209302324
17,34012.432,34008.353,34036.211,4095,2518.750460776408,175149.069458205,1082,-9.547614987241104,1084,58.38861400843598,6,1,True,True,254.0,16.0,39.348837209302324
18,35915.373,35908.352,35932.155,4095,2518.750460776408,175150.972399205,1139,-4.547438002191484,1140,31.42963399295695,6,2,True,True,82.0,7.0,39.348837209302324
19,37998.352,37998.352,38028.354,4095,2518.750460776408,175153.055378205,1201,-11.435694003012031,1203,56.5008909907192,6,1,True,True,254.0,16.0,39.348837209302324
20,40062.596,40058.352,40073.543,4095,2518.750460776408,175155.119622205,1263,0.2358290075790137,1264,32.193763996474445,6,1,True,True,254.0,9.0,39.348837209302324
21,42168.366,42158.34,42192.207,4095,2518.750460776408,175157.225392205,1326,2.5596510095056146,1327,38.648899004328996,6,2,True,True,254.0,16.0,39.348837209302324
22,44102.559,44098.36,44126.455,4095,2518.750460776408,175159.159585205,1384,12.198787007946521,1385,44.20719400513917,6,1,True,True,254.0,16.0,39.348837209302324
23,45982.414,45978.353,46008.353,4095,2518.750460776408,175161.039440205,1440,4.415439994772896,1441,40.36553099285811,6,2,True,True,254.0,16.0,39.348837209302324
24,47972.622,47968.344,48002.211,4095,2518.750460776408,175163.029648205,1499,-9.769344993401319,1501,58.21783700957894,6,1,True,True,254.0,16.0,39.348837209302324
25,50128.353,50122.321,50158.353,4095,2518.750460776408,175165.185379205,1564,10.661679989425465,1565,42.48057000222616,6,1,True,True,254.0,16.0,39.348837209302324
26,52155.409,52148.34,52178.358,4095,2518.750460776408,175167.212435205,1624,-8.589322009356692,1626,59.41810298827477,6,1,True,True,254.0,16.0,39.348837209302324
27,54082.591,54078.352,54106.535,4095,2518.750460776408,175169.13961720502,1682,4.167707986198366,1683,40.19648299436085,6,2,True,True,254.0,16.0,39.348837209302324
28,55932.424,55928.352,55958.353,4095,2518.750460776408,175170.989450205,1737,-1.5582859923597425,1739,62.41217101342045,6,1,True,True,254.0,16.0,39.348837209302324
29,58106.507,58102.39,58138.35,4095,2518.750460776408,175173.163533205,1802,0.34973002038896084,1803,32.54212500178255,6,2,True,True,86.0,7.0,39.348837209302324
30,60142.469,60138.361,60168.353,4095,2518.750460776408,175175.19949520502,1863,4.444596997927874,1864,40.42690998176113,6,2,True,True,254.0,16.0,39.348837209302324
31,62276.56,62272.413,62308.353,4095,2518.750460776408,175177.333586205,1927,14.36287400429137,1928,46.36104201199487,6,1,True,True,254.0,16.0,39.348837209302324
32,64222.711,64218.353,64248.353,4095,2518.750460776408,175179.279737205,1985,8.169531996827573,1986,40.17244398710318,6,1,True,True,254.0,16.0,39.348837209302324
33,66312.72,66308.357,66335.34,4095,2518.750460776408,175181.369746205,2047,-5.796163983177394,2049,62.22246799734421,6,1,True,True,254.0,16.0,39.348837209302324
34,68262.646,68258.358,68288.349,4095,2518.750460776408,175183.319672205,2105,-15.596985002048314,2107,52.414756995858625,6,1,True,True,254.0,16.0,39.348837209302324
35,70302.615,70298.357,70328.349,4095,2518.750460776408,175185.359641205,2166,-11.539915984030813,2168,56.53195799095556,6,1,True,True,254.0,16.0,39.348837209302324
36,72272.528,72268.352,72296.402,4095,2518.750460776408,175187.329554205,2225,-5.321146018104628,2227,58.713881007861346,6,1,True,True,254.0,16.0,39.348837209302324
37,74172.703,74168.356,74196.747,4095,2518.750460776408,175189.229729205,2282,2.410260000033304,2283,34.461149014532566,5,2,True,True,254.0,10.0,39.348837209302324
38,76278.365,76266.87,76302.571,4095,2518.750460776408,175191.335391205,2345,4.757681977935135,2346,36.777122993953526,6,1,True,True,254.0,16.0,39.348837209302324
39,78222.596,78218.353,78248.353,4095,2518.750460776408,175193.279622205,2403,0.6113539857324213,2404,36.59993698238395,6,2,True,True,254.0,13.0,39.348837209302324
