index,t_us,t_ms,adc,led,phase,pulse_index
0,119,0.119,2646,0,pre,-1
1,3948,3.948,2538,0,pre,-1
2,14562,14.562,2544,0,pre,-1
3,18212,18.212,2539,0,pre,-1
4,21881,21.881,2503,0,pre,-1
5,34563,34.563,2538,0,pre,-1
6,38255,38.255,2513,0,pre,-1
7,41937,41.937,3017,1,pulse,0
8,54555,54.555,3422,1,pulse,0
9,58239,58.239,3637,1,pulse,0
10,61919,61.919,3463,1,pulse,0
11,74562,74.562,3486,1,pulse,0
12,78257,78.257,3666,1,pulse,0
13,81935,81.935,3329,0,gap,0
14,85848,85.848,2835,0,gap,0
15,94567,94.567,2778,0,gap,0
16,98332,98.332,2777,0,gap,0
17,104567,104.567,2704,0,gap,0
18,114567,114.567,2647,0,gap,0
19,118334,118.334,2662,0,gap,0
20,124566,124.566,2639,0,gap,0
21,134566,134.566,2655,0,gap,0
22,138351,138.351,2611,0,gap,0
23,142119,142.119,2599,0,gap,0
24,154567,154.567,2559,0,gap,0
25,158349,158.349,2559,0,gap,0
26,162139,162.139,2544,0,gap,0
27,174566,174.566,2559,0,gap,0
28,178370,178.37,2515,0,gap,0
29,182158,182.158,2530,0,gap,0
30,185963,185.963,2503,0,gap,0
31,194566,194.566,2511,0,gap,0
32,198267,198.267,2477,0,gap,0
33,204567,204.567,2512,0,gap,0
34,214567,214.567,2494,0,gap,0
35,218264,218.264,2510,0,gap,0
36,224566,224.566,2478,0,gap,0
37,234566,234.566,2497,0,gap,0
38,238282,238.282,2466,0,gap,0
39,241982,241.982,2486,0,gap,0
40,254567,254.567,2451,0,gap,0
41,258285,258.285,2473,0,gap,0
42,262007,262.007,2423,0,gap,0
43,274566,274.566,2453,0,gap,0
44,278308,278.308,2423,0,gap,0
45,282037,282.037,2442,0,gap,0
46,285776,285.776,2414,0,gap,0
47,294567,294.567,2419,0,gap,0
48,298322,298.322,2413,0,gap,0
49,304567,304.567,2422,0,gap,0
50,314567,314.567,2415,0,gap,0
51,318324,318.324,2435,0,gap,0
52,324566,324.566,2384,0,gap,0
53,334566,334.566,2412,0,gap,0
54,338342,338.342,2381,0,gap,0
55,342101,342.101,2399,0,gap,0
56,354567,354.567,2381,0,gap,0
57,358340,358.34,2397,0,gap,0
58,362117,362.117,2358,0,gap,0
59,374566,374.566,2390,0,gap,0
60,378362,378.362,2357,0,gap,0
61,382143,382.143,2378,0,gap,0
62,385944,385.944,2367,0,gap,0
63,394567,394.567,2378,0,gap,0
64,398377,398.377,2343,0,gap,0
65,404567,404.567,2357,0,gap,0
66,414567,414.567,2346,0,gap,0
67,418391,418.391,2384,0,gap,0
68,424566,424.566,2326,0,gap,0
