pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,52.058,48.253,75.585,4095,2503.1290564297656,175547.96356497,72,6.920193001860753,73,42.91357900365256,6,2,True,True,254.0,16.0,39.07058823529412
1,2245.97,2242.067,2278.252,4095,2503.1290564297656,175550.15747697,137,-11.118422989966348,139,57.011905999388546,6,1,True,True,254.0,16.0,39.07058823529412
2,4406.146,4402.155,4438.252,4095,2503.1290564297656,175552.31765297,202,4.791181010659784,203,40.83940898999572,6,2,True,True,254.0,16.0,39.07058823529412
3,6592.105,6588.26,6615.642,4095,2503.1290564297656,175554.50361197,267,-5.177249986445531,269,62.87077299202792,6,1,True,True,254.0,16.0,39.07058823529412
4,8458.264,8445.972,8482.077,4095,2503.1290564297656,175556.36977097,323,4.801789997145534,324,36.7082960146945,6,1,True,True,254.0,16.0,39.07058823529412
5,10592.274,10588.255,10615.994,4095,2503.1290564297656,175558.50378097,387,10.900950990617275,388,46.770649001700804,6,1,True,True,254.0,16.0,39.07058823529412
6,12722.315,12718.259,12746.118,4095,2503.1290564297656,175560.63382197,450,-7.163451984524727,452,56.948689016280696,6,1,True,True,254.0,16.0,39.07058823529412
7,14748.26,14736.101,14772.14,4095,2503.1290564297656,175562.65976697,511,6.904940004460514,512,43.64162700949237,6,1,True,True,254.0,16.0,39.07058823529412
8,16862.317,16858.255,16886.076,4095,2503.1290564297656,175564.77382397,574,0.858959014294669,575,36.93788300734013,6,2,True,True,254.0,9.0,39.07058823529412
9,19008.915,19005.054,19038.253,4095,2503.1290564297656,175566.92042197002,638,-1.8021590076386929,640,66.32916597300209,6,1,True,True,254.0,16.0,39.07058823529412
10,21072.398,21068.263,21098.717,4095,2503.1290564297656,175568.98390497,700,10.668372007785365,701,42.65312300412916,6,2,True,True,254.0,16.0,39.07058823529412
11,22892.218,22888.261,22915.881,4095,2503.1290564297656,175570.80372497,754,-1.115169987315312,756,62.826023990055546,6,1,True,True,254.0,16.0,39.07058823529412
12,25056.189,25052.177,25088.256,4095,2503.1290564297656,175572.96769597,819,10.919343010755256,820,42.93323800084181,6,2,True,True,254.0,16.0,39.07058823529412
13,27032.232,27028.257,27052.081,4095,2503.1290564297656,175574.94373897,878,6.878282991237938,879,42.89966000942513,6,1,True,True,254.0,16.0,39.07058823529412
14,29003.355,28996.416,29028.257,4095,2503.1290564297656,175576.91486197,937,11.78347400855273,938,47.80540900537744,6,1,True,True,254.0,16.0,39.07058823529412
15,31072.446,31068.259,31095.03,4095,2503.1290564297656,175578.98395297,998,-13.36738801910542,1000,50.73422097484581,6,1,True,True,254.0,16.0,39.07058823529412
16,33072.383,33068.255,33096.206,4095,2503.1290564297656,175580.98388997,1058,-5.199309001909569,1060,58.85939399013296,6,1,True,True,254.0,16.0,39.07058823529412
17,35192.422,35188.259,35216.266,4095,2503.1290564297656,175583.10392897,1122,14.790790010010824,1123,50.859593000495806,6,1,True,True,254.0,16.0,39.07058823529412
18,37272.423,37268.255,37296.288,4095,2503.1290564297656,175585.18392997,1184,10.847793018911034,1185,46.897840016754344,6,1,True,True,254.0,16.0,39.07058823529412
19,39216.33,39212.247,39248.252,4095,2503.1290564297656,175587.12783697,1242,10.963103995891288,1243,42.920470994431525,6,2,True,True,254.0,16.0,39.07058823529412
20,41112.249,41108.256,41138.256,4095,2503.1290564297656,175589.02375597,1298,-12.856182001996785,1300,55.18676299834624,6,1,True,True,254.0,16.0,39.07058823529412
21,43182.256,43178.264,43208.252,4095,2503.1290564297656,175591.09376297,1360,-6.731247995048761,1362,61.30419299006462,6,1,True,True,254.0,16.0,39.07058823529412
22,45312.296,45308.26,45338.252,4095,2503.1290564297656,175593.22380297,1424,7.033717993181199,1425,39.1806120169349,6,2,True,True,254.0,16.0,39.07058823529412
23,47122.381,47118.259,47146.189,4095,2503.1290564297656,175595.03388797,1478,5.009390995837748,1479,36.99478699127212,6,2,True,True,254.0,14.0,39.07058823529412
24,48932.476,48928.259,48956.389,4095,2503.1290564297656,175596.84398297,1532,-1.2837099784519523,1534,66.77325200871564,5,1,True,True,254.0,16.0,39.07058823529412
25,50772.337,50768.261,50798.252,4095,2503.1290564297656,175598.68384397,1587,2.9289359808899462,1588,34.92089998326264,6,2,True,True,248.0,8.0,39.07058823529412
26,52662.462,52658.259,52686.396,4095,2503.1290564297656,175600.57396897,1643,-15.087208012118936,1645,52.85354098305106,6,1,True,True,254.0,16.0,39.07058823529412
27,54682.44,54678.259,54706.318,4095,2503.1290564297656,175602.59394697,1704,8.83195799542591,1705,40.86504099541344,6,2,True,True,254.0,16.0,39.07058823529412
28,56692.41,56688.26,56716.253,4095,2503.1290564297656,175604.60391697,1764,6.879156018840149,1765,38.85353801888414,6,2,True,True,254.0,16.0,39.07058823529412
29,58542.519,58538.247,58566.491,4095,2503.1290564297656,175606.45402597002,1819,-3.176838014042005,1821,64.80800898862071,6,1,True,True,254.0,16.0,39.07058823529412
30,60372.388,60368.26,60398.252,4095,2503.1290564297656,175608.28389497,1874,6.917649006936699,1875,42.92055999394506,6,2,True,True,254.0,16.0,39.07058823529412
31,62432.38,62428.255,62456.211,4095,2503.1290564297656,175610.34388697002,1935,-9.023193008033559,1937,58.99107299046591,6,1,True,True,254.0,16.0,39.07058823529412
32,64272.484,64268.259,64296.407,4095,2503.1290564297656,175612.18399097,1990,-9.146550990408286,1992,58.850014000199735,6,1,True,True,254.0,16.0,39.07058823529412
33,66422.532,66418.255,66446.536,4095,2503.1290564297656,175614.33403897,2054,-15.188671997748315,2056,52.82183800591156,6,1,True,True,254.0,16.0,39.07058823529412
34,68282.415,68278.256,68302.272,4095,2503.1290564297656,175616.19392197,2110,-3.06637299945578,2112,64.98431001091376,5,1,True,True,254.0,16.0,39.07058823529412
35,70322.656,70318.259,70333.674,4095,2503.1290564297656,175618.23416297,2171,0.7636579975951463,2172,32.72292099427432,6,1,True,True,245.0,8.0,39.07058823529412
36,72408.265,72396.789,72435.258,4095,2503.1290564297656,175620.31977197,2233,-8.554464002372697,2235,59.2612239997834,6,1,True,True,254.0,16.0,39.07058823529412
37,74382.555,74378.257,74408.256,4095,2503.1290564297656,175622.29406197,2292,-6.913599994732067,2294,57.00754901045002,6,1,True,True,254.0,16.0,39.07058823529412
38,76358.265,76348.255,76382.353,4095,2503.1290564297656,175624.26977197,2351,-10.733546980191022,2353,57.33060900820419,6,1,True,True,254.0,16.0,39.07058823529412
39,78162.582,78158.261,78188.252,4095,2503.1290564297656,175626.07408897,2405,-6.992203998379409,2407,61.0341330175288,6,1,True,True,254.0,16.0,39.07058823529412
40,80202.545,80198.255,80226.531,4095,2503.1290564297656,175628.11405197,2466,-2.887478010961786,2468,61.0463009797968,6,1,True,True,254.0,16.0,39.07058823529412
41,82178.261,82172.391,82208.253,4095,2503.1290564297656,175630.08976797,2525,-6.785458012018353,2527,61.51859599049203,6,1,True,True,254.0,16.0,39.07058823529412
42,84288.261,84278.26,84312.362,4095,2503.1290564297656,175632.19976797,2588,-4.754364024847746,2590,59.373036987381056,6,1,True,True,254.0,16.0,39.07058823529412
43,86314.252,86307.013,86336.358,4095,2503.1290564297656,175634.22575897002,2649,9.419536974746734,2650,41.45178399630822,6,1,True,True,254.0,16.0,39.07058823529412
44,88322.668,88318.257,88348.256,4095,2503.1290564297656,175636.23417497,2709,8.807509992038831,2710,44.89825898781419,6,2,True,True,254.0,16.0,39.07058823529412
45,90262.591,90258.264,90288.252,4095,2503.1290564297656,175638.17409797,2767,12.967233982635662,2768,44.940676976693794,6,1,True,True,254.0,16.0,39.07058823529412
46,92442.632,92438.255,92466.713,4095,2503.1290564297656,175640.35413897,2832,8.874154998920858,2833,41.05097899446264,6,2,True,True,254.0,16.0,39.07058823529412
47,94342.537,94338.259,94366.509,4095,2503.1290564297656,175642.25404397,2889,16.991629992844537,2890,49.05791601049714,6,1,True,True,254.0,16.0,39.07058823529412
48,96492.569,96488.256,96518.256,4095,2503.1290564297656,175644.40407597,2953,6.964288011658937,2954,38.95909900893457,6,2,True,True,254.0,16.0,39.07058823529412
49,98352.681,98348.265,98378.252,4095,2503.1290564297656,175646.26418797,3008,-13.057079981081188,3010,54.925342003116384,6,1,True,True,254.0,16.0,39.07058823529412
50,100446.994,100442.584,100478.257,4095,2503.1290564297656,175648.35850097,3071,4.589255986502394,3072,36.60955899977125,6,2,True,True,254.0,14.0,39.07058823529412
51,102428.265,102416.736,102452.455,4095,2503.1290564297656,175650.33977197,3130,-4.493237007409334,3131,31.477648008149117,6,2,True,True,254.0,16.0,39.07058823529412
52,104252.68,104248.264,104278.252,4095,2503.1290564297656,175652.16418697,3185,15.689337975345552,3186,46.99154899572022,6,1,True,True,254.0,16.0,39.07058823529412
53,106272.622,106268.26,106292.472,4095,2503.1290564297656,175654.18412897,3245,3.154269012156874,3246,35.150687996065244,6,1,True,True,254.0,12.0,39.07058823529412
54,108438.256,108438.256,108468.255,4095,2503.1290564297656,175656.34976297,3310,13.645207014633343,3311,45.516181999119,6,2,True,True,254.0,16.0,39.07058823529412
55,110342.742,110338.261,110362.589,4095,2503.1290564297656,175658.25424897,3367,17.11312899715267,3368,49.073361995397136,6,1,True,True,254.0,16.0,39.07058823529412
56,112248.268,112232.52,112268.252,4095,2503.1290564297656,175660.15977497,3423,-16.51003598817624,3425,51.481408008839935,6,1,True,True,254.0,16.0,39.07058823529412
57,114142.723,114138.256,114168.256,4095,2503.1290564297656,175662.05422997,3480,-2.8402160096447915,3482,65.30369800748304,6,1,True,True,254.0,16.0,39.07058823529412
58,116242.71,116238.26,116268.251,4095,2503.1290564297656,175664.15421697,3543,8.944603003328666,3544,40.98400298971683,6,2,True,True,254.0,16.0,39.07058823529412
59,118230.219,118222.814,118256.695,4095,2503.1290564297656,175666.14172597,3602,-6.508391001261771,3604,61.50017600157298,6,1,True,True,254.0,16.0,39.07058823529412
