pulse_index,start_ms,end_ms,duration_ms,anchor_ms,peak_ms,peak_adc,mean_adc,baseline_adc,threshold_adc,sample_count,op598_detected
0,43.107,79.452,36.345,46.908,46.908,4095,878.8823529411765,913.2920620226799,2504.14603101134,340,True
1,2215.768,2243.368,27.59999999999991,2219.69,2219.69,4095,948.1405228758169,913.2920620226799,2504.14603101134,306,True
2,4223.365,4259.529,36.16400000000067,4235.777,4235.777,4095,898.6386292834891,913.2920620226799,2504.14603101134,321,True
3,6335.786,6373.411,37.625,6345.785,6345.785,4095,982.5201342281879,913.2920620226799,2504.14603101134,298,True
4,8315.784,8343.274,27.48999999999978,8319.682,8319.682,4095,917.8,913.2920620226799,2504.14603101134,320,True
5,10445.784,10473.338,27.554000000000087,10449.723,10449.723,4095,983.6780821917808,913.2920620226799,2504.14603101134,292,True
6,12385.785,12415.773,29.987999999999374,12389.66,12389.66,4095,944.1513157894736,913.2920620226799,2504.14603101134,304,True
7,14403.737,14435.773,32.03600000000006,14415.789,14415.789,4095,914.6719242902208,913.2920620226799,2504.14603101134,317,True
8,16513.78,16545.781,32.001000000000204,16520.634,16520.634,4095,991.2525951557093,913.2920620226799,2504.14603101134,289,True
9,18435.784,18463.536,27.752000000000407,18439.818,18439.818,4095,1017.5678571428572,913.2920620226799,2504.14603101134,280,True
10,20295.784,20325.773,29.989000000001397,20299.702,20299.702,4095,948.3519736842105,913.2920620226799,2504.14603101134,304,True
11,22315.784,22349.519,33.73500000000058,22319.914,22319.914,4095,999.9397163120567,913.2920620226799,2504.14603101134,282,True
12,24185.785,24213.504,27.71900000000096,24189.802,24189.802,4095,995.0,913.2920620226799,2504.14603101134,284,True
13,26075.784,26105.774,29.9900000000016,26082.748,26082.748,4095,911.0815047021944,913.2920620226799,2504.14603101134,319,True
14,28189.654,28225.782,36.12800000000061,28195.793,28195.793,4095,908.1949685534591,913.2920620226799,2504.14603101134,318,True
15,30303.54,30339.606,36.065999999998894,30315.795,30315.795,4095,891.44375,913.2920620226799,2504.14603101134,320,True
16,32435.778,32465.78,30.002000000000407,32439.783,32439.783,4095,974.996632996633,913.2920620226799,2504.14603101134,297,True
