pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,48.291,41.968,78.265,4095,2513.793142791945,175404.29155579602,70,11.993187974439934,71,47.99269698560238,6,1,True,True,254.0,16.0,39.680851063829785
1,2032.152,2028.269,2055.742,4095,2513.793142791945,175406.275416796,129,4.062205989612266,130,36.02988398051821,6,2,True,True,254.0,15.0,39.680851063829785
2,3962.069,3958.275,3988.278,4095,2513.793142791945,175408.205333796,187,14.41703998716548,188,50.256388989510015,6,1,True,True,254.0,16.0,39.680851063829785
3,6162.215,6158.274,6185.845,4095,2513.793142791945,175410.405479796,252,-10.004846000811085,254,58.0202300043311,6,1,True,True,254.0,16.0,39.680851063829785
4,8162.173,8158.273,8185.775,4095,2513.793142791945,175412.405437796,312,2.156294009182602,314,65.99873601226136,5,1,True,True,254.0,16.0,39.680851063829785
5,9992.272,9988.269,10015.99,4095,2513.793142791945,175414.235536796,367,12.07579197944142,368,44.09444399061613,6,1,True,True,254.0,16.0,39.680851063829785
6,11952.221,11948.273,11975.849,4095,2513.793142791945,175416.19548579602,425,-7.85345901385881,427,60.34305598586798,6,1,True,True,254.0,16.0,39.680851063829785
7,14158.282,14146.113,14182.159,4095,2513.793142791945,175418.401546796,491,-1.9829910015687346,492,30.02388498862274,6,2,True,True,254.0,16.0,39.680851063829785
8,16198.294,16186.061,16222.137,4095,2513.793142791945,175420.441558796,552,-1.7881320090964437,553,30.095255002379417,6,2,True,True,254.0,16.0,39.680851063829785
9,18212.256,18208.273,18235.932,4095,2513.793142791945,175422.455520796,612,-6.548962002852932,614,60.98797300364822,6,1,True,True,254.0,16.0,39.680851063829785
10,20272.256,20268.273,20295.942,4095,2513.793142791945,175424.515520796,674,8.252316998550668,675,40.12957098893821,6,2,True,True,254.0,16.0,39.680851063829785
