tiempo,azul,verde,amarillo,naranja,rojo
0.00,0,0,0,0,0
0.00,0,0,0,0,0
0.00,0,0,0,0,0
0.00,0,0,0,0,0
0.00,0,0,0,0,0
1.00,0,0,0,0,0
1.00,0,0,0,0,0
1.00,0,0,0,0,0
2.00,0,0,0,0,0
2.00,0,0,0,0,0
2.00,0,0,0,0,0
2.00,0,0,0,0,0
2.00,0,0,0,0,0
2.00,0,0,0,0,0
2.00,0,0,0,0,0
3.00,0,0,0,0,0
3.00,0,0,0,0,0
3.00,0,0,0,0,0
3.00,0,0,0,0,0
3.00,0,0,0,0,0
3.00,0,0,0,0,0
3.00,0,0,0,0,0
4.00,21,0,0,0,0
4.00,51,0,0,0,0
4.00,55,0,0,0,0
4.00,68,0,0,0,0
4.00,86,0,0,0,0
4.00,109,0,0,0,0
5.00,119,0,0,0,0
5.00,118,0,0,0,0
5.00,133,0,0,0,0
5.00,135,0,0,0,0
5.00,144,0,0,31,0
5.00,139,0,0,27,0
5.00,166,0,0,0,0
6.00,209,0,0,0,0
6.00,227,0,0,0,0
6.00,254,0,0,0,0
6.00,251,0,0,0,0
6.00,239,0,0,0,0
6.00,252,0,0,0,0
7.00,296,0,0,0,0
7.00,277,0,0,0,0
7.00,262,0,0,0,0
7.00,287,0,0,0,0
7.00,278,0,0,0,0
7.00,240,0,0,0,0
7.00,146,0,0,47,0
8.00,0,0,0,171,0
8.00,0,0,0,277,0
8.00,0,0,0,240,0
8.00,0,0,0,176,79
8.00,0,0,0,80,155
8.00,0,0,48,0,130
9.00,0,0,218,0,0
9.00,0,0,186,0,0
9.00,0,6,175,0,0
9.00,139,0,331,0,0
9.00,206,0,336,0,0
9.00,198,0,239,0,0
10.00,204,0,314,0,0
10.00,125,0,384,0,0
10.00,0,43,93,0,0
10.00,0,130,0,0,0
10.00,0,107,0,0,0
10.00,0,26,0,0,0
11.00,291,0,0,0,0
11.00,141,0,0,0,0
11.00,108,0,0,0,0
12.00,111,0,0,0,0
12.00,128,0,0,0,0
12.00,123,0,0,0,0
12.00,49,0,0,75,0
12.00,0,0,0,277,0
12.00,0,0,0,305,0
12.00,0,0,0,146,123
13.00,0,0,0,0,295
13.00,0,0,0,0,375
13.00,0,0,23,0,82
13.00,0,0,183,0,0
13.00,28,0,334,0,0
13.00,139,0,304,0,0
14.00,221,0,174,23,0
14.00,243,0,109,22,0
14.00,253,0,83,37,0
14.00,257,0,155,13,0
14.00,174,0,326,0,0
14.00,0,16,163,0,0
15.00,0,135,0,0,0
15.00,0,203,0,0,0
15.00,0,88,0,0,0
15.00,0,0,0,0,0
15.00,0,0,0,0,0
15.00,0,0,0,0,0
16.00,243,0,0,0,0
16.00,437,0,1,0,0
16.00,277,0,0,0,0
16.00,120,0,0,20,0
16.00,149,0,0,16,0
16.00,302,0,15,0,0
17.00,205,0,73,25,0
17.00,0,0,50,269,0
17.00,0,0,0,193,106
17.00,0,0,0,0,312
17.00,0,0,0,0,219
17.00,0,0,0,0,0
18.00,0,0,128,0,0
18.00,16,0,308,0,0
18.00,159,0,334,0,0
18.00,185,0,323,0,0
18.00,73,0,361,0,0
18.00,0,0,171,0,0
19.00,0,80,0,0,0
19.00,0,190,0,0,0
19.00,0,132,0,0,0
19.00,0,109,0,0,0
19.00,0,64,0,0,0
19.00,0,33,0,0,0
20.00,154,0,0,0,0
20.00,366,0,103,0,0
20.00,457,0,68,0,0
20.00,351,0,0,0,0
20.00,256,0,0,0,0
20.00,261,0,0,0,0
21.00,221,0,0,0,0
21.00,59,0,0,35,0
21.00,0,0,0,149,0
21.00,0,0,0,191,0
22.00,0,0,0,0,379
22.00,0,0,5,0,78
22.00,0,0,176,0,0
22.00,0,0,310,0,0
23.00,16,0,327,0,0
23.00,114,0,429,0,0
23.00,0,38,141,0,0
23.00,0,206,0,0,0
23.00,0,163,0,0,0
23.00,0,48,0,0,0
24.00,0,11,0,0,0
24.00,90,0,0,0,0
24.00,311,0,30,0,0
24.00,404,0,13,0,0
24.00,352,0,0,0,0
25.00,317,0,0,0,0
25.00,250,0,0,0,0
25.00,66,0,3,121,0
25.00,0,0,16,230,0
25.00,0,0,0,16,139
25.00,0,0,0,0,207
26.00,0,0,0,0,62
26.00,0,0,64,0,0
26.00,0,0,254,0,0
26.00,152,0,336,0,0
26.00,128,0,304,0,0
27.00,0,34,33,0,0
27.00,0,153,0,0,0
27.00,0,63,0,0,0
27.00,0,22,0,0,0
27.00,0,0,0,0,0
28.00,0,0,0,0,0
28.00,0,0,0,0,0
28.00,235,0,0,0,0
28.00,346,0,0,0,0
28.00,365,0,0,0,0
28.00,298,0,0,0,0
29.00,241,0,0,0,0
29.00,195,0,0,0,0
29.00,176,0,0,22,0
29.00,16,0,16,177,0
29.00,0,0,0,240,16
30.00,0,0,0,14,154
30.00,0,0,0,0,238
30.00,0,0,0,0,11
30.00,0,0,27,0,0
30.00,0,0,195,0,0
31.00,122,0,305,0,0
31.00,0,0,153,0,0
31.00,0,56,0,0,0
31.00,0,65,0,0,0
31.00,0,16,0,0,0
31.00,0,0,0,0,0
32.00,0,0,0,0,0
32.00,120,0,0,0,0
32.00,272,0,0,0,0
32.00,258,0,0,0,0
32.00,140,0,0,0,0
33.00,3,0,0,0,0
33.00,0,0,0,16,0
33.00,0,0,0,80,0
33.00,0,0,0,130,0
34.00,0,0,0,0,5
34.00,0,0,173,0,0
34.00,87,0,271,0,0
34.00,67,0,304,0,0
35.00,0,0,32,0,0
35.00,0,165,0,0,0
35.00,0,86,0,0,0
35.00,0,0,0,0,0
35.00,0,0,0,0,0
36.00,144,0,0,0,0
36.00,368,0,0,0,0
36.00,348,0,0,0,0
36.00,252,0,0,0,0
36.00,201,0,0,0,0
37.00,72,0,1,86,0
37.00,0,0,16,304,0
37.00,0,0,0,0,268
37.00,0,0,0,0,95
37.00,0,0,2,0,0
37.00,0,0,193,0,0
38.00,50,0,261,0,0
38.00,0,0,91,0,0
38.00,0,120,0,0,0
38.00,0,78,0,0,0
38.00,0,0,0,0,0
39.00,0,0,0,0,0
39.00,151,0,0,0,0
39.00,361,0,0,0,0
39.00,345,0,0,0,0
39.00,202,0,0,0,0
40.00,101,0,0,56,0
40.00,0,0,38,229,0
40.00,0,0,0,89,109
40.00,0,0,0,0,246
40.00,0,0,0,0,0
41.00,0,0,143,0,0
41.00,65,0,242,0,0
41.00,146,0,294,0,0
41.00,0,0,222,0,0
41.00,0,69,0,0,0
42.00,0,161,0,0,0
42.00,0,26,0,0,0
42.00,0,0,0,0,0
42.00,0,0,0,0,0
42.00,161,0,0,0,0
43.00,351,0,16,0,0
43.00,432,0,17,0,0
43.00,359,0,0,0,0
43.00,293,0,0,0,0
43.00,240,0,0,0,0
43.00,164,0,0,29,0
43.00,38,0,11,128,0
44.00,0,0,9,257,0
44.00,0,0,0,310,0
44.00,0,0,0,139,96
44.00,0,0,0,0,215
44.00,0,0,0,0,142
44.00,0,0,162,0,0
45.00,7,0,304,0,0
45.00,119,0,336,0,0
45.00,86,0,353,0,0
45.00,0,0,169,0,0
46.00,0,0,0,0,0
46.00,0,0,0,0,0
46.00,0,0,0,0,0
46.00,59,0,0,0,0
46.00,265,0,0,0,0
46.00,418,0,0,0,0
47.00,308,0,0,0,0
47.00,157,0,0,9,0
47.00,111,0,0,55,0
47.00,195,0,0,12,0
47.00,203,0,0,10,0
47.00,74,0,48,119,0
48.00,0,0,97,209,0
48.00,0,0,16,34,106
48.00,0,0,9,0,122
48.00,0,0,3,0,0
48.00,0,0,16,0,0
48.00,0,0,143,0,0
49.00,93,0,236,0,0
49.00,109,0,273,0,0
49.00,0,0,148,0,0
49.00,0,48,0,0,0
49.00,71,0,0,0,0
49.00,351,0,7,0,0
50.00,195,0,22,38,0
50.00,0,0,165,97,0
50.00,0,0,155,0,0
50.00,57,0,64,0,0
50.00,276,0,16,0,0
50.00,307,0,16,0,0
50.00,50,0,112,180,0
51.00,0,0,225,0,0
51.00,0,0,65,0,0
51.00,65,0,0,0,0
51.00,239,0,0,0,0
51.00,333,0,16,0,0
51.00,69,0,141,160,0
52.00,0,0,224,0,0
52.00,18,5,73,0,0
52.00,190,0,26,0,0
52.00,320,0,0,0,0
52.00,32,0,32,162,0
52.00,0,0,192,16,0
53.00,0,0,67,0,0
53.00,53,0,0,0,0
53.00,369,0,5,0,0
53.00,112,0,63,106,0
53.00,28,0,139,231,0
53.00,105,0,250,139,0
54.00,50,0,208,113,0
54.00,82,0,236,67,0
54.00,126,0,267,0,0
54.00,144,0,310,0,0
54.00,0,53,76,0,0
