tiempo,x,y
0.0,0.5074090918351429,0.5631313680321908
0.0,0.5074090918351429,0.5631313680321908
0.0,0.5074090918351429,0.5631313680321908
0.0,0.5074090918351429,0.5631313680321908
1.0,0.5074090918351429,0.5631313680321908
1.0,0.5074090918351429,0.5631313680321908
1.0,0.5074090918351429,0.5631313680321908
1.0,0.5074090918351429,0.5631313680321908
1.0,0.5074090918351429,0.5631313680321908
2.0,0.5074090918351429,0.5631313680321908
2.0,0.5074090918351429,0.5631313680321908
2.0,0.5074090918351429,0.5631313680321908
2.0,0.5074090918351429,0.5631313680321908
2.0,0.5074090918351429,0.5631313680321908
2.0,0.5074090918351429,0.5631313680321908
2.0,0.5074090918351429,0.5631313680321908
2.0,0.5074090918351429,0.5631313680321908
3.0,0.5074090918351429,0.5631313680321908
3.0,0.5074090918351429,0.5631313680321908
3.0,0.5074090918351429,0.5631313680321908
3.0,0.5074090918351429,0.5631313680321908
3.0,0.5074090918351429,0.5631313680321908
3.0,0.5074090918351429,0.5631313680321908
4.0,0.5074090918351429,0.5631313680321908
4.0,0.5074090918351429,0.5631313680321908
4.0,0.5074090918351429,0.5631313680321908
4.0,0.5074090918351429,0.5631313680321908
4.0,0.5074090918351429,0.5631313680321908
4.0,0.5074090918351429,0.5631313680321908
5.0,0.5074090918351429,0.5631313680321908
5.0,0.5074090918351429,0.5631313680321908
5.0,0.5074090918351429,0.5631313680321908
5.0,0.2001919338122651,-7.345633876163743e-05
5.0,0.20004403742187285,7.082912906646084e-05
5.0,0.37994701016486143,2.5477652110881634e-05
5.0,0.4860712176095453,-3.514382352864378e-05
6.0,0.5227222436505388,-7.573941900232645e-06
6.0,0.539957891064171,-0.0062880110716236485
6.0,0.5585845858995448,0.03971326406114685
6.0,0.5850472848945166,0.20790907320806545
6.0,0.6087149700001862,0.3482204144896055
6.0,0.5635799105977639,0.43008208450628443
7.0,0.7032834553614533,0.49264257767026687
7.0,0.7354998389436558,0.7696316889794379
7.0,0.7191940700267749,0.781680444720411
7.0,0.8077403918423093,0.8548625132858765
7.0,1.0002174922847176,0.9999337634886596
7.0,0.9998354658011507,0.999625802817898
8.0,0.5074090918351429,0.5631313680321908
8.0,0.5074090918351429,0.5631313680321908
8.0,0.5074090918351429,0.5631313680321908
8.0,0.5074090918351429,0.5631313680321908
8.0,0.5074090918351429,0.5631313680321908
8.0,0.5074090918351429,0.5631313680321908
8.0,0.5074090918351429,0.5631313680321908
9.0,0.5074090918351429,0.5631313680321908
9.0,0.5074090918351429,0.5631313680321908
9.0,0.5074090918351429,0.5631313680321908
9.0,0.5074090918351429,0.5631313680321908
9.0,0.5074090918351429,0.5631313680321908
9.0,0.5074090918351429,0.5631313680321908
10.0,0.5074090918351429,0.5631313680321908
10.0,0.5074090918351429,0.5631313680321908
11.0,0.37469937417235943,1.0236739450353325
11.0,0.41582010467839026,0.9917302424543031
11.0,0.45383052150735215,0.9742641439222712
11.0,0.3918601896459739,0.9238360172601608
11.0,0.35102980587847626,0.7553730362154877
11.0,0.3508651839055005,0.5768615160260278
11.0,0.5185735613806172,0.48397091253427793
12.0,0.5159715788904571,0.45282731198240067
12.0,0.6006817922667316,0.28798478366425084
12.0,0.5776245825087221,0.10443557276138221
12.0,0.5424114942025466,0.0035366859177251315
12.0,0.5102199416649584,-0.005219243379201996
12.0,0.5134977373861351,2.6899769697024142e-05
13.0,0.5043252863098198,-3.2205477841669506e-05
13.0,0.4745290328701221,4.059449856706988e-05
13.0,0.38028046654710745,2.7493734569726677e-05
13.0,0.20004403742187285,7.082912906646084e-05
13.0,0.19978368362457,9.913724638656879e-05
13.0,0.5074090918351429,0.5631313680321908
14.0,0.5074090918351429,0.5631313680321908
14.0,0.5074090918351429,0.5631313680321908
14.0,0.5074090918351429,0.5631313680321908
14.0,0.5074090918351429,0.5631313680321908
14.0,0.5074090918351429,0.5631313680321908
14.0,0.5074090918351429,0.5631313680321908
15.0,0.5074090918351429,0.5631313680321908
15.0,0.5074090918351429,0.5631313680321908
15.0,0.5074090918351429,0.5631313680321908
15.0,0.5074090918351429,0.5631313680321908
15.0,0.5074090918351429,0.5631313680321908
15.0,0.5074090918351429,0.5631313680321908
16.0,0.5074090918351429,0.5631313680321908
16.0,0.5074090918351429,0.5631313680321908
16.0,0.5074090918351429,0.5631313680321908
16.0,0.5074090918351429,0.5631313680321908
16.0,0.5074090918351429,0.5631313680321908
16.0,0.5074090918351429,0.5631313680321908
17.0,0.5074090918351429,0.5631313680321908
17.0,0.5074090918351429,0.5631313680321908
17.0,0.1999467681507401,-0.00015668942929985316
17.0,0.4059136518204559,3.355789922419732e-05
17.0,0.4287572795298647,2.4058268370387185e-06
17.0,0.47098515450525064,-5.72302815433154e-06
18.0,0.49936869957611185,3.275131152780665e-05
18.0,0.5495277539416511,0.10770668134400661
18.0,0.6173429653966076,0.26537779909635817
18.0,0.5926770129072793,0.39223398128997367
18.0,0.5778255755728877,0.42611948920111886
18.0,0.6796491040293411,0.47378591702235995
19.0,0.42946610866353496,0.8420391564456349
19.0,0.33987484350020597,0.7107862372496074
19.0,0.5074090918351429,0.5631313680321908
19.0,0.5074090918351429,0.5631313680321908
19.0,0.5074090918351429,0.5631313680321908
19.0,0.5074090918351429,0.5631313680321908
