tiempo,azul,verde,amarillo,naranja,rojo
54.00,147,0,473,746,16
54.00,83,0,715,310,106
54.00,67,0,1038,285,295
54.00,85,0,1171,145,431
54.00,129,117,1037,27,112
55.00,173,544,874,0,0
55.00,224,283,667,0,0
55.00,253,109,599,0,0
55.00,329,11,592,0,0
55.00,1039,0,400,34,0
55.00,1327,0,215,185,0
56.00,1214,0,169,496,0
56.00,243,0,204,707,0
56.00,173,0,359,874,3
56.00,80,0,592,302,113
56.00,16,0,599,272,311
56.00,38,0,878,209,380
57.00,51,0,816,64,294
57.00,144,182,870,0,48
57.00,235,185,768,0,0
57.00,258,50,528,0,0
57.00,575,0,369,0,0
58.00,1157,0,191,0,0
58.00,1349,0,150,28,0
58.00,1345,0,121,223,0
58.00,928,0,125,556,0
58.00,243,0,187,661,0
58.00,251,0,157,684,0
59.00,448,0,167,581,0
59.00,1152,0,167,320,0
59.00,962,0,240,26,0
59.00,263,16,391,0,0
59.00,176,88,448,0,0
60.00,109,249,575,0,0
60.00,84,42,625,14,51
60.00,97,0,852,129,171
60.00,77,0,758,225,169
60.00,96,0,604,334,86
60.00,157,0,208,958,10
61.00,239,0,119,847,0
61.00,1040,0,118,481,0
61.00,1205,0,110,67,0
61.00,991,0,92,0,0
61.00,371,1,239,0,0
62.00,172,111,445,0,0
62.00,157,234,631,0,0
62.00,117,179,706,0,13
62.00,98,0,798,65,149
62.00,70,0,911,173,253
63.00,64,0,709,259,151
63.00,106,0,368,720,51
63.00,208,0,130,949,0
63.00,263,0,145,612,0
63.00,1197,0,117,297,0
63.00,1200,0,107,17,0
64.00,185,154,612,0,0
64.00,144,171,705,0,0
65.00,96,1,764,47,117
65.00,44,0,771,142,287
65.00,25,0,511,238,275
65.00,21,0,163,292,140
65.00,47,0,107,834,45
66.00,112,0,39,1091,0
66.00,205,0,62,815,0
66.00,715,0,64,447,0
66.00,1052,0,64,145,0
66.00,948,0,47,0,0
66.00,464,0,39,0,0
67.00,111,17,55,0,0
67.00,64,147,158,0,0
67.00,75,368,314,0,0
67.00,74,382,522,0,0
67.00,26,28,599,7,149
68.00,16,0,691,118,400
68.00,0,0,325,241,472
68.00,0,0,153,305,284
68.00,26,0,144,321,126
68.00,116,0,307,781,29
69.00,208,0,261,785,0
69.00,868,0,228,492,0
69.00,1046,0,269,165,0
69.00,878,0,304,0,0
69.00,236,27,336,0,0
69.00,160,171,430,0,0
70.00,114,366,583,0,0
70.00,96,96,678,0,56
70.00,48,0,720,84,271
70.00,28,0,582,230,310
70.00,32,0,464,275,151
71.00,80,0,465,453,71
71.00,143,0,820,262,48
71.00,236,0,848,80,5
71.00,252,32,604,0,0
71.00,162,53,181,0,0
72.00,0,0,0,0,0
72.00,0,0,0,0,0
72.00,0,0,0,0,0
72.00,0,0,0,0,0
72.00,0,0,0,0,0
73.00,0,0,0,0,0
73.00,50,48,0,0,0
73.00,229,57,447,0,0
73.00,274,0,867,61,0
73.00,112,0,778,252,81
74.00,7,0,98,310,134
74.00,0,0,0,270,109
74.00,0,0,0,82,31
74.00,0,0,0,10,0
74.00,0,0,0,8,0
74.00,0,0,0,20,0
75.00,0,0,0,109,28
75.00,0,0,1,413,83
75.00,48,0,162,534,80
75.00,176,0,614,475,0
75.00,784,0,304,369,0
75.00,1118,0,128,273,0
75.00,1106,0,62,272,0
76.00,445,0,713,190,0
76.00,252,0,889,77,3
76.00,181,20,905,49,51
77.00,59,91,615,14,93
77.00,0,104,253,0,82
77.00,0,67,146,0,37
77.00,0,64,70,0,5
77.00,0,66,38,0,0
77.00,0,112,128,0,7
78.00,0,247,202,0,48
78.00,29,274,336,0,43
78.00,123,281,674,0,0
78.00,234,107,575,0,0
78.00,231,23,321,0,0
78.00,631,0,144,0,0
78.00,880,0,39,0,0
79.00,1051,0,48,0,0
79.00,1136,0,51,54,0
79.00,1155,0,142,240,0
79.00,576,0,719,251,0
79.00,157,0,1001,176,78
79.00,51,0,916,255,310
80.00,16,0,230,289,595
80.00,0,0,111,190,931
80.00,0,0,99,167,951
80.00,0,0,148,234,683
80.00,27,0,768,227,432
80.00,116,0,1087,176,224
81.00,231,0,1014,105,35
81.00,304,0,858,64,0
81.00,765,0,447,47,0
81.00,913,0,176,0,0
81.00,822,0,48,0,0
81.00,689,0,0,0,0
82.00,656,0,0,0,0
82.00,688,0,0,0,0
82.00,921,0,95,0,0
82.00,688,0,450,16,0
82.00,266,0,869,86,0
82.00,143,0,989,157,96
82.00,42,0,734,254,294
83.00,0,0,128,289,527
83.00,0,0,90,214,859
83.00,0,0,59,194,897
83.00,0,0,101,277,610
83.00,35,0,528,282,194
83.00,166,0,880,284,15
84.00,937,0,355,228,0
84.00,1104,0,121,3,0
84.00,1021,0,48,0,0
84.00,942,0,2,0,0
84.00,1072,0,33,0,0
84.00,1095,0,64,208,0
85.00,248,0,49,464,0
85.00,157,0,3,752,0
85.00,72,0,0,880,0
85.00,35,0,0,976,0
85.00,80,0,16,1067,0
85.00,169,0,388,725,0
86.00,233,0,867,162,0
86.00,251,91,786,0,0
86.00,129,313,453,0,0
87.00,0,797,0,0,0
87.00,0,816,0,0,0
87.00,0,917,87,0,0
87.00,0,341,187,0,36
87.00,0,35,223,0,286
87.00,0,0,171,0,550
88.00,0,0,131,49,671
88.00,0,0,239,128,586
88.00,11,0,656,176,384
88.00,78,0,955,150,208
88.00,202,0,944,96,34
88.00,267,0,762,32,0
89.00,635,0,455,21,0
89.00,926,0,176,0,0
89.00,1071,0,146,80,0
89.00,1051,0,128,325,0
89.00,198,0,100,586,0
89.00,134,0,47,889,0
90.00,51,0,85,800,23
90.00,48,0,303,503,66
90.00,86,0,739,183,65
90.00,149,0,774,73,33
90.00,143,96,629,0,0
91.00,48,342,315,0,0
91.00,0,598,68,0,0
91.00,0,789,0,0,0
91.00,0,788,11,0,0
91.00,0,560,80,0,0
91.00,0,21,129,0,159
92.00,0,0,93,0,454
92.00,0,0,62,0,769
92.00,0,0,129,35,662
92.00,0,0,657,61,336
92.00,144,7,882,55,57
92.00,215,33,732,0,0
93.00,521,0,352,0,0
93.00,811,0,112,0,0
93.00,974,0,65,0,0
93.00,1023,0,59,37,0
93.00,842,0,49,287,0
94.00,154,0,0,557,0
94.00,21,0,0,885,0
94.00,0,0,0,1021,0
94.00,0,0,14,850,41
94.00,92,0,463,643,52
95.00,160,0,884,105,34
95.00,189,98,746,0,0
95.00,52,439,351,0,0
95.00,3,770,214,0,0
95.00,0,335,208,0,45
96.00,0,0,195,0,403
96.00,0,0,107,53,708
96.00,0,0,77,153,717
96.00,0,0,322,210,394
96.00,73,0,901,156,127
96.00,219,0,848,84,0
97.00,683,0,383,3,0
97.00,922,0,80,0,0
97.00,969,0,17,0,0
97.00,1044,0,37,6,0
97.00,1037,0,48,240,0
98.00,195,0,41,528,0
98.00,135,0,894,225,48
98.00,198,43,862,17,7
99.00,49,444,405,0,0
99.00,0,801,106,0,0
99.00,0,393,159,0,16
99.00,0,11,212,0,256
99.00,0,0,113,20,561
100.00,0,0,80,129,782
100.00,0,0,102,237,561
100.00,45,0,592,234,199
100.00,154,0,942,142,41
100.00,507,0,619,48,0
101.00,864,0,128,0,0
101.00,971,0,42,0,0
101.00,1053,0,12,0,0
101.00,1015,0,48,185,0
101.00,176,0,21,458,0
101.00,42,0,0,823,0
102.00,0,0,0,1051,0
102.00,0,0,0,1115,10
102.00,80,0,185,850,38
102.00,149,0,847,271,31
102.00,201,48,742,0,0
103.00,31,391,320,0,0
103.00,0,681,123,0,0
103.00,0,433,144,0,0
103.00,0,0,178,0,382
103.00,0,0,65,15,656
104.00,0,0,48,84,784
104.00,0,0,80,215,598
104.00,30,0,537,224,242
104.00,154,0,950,141,50
104.00,432,0,743,144,0
105.00,843,0,285,33,0
105.00,1040,0,138,0,0
105.00,1075,0,91,46,0
105.00,1102,0,65,206,0
105.00,601,0,62,432,0
106.00,198,0,35,784,0
106.00,111,0,64,948,0
106.00,129,0,659,417,48
106.00,208,0,861,67,0
106.00,173,176,678,0,0
107.00,47,496,353,0,0
107.00,0,451,247,0,0
107.00,0,5,227,0,287
107.00,0,0,131,89,641
107.00,0,0,159,234,489
108.00,64,0,979,185,237
108.00,195,0,991,125,16
108.00,713,0,522,74,0
108.00,999,0,157,0,0
108.00,1079,0,114,88,0
109.00,598,0,66,430,0
109.00,150,0,13,821,0
109.00,37,0,0,976,0
109.00,101,0,429,603,59
109.00,147,0,928,172,45
109.00,210,31,923,33,9
110.00,154,271,649,0,0
110.00,18,646,288,0,0
110.00,0,902,95,0,0
111.00,0,0,48,16,891
111.00,0,0,80,64,879
111.00,0,0,212,138,559
111.00,39,0,859,97,286
111.00,187,23,896,14,26
111.00,243,38,610,0,0
112.00,535,0,298,0,0
112.00,803,0,173,0,0
112.00,1041,0,118,52,0
112.00,931,0,144,330,0
112.00,219,0,106,579,0
112.00,178,0,44,894,0
112.00,133,0,37,985,0
113.00,181,0,379,731,4
113.00,245,0,832,224,0
113.00,219,71,714,0,0
113.00,98,367,478,0,0
113.00,23,701,251,0,0
113.00,0,566,156,0,0
114.00,0,64,203,0,162
114.00,0,0,143,0,491
114.00,0,0,67,118,752
114.00,0,0,76,190,646
114.00,6,0,395,218,321
114.00,123,0,944,134,93
115.00,256,0,819,61,0
115.00,511,0,383,0,0
115.00,691,0,128,0,0
115.00,924,0,48,0,0
115.00,1054,0,45,17,0
115.00,970,0,63,308,0
115.00,220,0,26,510,0
116.00,176,0,0,897,0
116.00,118,0,30,1023,0
116.00,198,0,417,748,3
116.00,210,0,958,193,0
116.00,240,82,813,0,0
116.00,94,341,437,0,0
117.00,0,763,9,0,0
117.00,0,715,0,0,0
117.00,0,432,39,0,0
117.00,0,42,101,0,80
117.00,0,0,103,0,378
117.00,0,0,77,23,656
118.00,0,0,222,115,496
118.00,27,0,683,76,247
118.00,176,19,845,32,11
118.00,320,0,511,0,0
118.00,611,0,192,0,0
118.00,865,0,62,0,0
119.00,1038,0,48,28,0
119.00,847,0,59,360,0
119.00,187,0,33,809,0
119.00,39,0,0,1054,0
119.00,20,0,64,803,48
119.00,66,0,527,261,123
120.00,189,0,943,65,38
120.00,96,415,528,0,0
120.00,0,805,129,0,0
120.00,0,885,125,0,0
120.00,0,80,206,0,128
120.00,0,0,128,0,530
121.00,107,0,893,70,128
121.00,240,16,826,13,0
121.00,578,0,368,0,0
122.00,759,0,137,0,0
122.00,962,0,77,0,0
122.00,1059,0,77,68,0
122.00,806,0,65,368,0
122.00,176,0,25,683,0
122.00,66,0,0,996,0
123.00,29,0,15,933,11
123.00,107,0,543,464,55
123.00,167,0,898,101,22
123.00,148,206,699,0,0
123.00,27,595,289,0,0
123.00,0,775,125,0,0
124.00,0,62,186,0,118
124.00,0,0,133,0,499
124.00,0,0,289,123,496
124.00,91,0,943,91,213
124.00,251,34,905,12,0
124.00,277,0,634,4,0
125.00,350,0,683,74,0
125.00,137,0,914,118,70
125.00,0,0,352,95,432
125.00,0,0,176,0,441
125.00,0,81,143,0,64
125.00,0,864,58,0,0
126.00,0,799,16,0,0
126.00,12,464,176,0,0
126.00,154,133,560,0,0
126.00,218,0,837,69,0
126.00,173,0,541,528,0
127.00,165,0,36,930,0
127.00,205,0,19,705,0
127.00,495,0,27,320,0
127.00,922,0,16,53,0
127.00,831,0,29,0,0
127.00,539,0,129,0,0
128.00,208,0,492,0,0
128.00,161,0,790,48,10
128.00,5,0,496,112,301
128.00,0,0,142,9,481
128.00,0,30,158,0,198
129.00,0,551,73,0,0
129.00,0,816,16,0,0
129.00,3,647,201,0,0
129.00,161,157,608,0,0
129.00,200,0,811,83,0
129.00,150,0,752,303,10
130.00,154,0,784,216,0
130.00,194,61,754,0,0
130.00,42,454,309,0,0
130.00,0,789,37,0,0
130.00,0,640,51,0,0
131.00,0,54,122,0,121
131.00,0,0,112,0,470
131.00,0,0,96,87,640
131.00,0,0,119,191,339
131.00,102,0,803,147,81
132.00,529,0,579,126,0
132.00,787,0,103,0,0
132.00,874,0,32,0,0
133.00,25,0,0,944,0
133.00,0,0,29,721,44
133.00,47,0,305,227,113
133.00,137,0,855,85,69
133.00,103,284,591,0,0
134.00,0,661,106,0,0
134.00,0,816,80,0,0
134.00,0,75,181,0,128
134.00,0,0,181,0,432
134.00,0,0,311,116,450
134.00,69,0,917,150,207
135.00,231,0,898,96,0
135.00,814,0,256,43,0
135.00,1010,0,88,7,0
135.00,1035,0,82,132,0
135.00,232,0,61,432,0
136.00,173,0,20,862,0
136.00,58,0,5,897,0
136.00,104,0,398,467,52
136.00,133,0,784,48,45
136.00,48,303,469,0,0
137.00,0,587,138,0,0
137.00,0,735,74,0,0
137.00,0,48,148,0,121
137.00,0,0,118,0,462
137.00,0,0,80,138,598
137.00,0,0,186,194,294
138.00,114,0,738,238,32
138.00,784,0,171,329,0
138.00,922,0,62,65,0
138.00,816,0,14,27,0
138.00,645,0,0,130,0
139.00,131,0,6,368,0
139.00,103,0,8,707,0
139.00,75,0,628,128,79
139.00,0,0,167,0,169
139.00,0,16,109,0,76
140.00,0,28,78,0,43
140.00,0,46,181,0,108
140.00,149,0,784,38,17
140.00,634,0,415,265,0
140.00,674,0,90,368,0
141.00,154,0,72,592,0
141.00,141,0,293,638,0
141.00,396,0,164,450,0
141.00,755,0,115,355,0
141.00,158,0,758,51,0
142.00,0,49,168,0,101
142.00,0,43,66,0,51
142.00,0,61,35,0,33
142.00,0,64,195,0,144
142.00,43,64,688,0,97
143.00,238,0,803,69,0
143.00,1042,0,145,221,0
143.00,1008,0,57,260,0
143.00,899,0,33,251,0
143.00,889,0,43,258,0
144.00,905,0,29,263,0
144.00,930,0,48,272,0
144.00,977,0,33,244,0
144.00,977,0,50,213,0
144.00,969,0,35,176,0
145.00,94,0,720,177,63
145.00,22,0,454,203,189
145.00,0,0,102,244,249
145.00,0,0,24,221,204
146.00,0,0,0,192,158
146.00,0,0,0,192,128
146.00,0,0,0,176,126
146.00,0,0,31,238,159
146.00,2,0,345,224,180
146.00,94,0,845,87,110
147.00,181,57,747,0,0
147.00,173,61,468,0,0
147.00,176,22,389,0,0
147.00,193,22,437,0,0
147.00,203,0,637,0,0
147.00,225,0,691,80,0
148.00,143,0,785,35,29
148.00,30,7,610,1,115
148.00,0,32,231,0,185
148.00,0,69,229,0,144
148.00,0,79,266,0,113
148.00,6,71,437,0,116
148.00,38,57,606,0,96
149.00,83,45,738,0,58
149.00,176,0,742,41,2
149.00,395,0,560,100,0
149.00,384,0,443,90,0
149.00,360,0,308,105,0
149.00,301,0,256,113,0
150.00,208,0,241,126,0
150.00,175,0,202,122,0
150.00,155,0,188,99,0
150.00,120,0,154,112,0
150.00,99,0,112,94,0
150.00,75,0,80,85,0
151.00,53,0,49,48,0
151.00,36,0,29,34,0
151.00,26,0,14,20,0
151.00,0,0,0,11,0
151.00,0,0,0,0,0
151.00,0,0,0,0,0
151.00,0,0,0,0,0
152.00,0,0,0,0,0
152.00,0,0,0,0,0
152.00,0,0,0,0,0
152.00,0,0,0,0,0
152.00,0,0,0,0,0
152.00,0,0,0,0,0
153.00,0,0,0,0,0
153.00,0,0,0,0,0
153.00,0,0,0,0,0
153.00,0,0,0,0,0
153.00,0,0,0,0,0
153.00,0,0,0,0,0
154.00,0,0,0,0,0
154.00,0,0,0,0,0
154.00,0,0,0,0,0
154.00,0,0,0,0,0
154.00,0,0,0,0,0
154.00,0,0,0,0,0
155.00,0,0,0,0,0
155.00,0,0,0,0,0
155.00,0,0,0,0,0
156.00,0,0,0,0,0
156.00,0,0,0,0,0
156.00,0,0,0,0,0
156.00,0,0,0,0,0
156.00,0,0,0,0,0
156.00,0,0,0,0,0
157.00,0,0,0,0,0
157.00,0,0,0,0,0
157.00,0,0,0,0,0
157.00,0,0,0,0,0
157.00,0,0,0,0,0
157.00,0,0,0,0,0
158.00,0,0,0,0,0
158.00,0,0,0,0,0
158.00,0,0,0,0,0
158.00,0,0,0,0,0
158.00,0,0,0,0,0
158.00,0,0,0,0,0
159.00,0,0,0,0,0
159.00,0,0,0,0,0
159.00,0,0,0,0,0
159.00,0,0,0,0,0
159.00,0,0,0,0,0

