pulse_index,start_ms,end_ms,duration_ms,anchor_ms,peak_ms,peak_adc,mean_adc,baseline_adc,threshold_adc,sample_count,op598_detected
0,41.812,78.138,36.32600000000001,54.493,81.799,3627,2573.601880877743,2562.62380405664,3094.81190202832,319,True
1,2124.484,2151.941,27.45699999999988,2128.373,2151.941,3699,2579.121794871795,2562.62380405664,3130.81190202832,312,True
2,4192.354,4231.715,39.360999999999876,4204.484,4244.478,3632,2580.056856187291,2562.62380405664,3097.31190202832,299,True
3,6188.251,6224.48,36.22899999999936,6192.115,6224.48,3738,2582.5071942446043,2562.62380405664,3150.31190202832,278,True
4,8044.484,8071.949,27.464999999999236,8048.373,8048.373,3788,2576.0390070921985,2562.62380405664,3175.31190202832,282,True
5,9924.48,9952.012,27.532000000001062,9928.392,9928.392,3823,2583.0604982206405,2562.62380405664,3192.81190202832,281,True
6,11792.174,11828.284,36.10999999999876,11804.485,11808.282,3756,2577.0508474576272,2562.62380405664,3159.31190202832,295,True
7,13764.48,13792.275,27.795000000000073,13768.526,13772.426,3833,2583.924187725632,2562.62380405664,3197.81190202832,277,True
8,15608.444,15644.476,36.03200000000106,15612.504,15644.476,3857,2579.8896321070233,2562.62380405664,3209.81190202832,299,True
9,17604.485,17631.949,27.463999999999942,17604.485,17608.361,3459,2830.36,2562.62380405664,3010.81190202832,25,True
