pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,54.493,41.812,78.138,3627,3094.81190202832,11550.263735446,58,4.595338999934029,59,36.78043199943204,6,1,True,True,89.0,18.0,24.735632183908045
1,2128.373,2124.484,2151.941,3699,3130.81190202832,11552.337615446,120,6.953615999009344,121,38.82831900045858,6,1,True,True,89.0,18.0,24.735632183908045
2,4204.484,4192.354,4231.715,3632,3097.31190202832,11554.413726446,182,6.625361998885637,183,38.71837099904951,6,2,True,True,87.0,18.0,24.735632183908045
3,6192.115,6188.251,6224.48,3738,3150.31190202832,11556.401357446,241,-4.950313001245377,242,26.979677999406704,6,3,True,True,88.0,18.0,24.735632183908045
4,8048.373,8044.484,8071.949,3788,3175.31190202832,11558.257615446,297,10.760498998934054,298,47.068219999346184,6,1,True,True,87.0,18.0,24.735632183908045
5,9928.392,9924.48,9952.012,3823,3192.81190202832,11560.137634446,353,6.728653999743983,354,38.764835999245406,6,1,True,True,87.0,18.0,24.735632183908045
6,11804.485,11792.174,11828.284,3756,3159.31190202832,11562.013727446001,409,2.708654998059501,410,38.79556999891065,6,1,True,True,87.0,18.0,24.735632183908045
7,13768.526,13764.48,13792.275,3833,3197.81190202832,11563.977768446,468,14.65429400013818,469,50.61296799976844,6,3,True,True,89.0,18.0,24.735632183908045
8,15612.504,15608.444,15644.476,3857,3209.81190202832,11565.821746446001,523,10.756790998129873,524,46.64581199904205,6,1,True,True,89.0,18.0,24.735632183908045
9,17604.485,17604.485,17631.949,3459,3010.81190202832,11567.813727446,582,-5.327636001311475,583,30.776149998928304,6,2,True,True,88.0,18.0,24.735632183908045
