index,t_us,t_ms,adc,led,phase,pulse_index
0,124,0.124,2971,0,pre,-1
1,3943,3.943,2939,0,pre,-1
2,14753,14.753,2865,0,pre,-1
3,18426,18.426,2929,0,pre,-1
4,22109,22.109,2891,0,pre,-1
5,34754,34.754,2921,0,pre,-1
6,38448,38.448,2887,0,pre,-1
7,42125,42.125,2999,1,pulse,0
8,45954,45.954,3414,1,pulse,0
9,54754,54.754,3530,1,pulse,0
10,58435,58.435,3664,1,pulse,0
11,64754,64.754,3547,1,pulse,0
12,74754,74.754,3481,1,pulse,0
13,78433,78.433,3786,1,pulse,0
14,84753,84.753,3520,0,gap,0
15,94762,94.762,2893,0,gap,0
16,98537,98.537,2886,0,gap,0
17,102282,102.282,2929,0,gap,0
18,114758,114.758,2843,0,gap,0
19,118523,118.523,2930,0,gap,0
20,122288,122.288,2877,0,gap,0
21,134757,134.757,2910,0,gap,0
22,138540,138.54,2871,0,gap,0
23,142306,142.306,2882,0,gap,0
24,146096,146.096,2869,0,gap,0
25,154758,154.758,2923,0,gap,0
26,158555,158.555,2854,0,gap,0
27,164758,164.758,2919,0,gap,0
28,174758,174.758,2834,0,gap,0
29,178557,178.557,2878,0,gap,0
30,184757,184.757,2891,0,gap,0
31,194757,194.757,2854,0,gap,0
32,198600,198.6,2856,0,gap,0
33,202417,202.417,2931,0,gap,0
34,214758,214.758,2877,0,gap,0
35,218597,218.597,2946,0,gap,0
36,222435,222.435,2895,0,gap,0
37,234757,234.757,2930,0,gap,0
38,238609,238.609,2871,0,gap,0
39,242449,242.449,2885,0,gap,0
40,246313,246.313,2895,0,gap,0
41,254758,254.758,2911,0,gap,0
42,258628,258.628,2861,0,gap,0
43,264758,264.758,2923,0,gap,0
44,274758,274.758,2831,0,gap,0
45,278630,278.63,2893,0,gap,0
46,284757,284.757,2910,0,gap,0
47,294757,294.757,2864,0,gap,0
48,298646,298.646,2867,0,gap,0
49,302519,302.519,2927,0,gap,0
50,314758,314.758,2867,0,gap,0
51,318649,318.649,2913,0,gap,0
52,322543,322.543,2859,0,gap,0
53,334757,334.757,2908,0,gap,0
54,338665,338.665,2843,0,gap,0
55,342557,342.557,2883,0,gap,0
56,346475,346.475,2891,0,gap,0
57,354758,354.758,2907,0,gap,0
58,360328,360.328,2864,0,gap,0
59,364757,364.757,2898,0,gap,0
60,374758,374.758,2829,0,gap,0
61,378466,378.466,2875,0,gap,0
62,384757,384.757,2909,0,gap,0
63,394757,394.757,2851,0,gap,0
64,398485,398.485,2863,0,gap,0
65,402204,402.204,2921,0,gap,0
66,414758,414.758,2861,0,gap,0
67,418498,418.498,2928,0,gap,0
68,422233,422.233,2865,0,gap,0
69,434757,434.757,2907,0,gap,0
70,438517,438.517,2875,0,gap,0
71,442273,442.273,2867,0,gap,0
72,446045,446.045,2883,0,gap,0
73,454758,454.758,2887,0,gap,0
74,458535,458.535,2873,0,gap,0
75,464758,464.758,2925,0,gap,0
76,474758,474.758,2819,0,gap,0
77,478546,478.546,2864,0,gap,0
78,484757,484.757,2917,0,gap,0
79,494757,494.757,2873,0,gap,0
80,498555,498.555,2875,0,gap,0
81,502341,502.341,2939,0,gap,0
82,514758,514.758,2857,0,gap,0
83,518566,518.566,2938,0,gap,0
84,522370,522.37,2861,0,gap,0
85,534757,534.757,2932,0,gap,0
86,538572,538.572,2864,0,gap,0
87,542382,542.382,2883,0,gap,0
88,546211,546.211,2896,0,gap,0
89,554758,554.758,2890,0,gap,0
90,558591,558.591,2852,0,gap,0
91,564758,564.758,2910,0,gap,0
92,574758,574.758,2795,0,gap,0
93,578602,578.602,2876,0,gap,0
94,584757,584.757,2896,0,gap,0
95,594757,594.757,2850,0,gap,0
96,598610,598.61,2866,0,gap,0
97,602451,602.451,2929,0,gap,0
98,614758,614.758,2846,0,gap,0
99,618629,618.629,2933,0,gap,0
100,622492,622.492,2864,0,gap,0
