index,t_us,t_ms,adc,led,phase,pulse_index
0,115,0.115,3093,0,pre,-1
1,3894,3.894,3047,0,pre,-1
2,15715,15.715,2981,0,pre,-1
3,19360,19.36,3070,0,pre,-1
4,23015,23.015,2969,0,pre,-1
5,35703,35.703,3030,0,pre,-1
6,39368,39.368,2961,0,pre,-1
7,43026,43.026,2954,0,pre,-1
8,46693,46.693,2992,0,pre,-1
9,55712,55.712,2976,0,pre,-1
10,59401,59.401,2919,0,pre,-1
11,65712,65.712,3020,0,pre,-1
12,75716,75.716,2897,0,pre,-1
13,79398,79.398,2994,0,pre,-1
14,85715,85.715,3006,1,pulse,0
15,95720,95.72,4095,1,pulse,0
16,99405,99.405,4095,1,pulse,0
17,103070,103.07,4095,1,pulse,0
18,115716,115.716,4095,0,gap,0
19,119611,119.611,3153,0,gap,0
20,123360,123.36,2939,0,gap,0
21,135715,135.715,3029,0,gap,0
22,139466,139.466,2943,0,gap,0
23,143204,143.204,2941,0,gap,0
24,146966,146.966,2977,0,gap,0
25,155716,155.716,2979,0,gap,0
26,159482,159.482,2925,0,gap,0
27,165716,165.716,3021,0,gap,0
28,175720,175.72,2877,0,gap,0
29,179488,179.488,2983,0,gap,0
30,185719,185.719,3023,0,gap,0
31,195715,195.715,2974,0,gap,0
32,199513,199.513,2989,0,gap,0
33,203294,203.294,3197,1,pulse,1
34,215725,215.725,4095,1,pulse,1
35,219469,219.469,4095,1,pulse,1
36,223206,223.206,4095,1,pulse,1
37,235712,235.712,4095,0,gap,1
38,239676,239.676,3071,0,gap,1
39,243506,243.506,2986,0,gap,1
40,247334,247.334,2982,0,gap,1
41,255716,255.716,2973,0,gap,1
42,259552,259.552,2903,0,gap,1
43,275703,275.703,2919,0,gap,1
44,279549,279.549,2961,0,gap,1
45,283382,283.382,3030,0,gap,1
46,287229,287.229,3023,0,gap,1
47,295716,295.716,2966,0,gap,1
48,299575,299.575,2992,0,gap,1
49,305716,305.716,2998,0,gap,1
50,315724,315.724,2965,0,gap,1
51,319581,319.581,3070,0,gap,1
52,325719,325.719,2897,1,pulse,2
53,335720,335.72,4095,1,pulse,2
54,339541,339.541,4095,1,pulse,2
55,345703,345.703,4095,1,pulse,2
56,355715,355.715,4095,0,gap,2
57,359750,359.75,3071,0,gap,2
58,363656,363.656,2995,0,gap,2
59,375715,375.715,2938,0,gap,2
60,381305,381.305,2965,0,gap,2
61,384989,384.989,3052,0,gap,2
62,395703,395.703,2927,0,gap,2
63,399390,399.39,3021,0,gap,2
64,403085,403.085,3029,0,gap,2
65,415715,415.715,2999,0,gap,2
66,419427,419.427,3030,0,gap,2
67,423126,423.126,2997,0,gap,2
68,435703,435.703,3007,0,gap,2
69,439430,439.43,2977,0,gap,2
70,443165,443.165,2935,1,pulse,3
71,455707,455.707,4095,1,pulse,3
72,459395,459.395,4095,1,pulse,3
73,463062,463.062,4095,1,pulse,3
74,475715,475.715,4095,0,gap,3
75,479614,479.614,3103,0,gap,3
76,483387,483.387,3008,0,gap,3
77,487144,487.144,3056,0,gap,3
78,495720,495.72,2935,0,gap,3
79,499491,499.491,3007,0,gap,3
80,505720,505.72,2960,0,gap,3
81,515716,515.716,3013,0,gap,3
82,519503,519.503,3011,0,gap,3
83,525715,525.715,2915,0,gap,3
84,535719,535.719,2998,0,gap,3
85,539515,539.515,2974,0,gap,3
86,543311,543.311,2935,0,gap,3
87,555716,555.716,2981,0,gap,3
88,559527,559.527,2928,0,gap,3
89,563325,563.325,2995,1,pulse,4
90,575724,575.724,4095,1,pulse,4
91,579478,579.478,4095,1,pulse,4
92,583228,583.228,4095,1,pulse,4
93,595711,595.711,4095,0,gap,4
94,599689,599.689,3114,0,gap,4
95,603533,603.533,3084,0,gap,4
96,607380,607.38,2945,0,gap,4
97,615716,615.716,3006,0,gap,4
98,619571,619.571,3029,0,gap,4
99,635703,635.703,3023,0,gap,4
100,639568,639.568,2954,0,gap,4
101,643413,643.413,2966,0,gap,4
102,647286,647.286,2991,0,gap,4
103,655716,655.716,3025,0,gap,4
104,665719,665.719,2977,0,gap,4
105,669613,669.613,3057,0,gap,4
106,673503,673.503,2959,0,gap,4
107,685715,685.715,3030,1,pulse,5
108,689716,689.716,4095,1,pulse,5
109,693553,693.553,4095,1,pulse,5
110,705715,705.715,4095,1,pulse,5
111,709559,709.559,4095,1,pulse,5
112,713406,713.406,4095,0,post,5
113,725716,725.716,2947,0,post,5
114,729606,729.606,2975,0,post,5
115,733476,733.476,3009,0,post,5
116,745715,745.715,2931,0,post,5
117,749591,749.591,3004,0,post,5
118,753479,753.479,3044,0,post,5
119,765707,765.707,2981,0,post,5
120,769609,769.609,3009,0,post,5
121,773490,773.49,2967,0,post,5
122,785715,785.715,3014,0,post,5
123,789615,789.615,2962,0,post,5
124,793522,793.522,2930,0,post,5
125,805695,805.695,2955,0,post,5
126,809616,809.616,2918,0,post,5
127,813521,813.521,2993,0,post,5
128,825703,825.703,2906,0,post,5
129,829623,829.623,2960,0,post,5
130,835193,835.193,3015,0,post,5
131,838865,838.865,3002,0,post,5
132,845716,845.716,2924,0,post,5
133,855707,855.707,2951,0,post,5
134,859395,859.395,2919,0,post,5
135,865695,865.695,2960,0,post,5
