index,t_us,t_ms,adc,led,phase,pulse_index
0,115,0.115,3057,0,pre,-1
1,5493,5.493,2949,0,pre,-1
2,9152,9.152,2916,0,pre,-1
3,16310,16.31,3010,0,pre,-1
4,26313,26.313,2901,0,pre,-1
5,29966,29.966,2964,0,pre,-1
6,33629,33.629,3008,0,pre,-1
7,46310,46.31,2958,0,pre,-1
8,49987,49.987,2966,0,pre,-1
9,53645,53.645,3015,0,pre,-1
10,57329,57.329,2922,0,pre,-1
11,66311,66.311,2992,0,pre,-1
12,70007,70.007,2971,0,pre,-1
13,76310,76.31,2932,0,pre,-1
14,86314,86.314,4095,1,pulse,0
15,90136,90.136,4095,1,pulse,0
16,96313,96.313,4095,1,pulse,0
17,106309,106.309,4095,1,pulse,0
18,110004,110.004,4095,0,post,0
19,113852,113.852,3159,0,post,0
20,126318,126.318,2867,0,post,0
21,130009,130.009,2928,0,post,0
22,133703,133.703,2971,0,post,0
23,146306,146.306,2897,0,post,0
24,150019,150.019,2963,0,post,0
25,153711,153.711,2951,0,post,0
26,166313,166.313,2955,0,post,0
27,170024,170.024,2980,0,post,0
28,173738,173.738,2902,0,post,0
29,186305,186.305,2983,0,post,0
30,190038,190.038,2906,0,post,0
31,193755,193.755,2927,0,post,0
32,206313,206.313,2875,0,post,0
33,210045,210.045,2904,0,post,0
34,213780,213.78,2941,0,post,0
35,226305,226.305,2865,0,post,0
36,230055,230.055,2916,0,post,0
