field,value
command,sensor sample 200 1ms
metadata.count,200
metadata.delay_us,1000
baseline_adc,90.65
fall_time_ms,45.495
peak_adc,128.0
peak_time_ms,17.702
pulse_count,0
pulse_width_ms,37.678000000000004
rise_time_ms,0.0
sample_count,200
sample_interval_avg_ms,6.49345728643216
sample_interval_max_ms,16.276000000000067
sample_interval_min_ms,4.468999999999994
threshold_adc,109.325
threshold_crossing_ms,0.022
