index,t_us,t_ms,adc,led,phase,pulse_index
0,21,0.021,3182,0,steady,-1
1,4690,4.69,3087,0,steady,-1
2,17886,17.886,3037,0,steady,-1
3,22354,22.354,3088,0,steady,-1
4,26847,26.847,3091,0,steady,-1
5,31318,31.318,3046,0,steady,-1
6,37887,37.887,3071,0,steady,-1
7,47883,47.883,3034,0,steady,-1
8,52383,52.383,3047,0,steady,-1
9,56861,56.861,3111,0,steady,-1
10,67891,67.891,3010,0,steady,-1
11,72372,72.372,3095,0,steady,-1
12,76879,76.879,3087,0,steady,-1
13,87882,87.882,3082,0,steady,-1
14,92393,92.393,3099,0,steady,-1
15,96881,96.881,3071,0,steady,-1
16,101395,101.395,3054,0,steady,-1
17,107884,107.884,3094,0,steady,-1
18,117888,117.888,3058,0,steady,-1
19,122385,122.385,3088,0,steady,-1
20,127886,127.886,3053,0,steady,-1
21,137887,137.887,3058,0,steady,-1
22,142412,142.412,3093,0,steady,-1
23,147870,147.87,3059,0,steady,-1
24,157887,157.887,3088,0,steady,-1
25,162393,162.393,3086,0,steady,-1
26,166926,166.926,3058,0,steady,-1
27,177884,177.884,3087,0,steady,-1
28,182415,182.415,3058,0,steady,-1
29,186933,186.933,3056,0,steady,-1
30,197887,197.887,3063,0,steady,-1
31,202407,202.407,3063,0,steady,-1
32,206948,206.948,3091,0,steady,-1
33,217883,217.883,3025,0,steady,-1
34,222424,222.424,3063,0,steady,-1
35,226955,226.955,3079,0,steady,-1
36,237887,237.887,3066,0,steady,-1
37,242432,242.432,3110,0,steady,-1
38,246990,246.99,3056,0,steady,-1
39,257882,257.882,3095,0,steady,-1
40,262443,262.443,3061,0,steady,-1
41,266990,266.99,3043,0,steady,-1
42,271558,271.558,3091,0,steady,-1
43,287874,287.874,3063,0,steady,-1
44,292441,292.441,3095,0,steady,-1
45,296995,296.995,3063,0,steady,-1
46,301565,301.565,3049,0,steady,-1
47,307883,307.883,3085,0,steady,-1
48,317887,317.887,3024,0,steady,-1
49,322446,322.446,3083,0,steady,-1
50,327874,327.874,3088,0,steady,-1
51,337883,337.883,3083,0,steady,-1
52,342467,342.467,3103,0,steady,-1
53,347045,347.045,3058,0,steady,-1
54,357888,357.888,3071,0,steady,-1
55,362456,362.456,3031,0,steady,-1
56,367043,367.043,3039,0,steady,-1
57,377883,377.883,3057,0,steady,-1
58,382473,382.473,3024,0,steady,-1
59,387047,387.047,3047,0,steady,-1
60,397887,397.887,3026,0,steady,-1
61,402464,402.464,3026,0,steady,-1
62,407061,407.061,3088,0,steady,-1
63,413255,413.255,3056,0,steady,-1
64,427887,427.887,3057,0,steady,-1
65,432363,432.363,3036,0,steady,-1
66,436852,436.852,3071,0,steady,-1
67,441330,441.33,3089,0,steady,-1
68,447887,447.887,3045,0,steady,-1
69,457883,457.883,3101,0,steady,-1
70,462382,462.382,3070,0,steady,-1
71,467882,467.882,3039,0,steady,-1
72,477887,477.887,3057,0,steady,-1
73,482383,482.383,3054,0,steady,-1
74,486896,486.896,3089,0,steady,-1
75,497884,497.884,3051,0,steady,-1
76,502397,502.397,3056,0,steady,-1
77,506896,506.896,3101,0,steady,-1
78,517887,517.887,3036,0,steady,-1
79,522389,522.389,3106,0,steady,-1
80,526909,526.909,3095,0,steady,-1
81,537883,537.883,3088,0,steady,-1
82,542406,542.406,3089,0,steady,-1
83,546915,546.915,3083,0,steady,-1
84,557887,557.887,3089,0,steady,-1
85,562399,562.399,3056,0,steady,-1
86,566933,566.933,3034,0,steady,-1
87,577883,577.883,3081,0,steady,-1
88,582420,582.42,3037,0,steady,-1
89,586934,586.934,3061,0,steady,-1
90,597874,597.874,3061,0,steady,-1
91,602392,602.392,3046,0,steady,-1
92,606937,606.937,3106,0,steady,-1
93,611458,611.458,3111,0,steady,-1
94,617888,617.888,3044,0,steady,-1
95,627884,627.884,3059,0,steady,-1
96,632439,632.439,3056,0,steady,-1
97,637883,637.883,3088,0,steady,-1
98,647887,647.887,3043,0,steady,-1
99,652419,652.419,3063,0,steady,-1
100,657886,657.886,3091,0,steady,-1
101,667883,667.883,3052,0,steady,-1
102,672445,672.445,3091,0,steady,-1
103,677874,677.874,3062,0,steady,-1
104,687887,687.887,3066,0,steady,-1
105,692429,692.429,3102,0,steady,-1
106,697874,697.874,3061,0,steady,-1
107,707883,707.883,3091,0,steady,-1
108,712463,712.463,3071,0,steady,-1
109,717016,717.016,3047,0,steady,-1
110,727888,727.888,3092,0,steady,-1
111,732450,732.45,3055,0,steady,-1
112,737038,737.038,3071,0,steady,-1
113,747884,747.884,3044,0,steady,-1
114,752474,752.474,3033,0,steady,-1
115,757043,757.043,3098,0,steady,-1
116,767888,767.888,3038,0,steady,-1
117,772464,772.464,3120,0,steady,-1
118,777062,777.062,3071,0,steady,-1
119,787883,787.883,3084,0,steady,-1
120,792483,792.483,3104,0,steady,-1
121,797062,797.062,3088,0,steady,-1
122,807887,807.887,3093,0,steady,-1
123,812469,812.469,3088,0,steady,-1
124,817076,817.076,3053,0,steady,-1
125,827883,827.883,3056,0,steady,-1
126,832492,832.492,3037,0,steady,-1
127,837080,837.08,3087,0,steady,-1
128,847887,847.887,3041,0,steady,-1
129,852478,852.478,3056,0,steady,-1
130,857094,857.094,3089,0,steady,-1
131,867883,867.883,3037,0,steady,-1
132,872502,872.502,3113,0,steady,-1
133,877100,877.1,3088,0,steady,-1
134,887887,887.887,3088,0,steady,-1
135,892488,892.488,3095,0,steady,-1
136,897131,897.131,3071,0,steady,-1
137,903333,903.333,3037,0,steady,-1
138,917895,917.895,3040,0,steady,-1
139,922369,922.369,3108,0,steady,-1
140,926866,926.866,3065,0,steady,-1
141,931343,931.343,3061,0,steady,-1
142,937892,937.892,3079,0,steady,-1
143,947888,947.888,3055,0,steady,-1
144,952392,952.392,3071,0,steady,-1
145,957887,957.887,3099,0,steady,-1
146,967892,967.892,3054,0,steady,-1
147,972385,972.385,3083,0,steady,-1
148,977891,977.891,3089,0,steady,-1
149,987892,987.892,3071,0,steady,-1
150,992406,992.406,3102,0,steady,-1
151,997887,997.887,3056,0,steady,-1
152,1007892,1007.892,3095,0,steady,-1
153,1012397,1012.397,3085,0,steady,-1
154,1017891,1017.891,3022,0,steady,-1
155,1027888,1027.888,3066,0,steady,-1
156,1032413,1032.413,3071,0,steady,-1
157,1037887,1037.887,3071,0,steady,-1
158,1047892,1047.892,3030,0,steady,-1
159,1052407,1052.407,3062,0,steady,-1
160,1067878,1067.878,3024,0,steady,-1
161,1072396,1072.396,3117,0,steady,-1
162,1076933,1076.933,3106,0,steady,-1
163,1081454,1081.454,3055,0,steady,-1
164,1097890,1097.89,3054,0,steady,-1
165,1102414,1102.414,3046,0,steady,-1
166,1106957,1106.957,3107,0,steady,-1
167,1111482,1111.482,3083,0,steady,-1
168,1127890,1127.89,3082,0,steady,-1
169,1132418,1132.418,3029,0,steady,-1
170,1136975,1136.975,3051,0,steady,-1
171,1141506,1141.506,3067,0,steady,-1
172,1157890,1157.89,3087,0,steady,-1
173,1162424,1162.424,3059,0,steady,-1
174,1166985,1166.985,3019,0,steady,-1
175,1171522,1171.522,3088,0,steady,-1
176,1187890,1187.89,3057,0,steady,-1
177,1192431,1192.431,3088,0,steady,-1
178,1196997,1196.997,3042,0,steady,-1
