index,t_us,t_ms,adc,led,phase,pulse_index
0,123,0.123,92,0,pre,-1
1,3933,3.933,98,0,pre,-1
2,16384,16.384,99,0,pre,-1
3,20031,20.031,94,0,pre,-1
4,23674,23.674,102,0,pre,-1
5,27331,27.331,96,0,pre,-1
6,36385,36.385,95,0,pre,-1
7,40045,40.045,101,0,pre,-1
8,46384,46.384,97,0,pre,-1
9,56380,56.38,107,0,pre,-1
10,60053,60.053,83,0,pre,-1
11,63725,63.725,101,0,pre,-1
12,76385,76.385,92,0,pre,-1
13,80067,80.067,99,0,pre,-1
14,83745,83.745,94,0,pre,-1
15,87434,87.434,99,0,pre,-1
16,96385,96.385,97,0,pre,-1
17,100094,100.094,94,1,pulse,0
18,106390,106.39,665,1,pulse,0
19,116381,116.381,656,1,pulse,0
20,120065,120.065,655,1,pulse,0
21,126380,126.38,645,1,pulse,0
22,136384,136.384,656,1,pulse,0
23,140104,140.104,651,1,pulse,0
24,143826,143.826,642,1,pulse,0
25,156381,156.381,654,1,pulse,0
26,160113,160.113,651,1,pulse,0
27,163840,163.84,655,1,pulse,0
28,176384,176.384,647,1,pulse,0
29,180130,180.13,655,1,pulse,0
30,183863,183.863,639,1,pulse,0
31,196384,196.384,646,1,pulse,0
32,200131,200.131,646,1,pulse,0
33,203882,203.882,646,1,pulse,0
34,216384,216.384,640,1,pulse,0
35,220145,220.145,649,1,pulse,0
36,223893,223.893,642,1,pulse,0
37,236380,236.38,650,1,pulse,0
38,240142,240.142,641,1,pulse,0
39,243912,243.912,651,1,pulse,0
40,256384,256.384,658,1,pulse,0
41,260164,260.164,638,1,pulse,0
42,263940,263.94,639,1,pulse,0
43,276372,276.372,652,1,pulse,0
44,280154,280.154,644,1,pulse,0
45,283939,283.939,644,1,pulse,0
46,296372,296.372,656,1,pulse,0
47,300180,300.18,638,1,pulse,0
48,303972,303.972,637,1,pulse,0
49,309416,309.416,643,1,pulse,0
50,316384,316.384,645,1,pulse,0
51,326380,326.38,655,1,pulse,0
52,330002,330.002,652,1,pulse,0
53,333633,333.633,655,1,pulse,0
54,346385,346.385,651,1,pulse,0
55,350033,350.033,640,1,pulse,0
56,353667,353.667,639,1,pulse,0
57,366380,366.38,640,1,pulse,0
58,370030,370.03,635,1,pulse,0
59,373687,373.687,639,1,pulse,0
60,386384,386.384,647,1,pulse,0
61,390052,390.052,640,1,pulse,0
62,393712,393.712,640,1,pulse,0
63,406384,406.384,643,1,pulse,0
64,410063,410.063,638,1,pulse,0
65,413736,413.736,640,1,pulse,0
66,426384,426.384,631,1,pulse,0
67,430073,430.073,639,1,pulse,0
68,433762,433.762,641,1,pulse,0
69,446380,446.38,645,1,pulse,0
70,450081,450.081,636,1,pulse,0
71,453780,453.78,635,1,pulse,0
72,466384,466.384,640,1,pulse,0
73,470094,470.094,636,1,pulse,0
74,473807,473.807,638,1,pulse,0
75,486380,486.38,640,1,pulse,0
76,490096,490.096,641,1,pulse,0
77,493816,493.816,636,1,pulse,0
78,506384,506.384,642,1,pulse,0
79,510127,510.127,631,1,pulse,0
80,513853,513.853,638,1,pulse,0
81,526380,526.38,642,1,pulse,0
82,530117,530.117,640,1,pulse,0
83,533857,533.857,634,1,pulse,0
84,546384,546.384,643,1,pulse,0
85,550143,550.143,634,1,pulse,0
86,553891,553.891,642,1,pulse,0
87,566380,566.38,637,1,pulse,0
88,570142,570.142,635,1,pulse,0
89,573907,573.907,638,1,pulse,0
90,586384,586.384,650,1,pulse,0
91,590159,590.159,635,1,pulse,0
92,593935,593.935,637,1,pulse,0
93,606372,606.372,641,0,post,0
94,610344,610.344,110,0,post,0
95,614155,614.155,98,0,post,0
96,617960,617.96,97,0,post,0
97,626377,626.377,98,0,post,0
98,630189,630.189,95,0,post,0
99,636377,636.377,95,0,post,0
100,646385,646.385,105,0,post,0
101,650216,650.216,99,0,post,0
102,656384,656.384,96,0,post,0
103,666376,666.376,99,0,post,0
104,670212,670.212,103,0,post,0
105,674048,674.048,102,0,post,0
106,686385,686.385,97,0,post,0
107,690230,690.23,106,0,post,0
108,694076,694.076,95,0,post,0
109,706376,706.376,98,0,post,0
