field,value
command,sensor pulse_profile 30 1023 80 120 1000
metadata.duration_ms,30
metadata.duty,1023
metadata.post_ms,120
metadata.pre_ms,80
metadata.sample_us,1000
metadata.samples,37
baseline_adc,2968.6428571428573
fall_time_ms,12.465999999999994
peak_adc,4095.0
peak_time_ms,86.314
pulse_count,1
pulse_width_ms,27.53800000000001
rise_time_ms,0.0
sample_count,37
sample_interval_avg_ms,6.387222222222222
sample_interval_max_ms,12.681000000000004
sample_interval_min_ms,3.6530000000000022
threshold_adc,3531.8214285714284
threshold_crossing_ms,86.314
