field,value
command,sensor pulse_profile 500 1023 100 100 2000
metadata.duration_ms,500
metadata.duty,1023
metadata.post_ms,100
metadata.pre_ms,100
metadata.sample_us,2000
metadata.samples,111
baseline_adc,0.0
fall_time_ms,0.0
peak_adc,4095.0
peak_time_ms,110.386
pulse_count,1
pulse_width_ms,500.07500000000005
rise_time_ms,0.0
sample_count,111
sample_interval_avg_ms,6.4221545454545454
sample_interval_max_ms,12.740999999999985
sample_interval_min_ms,3.6070000000000277
threshold_adc,2047.5
threshold_crossing_ms,110.386
