index,t_us,t_ms,adc,led,phase,pulse_index
0,119,0.119,3035,0,pre,-1
1,3890,3.89,2959,0,pre,-1
2,16617,16.617,2926,0,pre,-1
3,20274,20.274,2962,0,pre,-1
4,23923,23.923,2987,0,pre,-1
5,27589,27.589,3053,0,pre,-1
6,36618,36.618,2902,0,pre,-1
7,40291,40.291,2977,0,pre,-1
8,46618,46.618,2996,0,pre,-1
9,56618,56.618,2977,0,pre,-1
10,60296,60.296,3026,0,pre,-1
11,66617,66.617,2960,0,pre,-1
12,76617,76.617,2991,0,pre,-1
13,80311,80.311,3165,1,pulse,0
14,84124,84.124,3131,1,pulse,0
15,96622,96.622,3290,1,pulse,0
16,100299,100.299,3119,1,pulse,0
17,103975,103.975,3167,1,pulse,0
18,116617,116.617,3182,1,pulse,0
19,120309,120.309,3123,1,pulse,0
20,123988,123.988,3211,1,pulse,0
21,136617,136.617,3224,1,pulse,0
22,140312,140.312,3155,1,pulse,0
23,144009,144.009,3250,1,pulse,0
24,156617,156.617,3251,1,pulse,0
25,160325,160.325,3213,1,pulse,0
26,164029,164.029,3225,1,pulse,0
27,176617,176.617,3293,1,pulse,0
28,180340,180.34,3161,1,pulse,0
29,184079,184.079,3181,1,pulse,0
30,196617,196.617,3307,1,pulse,0
31,200373,200.373,3149,1,pulse,0
32,204116,204.116,3153,1,pulse,0
33,216617,216.617,3239,1,pulse,0
34,220374,220.374,3121,1,pulse,0
35,224131,224.131,3250,1,pulse,0
36,236617,236.617,3189,1,pulse,0
37,240388,240.388,3184,1,pulse,0
38,244147,244.147,3230,1,pulse,0
39,256617,256.617,3184,1,pulse,0
40,260394,260.394,3169,1,pulse,0
41,264166,264.166,3229,1,pulse,0
42,276617,276.617,3174,1,pulse,0
43,280407,280.407,3189,0,post,0
44,284364,284.364,2999,0,post,0
45,296601,296.601,2998,0,post,0
46,300398,300.398,2943,0,post,0
47,304195,304.195,2944,0,post,0
48,316601,316.601,2951,0,post,0
49,320408,320.408,2915,0,post,0
50,324207,324.207,2989,0,post,0
51,336601,336.601,2913,0,post,0
52,340418,340.418,2959,0,post,0
53,344230,344.23,3008,0,post,0
54,356601,356.601,2930,0,post,0
55,362079,362.079,3008,0,post,0
56,365714,365.714,3007,0,post,0
57,376613,376.613,2998,0,post,0
58,380245,380.245,3009,0,post,0
59,383873,383.873,2938,0,post,0
60,396621,396.621,3021,0,post,0
61,400267,400.267,2933,0,post,0
