index,t_us,t_ms,adc,led,phase,pulse_index
0,22,0.022,743,0,steady,-1
1,4697,4.697,759,0,steady,-1
2,9205,9.205,758,0,steady,-1
3,17717,17.717,770,0,steady,-1
4,22205,22.205,759,0,steady,-1
5,37715,37.715,773,0,steady,-1
6,42207,42.207,761,0,steady,-1
7,46696,46.696,767,0,steady,-1
8,51190,51.19,770,0,steady,-1
9,57716,57.716,769,0,steady,-1
10,67723,67.723,767,0,steady,-1
11,72219,72.219,756,0,steady,-1
12,76723,76.723,761,0,steady,-1
13,82825,82.825,766,0,steady,-1
14,97720,97.72,765,0,steady,-1
15,102206,102.206,763,0,steady,-1
16,106696,106.696,761,0,steady,-1
17,111186,111.186,763,0,steady,-1
18,117720,117.72,759,0,steady,-1
19,127716,127.716,763,0,steady,-1
20,132218,132.218,767,0,steady,-1
21,136714,136.714,752,0,steady,-1
22,147720,147.72,752,0,steady,-1
23,152219,152.219,762,0,steady,-1
24,156731,156.731,761,0,steady,-1
25,167716,167.716,770,0,steady,-1
26,172231,172.231,752,0,steady,-1
27,176736,176.736,743,0,steady,-1
28,187719,187.719,751,0,steady,-1
29,192227,192.227,753,0,steady,-1
30,196749,196.749,726,0,steady,-1
31,201261,201.261,720,0,steady,-1
32,207720,207.72,701,0,steady,-1
33,217716,217.716,726,0,steady,-1
34,222244,222.244,701,0,steady,-1
35,227703,227.703,698,0,steady,-1
36,237720,237.72,601,0,steady,-1
37,242241,242.241,667,0,steady,-1
38,246776,246.776,737,0,steady,-1
39,257716,257.716,643,0,steady,-1
40,262254,262.254,580,0,steady,-1
41,266782,266.782,638,0,steady,-1
42,277724,277.724,617,0,steady,-1
43,282256,282.256,621,0,steady,-1
44,286802,286.802,675,0,steady,-1
45,297707,297.707,489,0,steady,-1
46,302256,302.256,723,0,steady,-1
47,306795,306.795,581,0,steady,-1
48,311346,311.346,579,0,steady,-1
49,317716,317.716,586,0,steady,-1
50,327720,327.72,577,0,steady,-1
51,332265,332.265,586,0,steady,-1
52,336828,336.828,570,0,steady,-1
53,347725,347.725,547,0,steady,-1
54,352287,352.287,538,0,steady,-1
55,356840,356.84,533,0,steady,-1
56,367720,367.72,500,0,steady,-1
57,372275,372.275,495,0,steady,-1
58,376853,376.853,492,0,steady,-1
59,387716,387.716,470,0,steady,-1
60,392303,392.303,459,0,steady,-1
61,396875,396.875,448,0,steady,-1
62,401459,401.459,443,0,steady,-1
63,417715,417.715,408,0,steady,-1
64,422307,422.307,406,0,steady,-1
65,426886,426.886,397,0,steady,-1
66,431477,431.477,397,0,steady,-1
67,437716,437.716,384,0,steady,-1
68,447720,447.72,368,0,steady,-1
69,452304,452.304,353,0,steady,-1
70,456903,456.903,359,0,steady,-1
71,467716,467.716,347,0,steady,-1
72,472317,472.317,349,0,steady,-1
73,476910,476.91,336,0,steady,-1
74,487724,487.724,324,0,steady,-1
75,492318,492.318,320,0,steady,-1
76,496927,496.927,327,0,steady,-1
77,507715,507.715,320,0,steady,-1
78,512326,512.326,322,0,steady,-1
79,516927,516.927,313,0,steady,-1
80,521541,521.541,313,0,steady,-1
81,527716,527.716,316,0,steady,-1
82,537720,537.72,304,0,steady,-1
