field,value
command,sensor pulse_profile 200 32 80 120 1000
metadata.duration_ms,200
metadata.duty,32
metadata.post_ms,120
metadata.pre_ms,80
metadata.sample_us,1000
metadata.samples,62
baseline_adc,2979.076923076923
fall_time_ms,184.05
peak_adc,3915.0
peak_time_ms,96.475
pulse_count,1
pulse_width_ms,16.185000000000002
rise_time_ms,12.507999999999996
sample_count,62
sample_interval_avg_ms,6.557754098360656
sample_interval_max_ms,12.759999999999991
sample_interval_min_ms,3.6189999999999714
threshold_adc,3447.0384615384614
threshold_crossing_ms,83.967
