index,t_us,t_ms,adc,led,phase,pulse_index
0,19,0.019,3141,0,steady,-1
1,8760,8.76,2928,0,steady,-1
2,17320,17.32,2997,0,steady,-1
3,25854,25.854,2899,0,steady,-1
4,34407,34.407,2999,0,steady,-1
5,42953,42.953,2901,0,steady,-1
6,51508,51.508,3026,0,steady,-1
7,60054,60.054,2909,0,steady,-1
8,68608,68.608,3029,0,steady,-1
9,77154,77.154,2929,0,steady,-1
10,85714,85.714,3026,0,steady,-1
11,94268,94.268,2927,0,steady,-1
12,102831,102.831,3008,0,steady,-1
13,111387,111.387,2931,0,steady,-1
14,119952,119.952,2993,0,steady,-1
15,128510,128.51,2943,0,steady,-1
16,137079,137.079,3002,0,steady,-1
17,145641,145.641,2940,0,steady,-1
18,154220,154.22,3006,0,steady,-1
19,162789,162.789,2937,0,steady,-1
20,171364,171.364,2974,0,steady,-1
21,179937,179.937,2953,0,steady,-1
22,188515,188.515,2972,0,steady,-1
23,197088,197.088,2946,0,steady,-1
24,205669,205.669,2953,0,steady,-1
25,214243,214.243,2966,0,steady,-1
26,222835,222.835,2955,0,steady,-1
27,231411,231.411,2966,0,steady,-1
28,240003,240.003,2940,0,steady,-1
29,248581,248.581,2985,0,steady,-1
30,257178,257.178,2933,0,steady,-1
31,265759,265.759,2999,0,steady,-1
32,274368,274.368,2927,0,steady,-1
33,282957,282.957,2993,0,steady,-1
34,291559,291.559,2930,0,steady,-1
35,300151,300.151,2979,0,steady,-1
36,308756,308.756,2923,0,steady,-1
37,317352,317.352,2998,0,steady,-1
38,325957,325.957,2924,0,steady,-1
39,334598,334.598,3007,0,steady,-1
40,343221,343.221,2917,0,steady,-1
41,351841,351.841,3002,0,steady,-1
42,360471,360.471,2930,0,steady,-1
43,369090,369.09,3021,0,steady,-1
44,377718,377.718,2924,0,steady,-1
45,386339,386.339,3054,0,steady,-1
46,394976,394.976,2935,0,steady,-1
47,403603,403.603,3005,0,steady,-1
48,412239,412.239,2950,0,steady,-1
49,420867,420.867,2997,0,steady,-1
50,429505,429.505,2935,0,steady,-1
51,438136,438.136,2979,0,steady,-1
52,446782,446.782,2943,0,steady,-1
53,455428,455.428,2965,0,steady,-1
54,464078,464.078,2987,0,steady,-1
55,472721,472.721,2955,0,steady,-1
56,481368,481.368,2962,0,steady,-1
57,490009,490.009,2928,0,steady,-1
58,498660,498.66,2982,0,steady,-1
59,507304,507.304,2934,0,steady,-1
60,515957,515.957,2997,0,steady,-1
61,524611,524.611,2939,0,steady,-1
62,533273,533.273,2997,0,steady,-1
63,541929,541.929,2911,0,steady,-1
64,550594,550.594,3013,0,steady,-1
65,559247,559.247,2901,0,steady,-1
66,569728,569.728,3035,0,steady,-1
67,578278,578.278,2923,0,steady,-1
68,586818,586.818,3018,0,steady,-1
69,595352,595.352,2939,0,steady,-1
70,603908,603.908,3015,0,steady,-1
71,612456,612.456,2928,0,steady,-1
72,621007,621.007,3007,0,steady,-1
73,629552,629.552,2945,0,steady,-1
74,638112,638.112,3002,0,steady,-1
75,646659,646.659,2954,0,steady,-1
76,655222,655.222,2975,0,steady,-1
77,663774,663.774,2959,0,steady,-1
78,672348,672.348,2987,0,steady,-1
79,680902,680.902,2974,0,steady,-1
