field,value
command,sensor pulse_profile 1000 1023 100 100 5000
metadata.duration_ms,1000
metadata.duty,1023
metadata.host_capture_finished_perf_counter_s,13602.988385578
metadata.host_capture_finished_wall_time_s,1779487446.734063148
metadata.host_command_sent_perf_counter_s,13601.746614289
metadata.host_command_sent_wall_time_s,1779487445.492293596
metadata.post_ms,100
metadata.pre_ms,100
metadata.sample_us,5000
metadata.samples,184
baseline_adc,2661.529411764706
fall_time_ms,14.768000000000029
peak_adc,4095.0
peak_time_ms,106.445
pulse_count,1
pulse_width_ms,1005.2280000000001
rise_time_ms,106.35
sample_count,184
sample_interval_avg_ms,6.592054644808743
sample_interval_max_ms,14.387000000000057
sample_interval_min_ms,5.195999999999913
threshold_adc,3378.264705882353
threshold_crossing_ms,106.445
