pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,54.709,42.024,78.361,3691,3290.6703464027405,9354.340561842,62,-1.2281369999982417,63,30.67748300054518,6,1,True,True,162.0,57.0,159.98901098901098
1,1874.717,1874.717,1902.167,3611,3250.6703464027405,9356.160569842,117,6.949728000108735,117,6.949728000108735,6,0,False,False,159.0,61.0,159.98901098901098
2,3814.722,3802.377,3838.517,3519,3204.6703464027405,9358.100574842,175,-5.110344000058831,173,-69.13546199939447,6,1,True,True,163.0,58.0,159.98901098901098
3,5702.595,5698.614,5734.709,3482,3186.1703464027405,9359.988447842,232,3.04586599850154,232,3.04586599850154,6,0,False,False,158.0,60.0,159.98901098901098
4,7638.759,7634.713,7662.508,3433,3161.6703464027405,9361.924611842,290,-5.204895000133547,290,-5.204895000133547,6,5,True,True,162.0,60.0,159.98901098901098
5,9602.331,9598.47,9634.709,3867,3378.6703464027405,9363.888183842,349,-4.704966000645072,349,-4.704966000645072,6,0,False,False,154.0,58.0,159.98901098901098
6,11574.722,11562.397,11598.512,3790,3340.1703464027405,9365.860574842,408,-17.210206999152433,408,-17.210206999152433,6,1,True,True,162.0,61.0,159.98901098901098
7,13598.782,13594.713,13622.55,3847,3368.6703464027405,9367.884634842,469,-13.375959999393672,469,-13.375959999393672,6,2,True,True,162.0,61.0,159.98901098901098
8,15642.471,15638.546,15674.71,3504,3197.1703464027405,9369.928323842,531,7.143554001231678,531,7.143554001231678,6,0,False,False,154.0,58.0,159.98901098901098
9,17682.732,17678.677,17714.709,3456,3173.1703464027405,9371.968584842,592,-5.093169000247144,592,-5.093169000247144,6,0,False,False,150.0,58.0,159.98901098901098
