pulse_index,start_ms,end_ms,duration_ms,anchor_ms,peak_ms,peak_adc,mean_adc,baseline_adc,threshold_adc,sample_count,op598_detected
0,42.081,78.405,36.324,48.431,48.431,4095,860.3478260869565,904.2820512820513,2499.6410256410254,345,True
1,2242.125,2278.411,36.28600000000006,2245.895,2245.895,4095,1015.017793594306,904.2820512820513,2499.6410256410254,281,True
2,4088.405,4116.032,27.626999999999953,4092.348,4092.348,4095,901.4907975460122,904.2820512820513,2499.6410256410254,326,True
3,6212.332,6248.418,36.08599999999933,6216.336,6216.336,4095,921.1703470031546,904.2820512820513,2499.6410256410254,317,True
4,8318.413,8346.184,27.77099999999882,8322.441,8322.441,4095,904.8482972136223,904.2820512820513,2499.6410256410254,323,True
5,10468.413,10488.41,19.99699999999939,10472.498,10472.498,4095,900.5548589341693,904.2820512820513,2499.6410256410254,319,True
6,12588.421,12618.41,29.988999999999578,12592.253,12592.253,4095,948.4111842105264,904.2820512820513,2499.6410256410254,304,True
7,14608.421,14642.993,34.572000000000116,14612.503,14612.503,4095,1055.0955882352941,904.2820512820513,2499.6410256410254,272,True
8,16406.047,16442.208,36.16100000000006,16418.422,16418.422,4095,911.8611987381704,904.2820512820513,2499.6410256410254,317,True
9,18518.413,18546.056,27.64300000000003,18522.389,18522.389,4095,895.6850152905199,904.2820512820513,2499.6410256410254,327,True
10,20688.421,20716.211,27.790000000000873,20692.452,20692.452,4095,908.1692789968652,904.2820512820513,2499.6410256410254,319,True
11,22808.413,22836.281,27.867999999998574,22812.495,22812.495,4095,939.2973856209151,904.2820512820513,2499.6410256410254,306,True
12,24838.413,24866.263,27.849999999998545,24842.48,24842.48,4095,977.417808219178,904.2820512820513,2499.6410256410254,292,True
13,26778.413,26808.418,30.00500000000102,26782.386,26782.386,4095,946.3861386138614,904.2820512820513,2499.6410256410254,303,True
14,28798.422,28828.41,29.988000000001193,28802.346,28802.346,4095,1020.9,904.2820512820513,2499.6410256410254,280,True
15,30658.421,30686.315,27.894000000000233,30662.512,30662.512,4095,929.0961538461538,904.2820512820513,2499.6410256410254,312,True
16,32728.421,32756.33,27.90900000000329,32732.516,32732.516,4095,1011.5583038869258,904.2820512820513,2499.6410256410254,283,True
17,34608.414,34638.418,30.004000000000815,34612.385,34612.385,4095,1025.2355072463768,904.2820512820513,2499.6410256410254,276,True
18,36436.402,36472.381,35.97899999999936,36436.402,36448.43,4095,1033.9084249084249,904.2820512820513,2499.6410256410254,273,True
19,38258.421,38286.515,28.093999999997322,38262.614,38262.614,4095,1038.8413284132841,904.2820512820513,2499.6410256410254,271,True
20,40058.413,40088.417,30.004000000000815,40062.433,40062.433,4095,998.4982456140351,904.2820512820513,2499.6410256410254,285,True
21,41946.615,41982.465,35.849999999998545,41958.422,41958.422,4095,897.7701863354038,904.2820512820513,2499.6410256410254,322,True
22,44098.409,44126.593,28.184000000001106,44102.643,44102.643,4095,943.4901315789474,904.2820512820513,2499.6410256410254,304,True
23,46118.421,46146.558,28.13699999999517,46122.641,46122.641,4095,916.7341772151899,904.2820512820513,2499.6410256410254,316,True
24,48218.421,48246.602,28.180999999996857,48222.658,48222.658,4095,917.4857142857143,904.2820512820513,2499.6410256410254,315,True
25,50312.575,50348.418,35.84300000000076,50316.829,50316.829,4095,901.79375,904.2820512820513,2499.6410256410254,320,True
26,52436.766,52468.41,31.644000000000233,52448.418,52448.418,4095,951.7266666666667,904.2820512820513,2499.6410256410254,300,True
27,54438.413,54466.63,28.216999999996915,54442.676,54442.676,4095,893.282208588957,904.2820512820513,2499.6410256410254,326,True
28,56608.401,56636.724,28.323000000003958,56612.712,56612.712,4095,996.3379790940767,904.2820512820513,2499.6410256410254,287,True
29,58518.421,58546.525,28.10399999999936,58522.614,58522.614,4095,969.1864406779661,904.2820512820513,2499.6410256410254,295,True
30,60478.418,60508.418,30.0,60482.542,60482.542,4095,940.7467532467532,904.2820512820513,2499.6410256410254,308,True
31,62522.435,62558.418,35.983000000000175,62526.54,62526.54,4095,984.1695501730104,904.2820512820513,2499.6410256410254,289,True
32,64446.822,64482.574,35.75200000000041,64458.422,64458.422,4095,965.3745704467354,904.2820512820513,2499.6410256410254,291,True
33,66386.663,66422.492,35.828999999997905,66398.431,66398.431,4095,970.2312925170068,904.2820512820513,2499.6410256410254,294,True
34,68362.444,68398.419,35.97499999999127,68368.431,68368.431,4095,908.3035143769968,904.2820512820513,2499.6410256410254,313,True
35,70468.421,70496.4,27.978999999992084,70472.557,70472.557,4095,926.8594249201278,904.2820512820513,2499.6410256410254,313,True
36,72568.415,72592.43,24.014999999999418,72572.576,72572.576,4095,1018.0144927536232,904.2820512820513,2499.6410256410254,276,True
37,74422.612,74458.419,35.8070000000007,74428.414,74428.414,4095,977.1638225255973,904.2820512820513,2499.6410256410254,293,True
38,76388.422,76422.469,34.046999999991385,76398.423,76398.423,4095,964.7781456953643,904.2820512820513,2499.6410256410254,302,True
39,78414.19,78436.439,22.24899999999616,78428.417,78428.417,4095,992.713768115942,904.2820512820513,2499.6410256410254,276,True
