pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,48.431,42.081,78.405,4095,2499.6410256410254,177469.12808108202,82,9.793328994419426,83,41.82711098110303,6,2,True,True,254.0,16.0,39.25454545454545
1,2245.895,2242.125,2278.411,4095,2499.6410256410254,177471.325545082,147,-11.767580028390512,149,52.21244099084288,6,1,True,True,254.0,16.0,39.25454545454545
2,4092.348,4088.405,4116.032,4095,2499.6410256410254,177473.17199808202,203,13.806258968543261,204,49.81783597031608,6,1,True,True,254.0,16.0,39.25454545454545
3,6216.336,6212.332,6248.418,4095,2499.6410256410254,177475.29598608203,266,2.1678049815818667,268,65.752642985899,5,1,True,True,254.0,16.0,39.25454545454545
4,8322.441,8318.413,8346.184,4095,2499.6410256410254,177477.402091082,329,3.7073689745739102,330,35.721369000384584,6,2,True,True,254.0,10.0,39.25454545454545
5,10472.498,10468.413,10488.41,4095,2499.6410256410254,177479.552148082,393,-6.336835998808965,395,61.70441099675372,6,1,True,True,254.0,16.0,39.25454545454545
6,12592.253,12588.421,12618.41,4095,2499.6410256410254,177481.67190308202,456,-14.061787020182237,458,49.946221988648176,6,1,True,True,254.0,16.0,39.25454545454545
7,14612.503,14608.421,14642.993,4095,2499.6410256410254,177483.69215308203,517,5.742107983678579,518,37.697552965255454,6,2,True,True,254.0,16.0,39.25454545454545
8,16418.422,16406.047,16442.208,4095,2499.6410256410254,177485.498072082,571,7.803627988323569,572,39.78570899926126,6,1,True,True,254.0,16.0,39.25454545454545
9,18522.389,18518.413,18546.056,4095,2499.6410256410254,177487.602039082,634,11.847222980577499,635,48.0223239865154,6,1,True,True,254.0,16.0,39.25454545454545
10,20692.452,20688.421,20716.211,4095,2499.6410256410254,177489.772102082,698,-14.138093014480546,700,53.809470002306625,6,1,True,True,254.0,16.0,39.25454545454545
11,22812.495,22808.413,22836.281,4095,2499.6410256410254,177491.892145082,762,5.747813993366435,763,41.945067001506686,6,2,True,True,254.0,16.0,39.25454545454545
12,24842.48,24838.413,24866.263,4095,2499.6410256410254,177493.922130082,822,-16.081937996204942,824,52.012614003615454,6,1,True,True,254.0,16.0,39.25454545454545
13,26782.386,26778.413,26808.418,4095,2499.6410256410254,177495.86203608202,880,-11.863966006785631,882,56.043936987407506,6,1,True,True,254.0,16.0,39.25454545454545
14,28802.346,28798.422,28828.41,4095,2499.6410256410254,177497.88199608203,941,8.035021979594603,942,44.01498596416786,6,2,True,True,254.0,16.0,39.25454545454545
15,30662.512,30658.421,30686.315,4095,2499.6410256410254,177499.74216208202,996,-8.035533013753593,998,55.83304198808037,6,1,True,True,254.0,16.0,39.25454545454545
16,32732.516,32728.421,32756.33,4095,2499.6410256410254,177501.812166082,1058,-6.098578014643863,1060,61.994113988475874,6,1,True,True,254.0,16.0,39.25454545454545
17,34612.385,34608.414,34638.418,4095,2499.6410256410254,177503.692035082,1114,-9.945917990989983,1116,58.041679993039,6,1,True,True,254.0,16.0,39.25454545454545
18,36436.402,36436.402,36472.381,4095,2499.6410256410254,177505.516052082,1169,6.113049981649965,1170,42.06785399583168,6,2,True,True,254.0,12.0,39.25454545454545
19,38262.614,38258.421,38286.515,4095,2499.6410256410254,177507.34226408202,1223,-12.250237021362409,1225,55.70293898927048,6,1,True,True,254.0,16.0,39.25454545454545
20,40062.433,40058.413,40088.417,4095,2499.6410256410254,177509.14208308203,1277,-3.983982023783028,1279,64.02298997272737,6,1,True,True,254.0,16.0,39.25454545454545
21,41958.422,41946.615,41982.465,4095,2499.6410256410254,177511.038072082,1334,7.992706989170983,1335,43.95366599783301,6,1,True,True,254.0,16.0,39.25454545454545
22,44102.643,44098.409,44126.593,4095,2499.6410256410254,177513.182293082,1398,7.761619985103607,1399,43.04307600250468,6,2,True,True,254.0,16.0,39.25454545454545
23,46122.641,46118.421,46146.558,4095,2499.6410256410254,177515.202291082,1458,-4.191373009234667,1460,63.76559397904202,6,1,True,True,254.0,16.0,39.25454545454545
24,48222.658,48218.421,48246.602,4095,2499.6410256410254,177517.30230808203,1521,3.8033569580875337,1522,35.84720197250135,6,2,True,True,254.0,12.0,39.25454545454545
25,50316.829,50312.575,50348.418,4095,2499.6410256410254,177519.396479082,1583,-14.375469007063657,1585,53.61677400651388,6,1,True,True,254.0,16.0,39.25454545454545
26,52448.418,52436.766,52468.41,4095,2499.6410256410254,177521.52806808203,1647,-1.8183030188083649,1648,30.190178978955373,6,2,True,True,254.0,13.0,39.25454545454545
27,54442.676,54438.413,54466.63,4095,2499.6410256410254,177523.52232608202,1707,11.855463992105797,1708,43.848444969626144,6,2,True,True,254.0,16.0,39.25454545454545
28,56612.712,56608.401,56636.724,4095,2499.6410256410254,177525.69236208202,1772,17.940705991350114,1773,49.915435985894874,6,1,True,True,254.0,16.0,39.25454545454545
29,58522.614,58518.421,58546.525,4095,2499.6410256410254,177527.602264082,1829,15.964229998644441,1830,47.919183009071276,6,1,True,True,254.0,16.0,39.25454545454545
30,60482.542,60478.418,60508.418,4095,2499.6410256410254,177529.56219208203,1887,-3.912947024218738,1889,64.1145309782587,6,1,True,True,254.0,16.0,39.25454545454545
31,62526.54,62522.435,62558.418,4095,2499.6410256410254,177531.606190082,1948,-7.991193007910624,1950,60.0147660006769,6,1,True,True,254.0,16.0,39.25454545454545
32,64458.422,64446.822,64482.574,4095,2499.6410256410254,177533.538072082,2006,4.313177982112393,2007,36.312958982307464,6,2,True,True,254.0,16.0,39.25454545454545
33,66398.431,66386.663,66422.492,4095,2499.6410256410254,177535.47808108202,2064,4.110393987502903,2065,40.126458974555135,6,2,True,True,254.0,16.0,39.25454545454545
34,68368.431,68362.444,68398.419,4095,2499.6410256410254,177537.44808108202,2123,10.177228978136554,2124,42.24064797745086,6,1,True,True,254.0,16.0,39.25454545454545
35,70472.557,70468.421,70496.4,4095,2499.6410256410254,177539.55220708202,2186,14.037437998922542,2187,50.01139498199336,6,1,True,True,254.0,16.0,39.25454545454545
36,72572.576,72568.415,72592.43,4095,2499.6410256410254,177541.65222608202,2248,-9.878235025098547,2250,58.02567797945812,6,1,True,True,254.0,16.0,39.25454545454545
37,74428.414,74422.612,74458.419,4095,2499.6410256410254,177543.508064082,2304,10.158810997381806,2305,42.17608200269751,6,2,True,True,254.0,16.0,39.25454545454545
38,76398.423,76388.422,76422.469,4095,2499.6410256410254,177545.47807308202,2363,12.194491981063038,2364,48.24332598946057,6,2,True,True,254.0,16.0,39.25454545454545
39,78428.417,78414.19,78436.439,4095,2499.6410256410254,177547.508067082,2423,-9.815477009397,2424,26.185903989244252,6,2,True,True,254.0,10.0,39.25454545454545
40,80276.921,80272.632,80308.41,4095,2499.6410256410254,177549.35657108203,2478,-12.172030023066327,2480,49.79178597568534,6,1,True,True,254.0,16.0,39.25454545454545
41,82332.715,82328.414,82358.418,4095,2499.6410256410254,177551.412365082,2540,5.875361996004358,2541,37.91100200032815,6,2,True,True,254.0,15.0,39.25454545454545
42,84277.251,84272.783,84306.5,4095,2499.6410256410254,177553.356901082,2598,1.4982940047048032,2599,33.40071899583563,6,2,True,True,251.0,9.0,39.25454545454545
43,86452.667,86448.414,86478.418,4095,2499.6410256410254,177555.53231708202,2663,1.9993749738205224,2664,33.962858986342326,6,2,True,True,86.0,8.0,39.25454545454545
44,88572.687,88568.414,88598.418,4095,2499.6410256410254,177557.65233708202,2726,-9.889736014883965,2728,58.0912159930449,6,1,True,True,254.0,16.0,39.25454545454545
45,90448.424,90437.075,90472.692,4095,2499.6410256410254,177559.52807408202,2782,-9.650698018958792,2784,58.285497972974554,6,1,True,True,254.0,16.0,39.25454545454545
46,92257.314,92252.829,92288.41,4095,2499.6410256410254,177561.336964082,2836,-10.379076993558556,2838,53.45310998382047,6,1,True,True,254.0,16.0,39.25454545454545
47,94378.43,94364.441,94402.523,4095,2499.6410256410254,177563.45808008203,2900,8.339247986441478,2901,44.35379197821021,6,1,True,True,254.0,16.0,39.25454545454545
48,96502.692,96498.421,96526.671,4095,2499.6410256410254,177565.58234208202,2963,-7.752449018880725,2965,60.19835398183204,6,1,True,True,254.0,16.0,39.25454545454545
49,98362.828,98358.405,98386.972,4095,2499.6410256410254,177567.44247808203,3019,8.106943976599723,3020,40.138632961316034,6,2,True,True,254.0,16.0,39.25454545454545
50,100418.423,100407.03,100442.674,4095,2499.6410256410254,177569.498073082,3080,-3.422078996663913,3081,29.193408990977332,6,2,True,True,251.0,9.0,39.25454545454545
51,102492.801,102488.422,102518.401,4095,2499.6410256410254,177571.572451082,3142,-5.830006004543975,3144,62.15902999974787,6,1,True,True,254.0,16.0,39.25454545454545
52,104368.431,104357.211,104392.766,4095,2499.6410256410254,177573.44808108202,3198,-5.517518031410873,3199,26.307326974347234,6,2,True,True,190.0,8.0,39.25454545454545
53,106292.751,106288.421,106316.802,4095,2499.6410256410254,177575.37240108202,3256,10.124490974703804,3257,46.11724798451178,6,1,True,True,254.0,16.0,39.25454545454545
54,108208.424,108197.229,108232.781,4095,2499.6410256410254,177577.28807408203,3313,2.388449967838824,3314,38.456565962405875,6,2,True,True,254.0,16.0,39.25454545454545
55,110347.372,110342.851,110378.419,4095,2499.6410256410254,177579.427022082,3377,7.516031997511163,3378,39.48378100176342,6,2,True,True,254.0,16.0,39.25454545454545
56,112488.423,112477.3,112512.811,4095,2499.6410256410254,177581.56807308202,3441,10.542945994529873,3442,42.51251099049114,6,2,True,True,254.0,16.0,39.25454545454545
57,114567.31,114562.822,114598.411,4095,2499.6410256410254,177583.64696008203,3503,3.5396709863562137,3504,39.574710972374305,6,2,True,True,254.0,16.0,39.25454545454545
58,116618.423,116607.118,116642.732,4095,2499.6410256410254,177585.69807308202,3564,-3.3188980305567384,3565,28.60984898870811,6,2,True,True,254.0,14.0,39.25454545454545
59,118553.018,118548.423,118572.866,4095,2499.6410256410254,177587.63266808202,3622,2.1187889797147363,3623,37.95593496761285,6,2,True,True,254.0,15.0,39.25454545454545
