index,t_us,t_ms,adc,led,phase,pulse_index
0,111,0.111,2930,0,pre,-1
1,3943,3.943,2903,0,pre,-1
2,15311,15.311,2814,0,pre,-1
3,18972,18.972,2896,0,pre,-1
4,22617,22.617,2905,0,pre,-1
5,35311,35.311,2880,0,pre,-1
6,38971,38.971,2880,0,pre,-1
7,42639,42.639,2914,1,pulse,0
8,46430,46.43,3645,1,pulse,0
9,55316,55.316,3825,1,pulse,0
10,58962,58.962,3358,1,pulse,0
11,65312,65.312,3824,1,pulse,0
12,75312,75.312,3795,1,pulse,0
13,78981,78.981,3387,1,pulse,0
14,85311,85.311,3269,0,gap,0
15,95320,95.32,2909,0,gap,0
16,99059,99.059,2864,0,gap,0
17,102791,102.791,2928,0,gap,0
18,115316,115.316,2826,0,gap,0
19,119066,119.066,2915,0,gap,0
20,122796,122.796,2894,0,gap,0
21,135315,135.315,2885,0,gap,0
22,139060,139.06,2898,0,gap,0
23,142816,142.816,2902,0,gap,0
24,146568,146.568,2875,0,gap,0
25,155316,155.316,2929,0,gap,0
26,159074,159.074,2916,0,gap,0
27,165316,165.316,2880,0,gap,0
28,175316,175.316,2903,0,gap,0
29,179109,179.109,2874,0,gap,0
30,185319,185.319,2875,0,gap,0
31,195315,195.315,2854,0,gap,0
32,199117,199.117,2850,0,gap,0
33,202923,202.923,2928,0,gap,0
34,215316,215.316,2826,0,gap,0
35,219140,219.14,2900,0,gap,0
36,222943,222.943,2917,0,gap,0
37,235315,235.315,2881,0,gap,0
38,239132,239.132,2903,0,gap,0
39,242961,242.961,2926,0,gap,0
40,246787,246.787,2858,0,gap,0
41,255316,255.316,2916,0,gap,0
42,259147,259.147,2896,0,gap,0
43,265316,265.316,2863,0,gap,0
44,275316,275.316,2912,0,gap,0
45,279169,279.169,2885,0,gap,0
46,285319,285.319,2896,0,gap,0
47,295315,295.315,2863,0,gap,0
48,299169,299.169,2864,0,gap,0
49,303026,303.026,2918,0,gap,0
50,315316,315.316,2810,0,gap,0
51,319192,319.192,2903,0,gap,0
52,323055,323.055,2907,0,gap,0
53,335315,335.315,2887,0,gap,0
54,339192,339.192,2906,0,gap,0
55,343074,343.074,2919,0,gap,0
56,348625,348.625,2843,0,gap,0
57,355315,355.315,2929,0,gap,0
58,365298,365.298,2833,0,gap,0
59,368990,368.99,2896,0,gap,0
60,372676,372.676,2910,0,gap,0
61,385315,385.315,2896,0,gap,0
62,389017,389.017,2898,0,gap,0
63,392725,392.725,2923,0,gap,0
64,405298,405.298,2886,0,gap,0
65,409023,409.023,2928,0,gap,0
66,412733,412.733,2875,0,gap,0
67,425307,425.307,2917,0,gap,0
68,429030,429.03,2848,0,gap,0
69,432763,432.763,2886,0,gap,0
70,436505,436.505,2896,0,gap,0
71,445316,445.316,2845,0,gap,0
72,449067,449.067,2873,0,gap,0
73,455316,455.316,2923,0,gap,0
74,465316,465.316,2841,0,gap,0
75,469077,469.077,2899,0,gap,0
76,475315,475.315,2903,0,gap,0
77,485315,485.315,2884,0,gap,0
78,489087,489.087,2907,0,gap,0
