pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,42.056,42.056,78.381,2635,2526.1734805674087,169937.18590879,79,-6.066899019060656,79,-6.066899019060656,6,0,False,False,67.0,23.0,98.75
1,2222.292,2222.292,2258.381,2494,2455.6734805674087,169939.36614479,145,5.780322011560202,145,5.780322011560202,6,0,False,False,64.0,25.0,98.75
2,4092.125,4092.125,4128.377,2482,2449.6734805674087,169941.23597779,201,-0.05797398625873029,201,-0.05797398625873029,6,0,False,False,68.0,24.0,98.75
3,6208.376,6208.376,6235.872,2511,2464.1734805674087,169943.35222879,265,11.706029006745666,265,11.706029006745666,6,0,False,False,71.0,25.0,98.75
4,8378.38,8378.38,8405.978,2519,2468.1734805674087,169945.52223279,330,1.732559991069138,330,1.732559991069138,6,0,False,False,66.0,24.0,98.75
5,10486.121,10486.121,10522.223,2503,2460.1734805674087,169947.62997379,393,-10.044338996522129,393,-10.044338996522129,6,0,False,False,69.0,26.0,98.75
6,12628.376,12628.376,12656.152,2511,2464.1734805674087,169949.77222879,458,11.715753993485123,458,11.715753993485123,6,0,False,False,74.0,24.0,98.75
7,14706.278,14706.278,14742.281,2499,2458.1734805674087,169951.85013079,520,-6.154472997877747,520,-6.154472997877747,6,0,False,False,65.0,26.0,98.75
8,16616.024,16616.024,16652.193,2496,2456.6734805674087,169953.75987679,578,12.136970006395131,578,12.136970006395131,6,0,False,False,66.0,23.0,98.75
9,18728.377,18728.377,18756.027,2503,2460.1734805674087,169955.87222979,641,-4.110690002562478,641,-4.110690002562478,6,0,False,False,66.0,25.0,98.75
10,20796.153,20796.153,20832.218,2502,2459.6734805674087,169957.94000579,703,-11.819252016721293,703,-11.819252016721293,6,0,False,False,72.0,24.0,98.75
11,22928.385,22928.385,22958.378,2498,2457.6734805674087,169960.07223779,767,-12.081849010428414,767,-12.081849010428414,6,0,False,False,64.0,24.0,98.75
12,24912.225,24912.225,24948.374,2512,2464.6734805674087,169962.05607779,827,-3.918269998393953,827,-3.918269998393953,6,0,False,False,72.0,25.0,98.75
13,26858.388,26858.388,26892.378,2517,2467.1734805674087,169964.00224079,886,13.84336399496533,886,13.84336399496533,6,0,False,False,65.0,24.0,98.75
14,28708.377,28708.377,28738.381,2501,2459.1734805674087,169965.85222979,941,-8.151628018822521,941,-8.151628018822521,6,0,False,False,69.0,25.0,98.75
15,30882.353,30882.353,30918.373,2494,2455.6734805674087,169968.02620579,1007,13.987143989652395,1007,13.987143989652395,6,0,False,False,73.0,24.0,98.75
16,32808.385,32808.385,32836.002,2495,2456.1734805674087,169969.95223779,1065,15.896767989033833,1065,15.896767989033833,6,0,False,False,72.0,25.0,98.75
17,34668.377,34668.377,34696.316,2496,2456.6734805674087,169971.81222979,1120,-16.11314798356034,1120,-16.11314798356034,6,0,False,False,72.0,25.0,98.75
18,36618.385,36618.385,36652.253,2507,2462.1734805674087,169973.76223779,1179,-2.1333850163500756,1179,-2.1333850163500756,6,0,False,False,71.0,25.0,98.75
19,38496.516,38496.516,38532.396,2482,2449.6734805674087,169975.64036879002,1236,15.786286996444687,1236,15.786286996444687,6,0,False,False,69.0,24.0,98.75
20,40436.356,40436.356,40472.314,2483,2450.1734805674087,169977.58020879,1294,3.983154019806534,1294,3.983154019806534,6,0,False,False,69.0,25.0,98.75
21,42268.378,42268.378,42298.38,2487,2452.1734805674087,169979.41223079,1349,-0.06084900815039873,1349,-0.06084900815039873,6,0,False,False,68.0,24.0,98.75
22,44402.515,44402.515,44438.385,2478,2447.6734805674087,169981.54636779,1413,-6.140537007013336,1413,-6.140537007013336,6,0,False,False,67.0,26.0,98.75
23,46408.376,46408.376,46436.46,2497,2457.1734805674087,169983.55222879,1473,-15.993092994904146,1473,-15.993092994904146,6,0,False,False,67.0,24.0,98.75
24,48556.65,48556.65,48592.471,2475,2446.1734805674087,169985.70050279002,1538,-4.247506003594026,1538,-4.247506003594026,6,0,False,False,65.0,25.0,98.75
25,50562.453,50562.453,50598.373,2465,2441.1734805674087,169987.70630579,1598,-14.037251006811857,1598,-14.037251006811857,6,0,False,False,69.0,25.0,98.75
26,52658.385,52658.385,52688.373,2465,2441.1734805674087,169989.80223779,1661,-14.003988995682448,1661,-14.003988995682448,6,0,False,False,66.0,24.0,98.75
27,54578.386,54578.386,54606.199,2480,2448.6734805674087,169991.72223879,1719,-6.017377017997205,1719,-6.017377017997205,6,0,False,False,65.0,26.0,98.75
28,56658.382,56628.377,56652.287,2451,2434.1734805674087,169993.80223479,1782,10.011564008891582,1782,10.011564008891582,6,0,False,False,72.0,25.0,98.75
29,58488.377,58488.377,58518.381,2448,2432.6734805674087,169995.63222979,1837,8.055788988713175,1837,8.055788988713175,6,0,False,False,73.0,24.0,98.75
30,60498.382,60486.423,60522.359,2451,2434.1734805674087,169997.64223479,1897,-5.952829000307247,1897,-5.952829000307247,6,0,False,False,66.0,26.0,98.75
31,62428.381,62352.563,62388.373,2447,2432.1734805674087,169999.57223379,1955,-7.932498003356159,1955,-7.932498003356159,6,0,False,False,68.0,25.0,98.75
32,64578.385,64446.755,64482.513,2439,2428.1734805674087,170001.72223779,2020,6.087576999561861,2020,6.087576999561861,6,0,False,False,66.0,24.0,98.75
33,67398.386,66576.803,66612.535,2438,2427.6734805674087,170004.54223879,2105,10.136764001799747,2105,10.136764001799747,6,0,False,False,64.0,25.0,98.75
34,68778.364,68738.385,68762.57,2448,2432.6734805674087,170005.92221679,2146,-5.850390996783972,2146,-5.850390996783972,6,0,False,False,67.0,24.0,98.75
35,70692.526,70692.526,70728.374,2448,2432.6734805674087,170007.83637879,2204,8.001663984032348,2204,8.001663984032348,6,0,False,False,71.0,25.0,98.75
36,72766.605,72766.605,72802.483,2437,2427.1734805674087,170009.91045779,2266,-2.0582420111168176,2266,-2.0582420111168176,6,0,False,False,68.0,25.0,98.75
37,74778.38,74608.378,74638.381,2438,2427.6734805674087,170011.92223279,2327,14.196054980857298,2327,14.196054980857298,6,0,False,False,65.0,25.0,98.75
38,76678.386,76678.386,76708.373,2433,2425.1734805674087,170013.82223879002,2384,10.20664197858423,2384,10.20664197858423,6,0,False,False,67.0,25.0,98.75
39,78508.385,78508.385,78532.626,2435,2426.1734805674087,170015.65223779,2439,8.23795300675556,2439,8.23795300675556,6,0,False,False,69.0,25.0,98.75
40,80346.608,80346.608,80382.445,2426,2421.6734805674087,170017.49046079,2494,-2.0473120093811303,2494,-2.0473120093811303,6,0,False,False,67.0,24.0,98.75
41,82368.38,82318.384,82352.66,2416,2417.3469611348173,170019.51223279,2555,8.2683659857139,2555,8.2683659857139,6,0,False,False,69.0,26.0,98.75
42,84178.373,84158.385,84186.546,2417,2417.3469611348173,170021.32222579,2609,-9.751172008691356,2609,-9.751172008691356,6,0,False,False,69.0,24.0,98.75
43,86238.388,85968.377,85998.38,2415,2417.3469611348173,170023.38224079,2671,-5.809063004562631,2671,-5.809063004562631,6,0,False,False,67.0,26.0,98.75
44,88018.374,87978.377,88006.594,2417,2417.3469611348173,170025.16222679,2725,10.258515976602212,2725,10.258515976602212,6,0,False,False,66.0,25.0,98.75
45,90978.377,90156.764,90192.556,2405,2417.3469611348173,170028.12222979,2814,10.280015005264431,2814,10.280015005264431,6,0,False,False,72.0,25.0,98.75
46,93178.385,92169.739,92202.473,2406,2417.3469611348173,170030.32223779,2880,6.376524979714304,2880,6.376524979714304,6,0,False,False,69.0,25.0,98.75
47,94268.376,94268.376,94298.373,2415,2417.3469611348173,170031.41222879,2913,12.329463992500678,2913,12.329463992500678,6,0,False,False,67.0,26.0,98.75
48,96418.381,96378.378,96409.628,2398,2417.3469611348173,170033.56223379,2977,-9.638201008783653,2977,-9.638201008783653,6,0,False,False,72.0,25.0,98.75
