pulse_index,start_ms,end_ms,duration_ms,anchor_ms,peak_ms,peak_adc,mean_adc,baseline_adc,threshold_adc,sample_count,op598_detected
0,42.937,79.275,36.33800000000001,46.744,46.744,4095,911.4559270516718,927.0560514722931,2511.0280257361464,329,True
1,2145.599,2173.066,27.466999999999643,2149.475,2149.475,4095,895.1716867469879,927.0560514722931,2511.0280257361464,332,True
2,4325.616,4353.25,27.634000000000015,4329.582,4329.582,4095,963.2026143790849,927.0560514722931,2511.0280257361464,306,True
3,6325.599,6353.228,27.628999999999905,6329.548,6329.548,4095,996.8689655172413,927.0560514722931,2511.0280257361464,290,True
4,8255.616,8283.044,27.427999999999884,8259.485,8259.485,4095,1041.1709090909092,927.0560514722931,2511.0280257361464,275,True
5,10085.607,10113.278,27.671000000000276,10089.578,10089.578,4095,1053.2095588235295,927.0560514722931,2511.0280257361464,272,True
6,11895.607,11923.438,27.83100000000013,11899.672,11899.672,4095,903.0950920245399,927.0560514722931,2511.0280257361464,326,True
7,14059.401,14095.612,36.21099999999933,14063.277,14063.277,4095,1025.179856115108,927.0560514722931,2511.0280257361464,278,True
8,15909.503,15945.612,36.10899999999856,15913.479,15913.479,4095,901.1134969325153,927.0560514722931,2511.0280257361464,326,True
9,18073.514,18109.516,36.00200000000041,18085.62,18085.62,4095,914.84375,927.0560514722931,2511.0280257361464,320,True
10,20205.611,20233.507,27.89600000000064,20209.707,20209.707,4095,1042.7573529411766,927.0560514722931,2511.0280257361464,272,True
11,22005.595,22039.409,33.81399999999849,22015.62,22015.62,4095,899.483076923077,927.0560514722931,2511.0280257361464,325,True
12,24163.419,24199.472,36.052999999999884,24175.613,24175.613,4095,971.472972972973,927.0560514722931,2511.0280257361464,296,True
13,26135.616,26165.604,29.987999999997555,26139.56,26139.56,4095,971.0602006688963,927.0560514722931,2511.0280257361464,299,True
14,28125.607,28153.604,27.99699999999939,28129.756,28129.756,4095,1025.1678571428572,927.0560514722931,2511.0280257361464,280,True
15,29983.456,30019.487,36.03100000000268,29995.621,29995.621,4095,901.1455108359133,927.0560514722931,2511.0280257361464,323,True
16,32135.615,32163.463,27.847999999998137,32139.682,32139.682,4095,1023.0070671378091,927.0560514722931,2511.0280257361464,283,True
17,34009.495,34045.613,36.117999999994936,34009.495,34015.621,4095,949.0032467532468,927.0560514722931,2511.0280257361464,308,True
18,36053.809,36089.432,35.62299999999959,36065.62,36065.62,4095,1011.5017793594307,927.0560514722931,2511.0280257361464,281,True
19,37925.616,37953.481,27.864999999997963,37929.702,37929.702,4095,967.8,927.0560514722931,2511.0280257361464,300,True
20,39915.617,39939.518,23.90099999999802,39919.668,39919.668,4095,746.6428571428571,927.0560514722931,2511.0280257361464,280,True
21,41775.615,41803.681,28.065999999998894,41779.802,41779.802,4095,945.674193548387,927.0560514722931,2511.0280257361464,310,True
