pulse_index,op598_anchor_ms,op598_start_ms,op598_end_ms,op598_peak_adc,op598_threshold_adc,anchor_perf_counter_s,nearest_frame_index,nearest_frame_dt_ms,matched_frame_index,matched_frame_dt_ms,window_frame_count,detected_frame_count,detected_in_window,matched_frame_detected,matched_frame_max,matched_frame_p99,matched_frame_threshold
0,45.928,42.119,58.431,3794,3340.6943289224955,9434.155342361,59,-11.249753000811324,59,-11.249753000811324,6,0,False,False,156.0,61.0,168.379001800638
1,2022.459,2022.459,2038.579,3738,3312.6943289224955,9436.131873361,119,8.056447999479133,119,8.056447999479133,6,0,False,False,152.0,57.0,168.379001800638
2,3942.668,3938.683,3954.769,3809,3348.1943289224955,9438.052082361,177,15.777679998791427,177,15.777679998791427,6,0,False,False,152.0,60.0,168.379001800638
3,6012.407,6008.536,6024.769,3531,3209.1943289224955,9440.121821361001,239,5.996737998430035,239,5.996737998430035,6,0,False,False,153.0,61.0,168.379001800638
4,8018.738,8014.773,8022.561,3549,3218.1943289224955,9442.128152361001,299,-4.352569001639495,299,-4.352569001639495,6,0,False,False,156.0,58.0,168.379001800638
5,9998.836,9994.773,10002.736,3495,3191.1943289224955,9444.108250361001,359,11.73668499905034,359,11.73668499905034,6,0,False,False,150.0,58.0,168.379001800638
6,11998.688,11994.773,12002.429,3714,3300.6943289224955,9446.108102361,419,7.724488999883761,419,7.724488999883761,6,0,False,False,153.0,56.0,168.379001800638
7,13858.693,13854.773,13862.466,3728,3307.6943289224955,9447.968107361,475,7.742001998849446,475,7.742001998849446,6,0,False,False,157.0,57.0,168.379001800638
8,15702.544,15698.611,15714.769,3792,3339.6943289224955,9449.811958361,530,-4.129429000386153,530,-4.129429000386153,6,0,False,False,156.0,61.0,168.379001800638
9,17638.78,17634.773,17642.612,3769,3328.1943289224955,9451.748194361,588,-12.163563000285649,588,-12.163563000285649,6,0,False,False,151.0,58.0,168.379001800638
