index,t_us,t_ms,adc,led,phase,pulse_index
0,115,0.115,683,0,pre,-1
1,4015,4.015,603,0,pre,-1
2,15612,15.612,618,0,pre,-1
3,19262,19.262,592,0,pre,-1
4,22921,22.921,577,0,pre,-1
5,35603,35.603,613,0,pre,-1
6,39281,39.281,577,0,pre,-1
7,42937,42.937,577,1,pulse,0
8,46744,46.744,4095,1,pulse,0
9,55605,55.605,4095,1,pulse,0
10,59268,59.268,4095,1,pulse,0
11,65605,65.605,4095,1,pulse,0
12,75613,75.613,4095,1,pulse,0
13,79275,79.275,4095,1,pulse,0
14,85612,85.612,4095,0,gap,0
15,95620,95.62,2832,0,gap,0
16,99370,99.37,2787,0,gap,0
17,103090,103.09,2773,0,gap,0
18,115616,115.616,2704,0,gap,0
19,119352,119.352,2681,0,gap,0
20,123097,123.097,2656,0,gap,0
21,135607,135.607,2637,0,gap,0
22,139370,139.37,2618,0,gap,0
23,143116,143.116,2579,0,gap,0
24,146880,146.88,2559,0,gap,0
25,155609,155.609,2534,0,gap,0
26,159389,159.389,2511,0,gap,0
27,165609,165.609,2495,0,gap,0
28,175617,175.617,2475,0,gap,0
29,179387,179.387,2448,0,gap,0
30,185616,185.616,2447,0,gap,0
31,195608,195.608,2416,0,gap,0
32,199409,199.409,2383,0,gap,0
33,203190,203.19,2365,0,gap,0
34,215617,215.617,2352,0,gap,0
35,219412,219.412,2320,0,gap,0
36,223219,223.219,2317,0,gap,0
37,235607,235.607,2293,0,gap,0
38,239445,239.445,2261,0,gap,0
39,243265,243.265,2260,0,gap,0
40,247105,247.105,2223,0,gap,0
41,255609,255.609,2211,0,gap,0
42,259459,259.459,2187,0,gap,0
43,265609,265.609,2173,0,gap,0
44,275617,275.617,2147,0,gap,0
45,279461,279.461,2131,0,gap,0
46,285616,285.616,2099,0,gap,0
47,295608,295.608,2083,0,gap,0
48,299482,299.482,2064,0,gap,0
49,303331,303.331,2064,0,gap,0
50,315616,315.616,2022,0,gap,0
51,319484,319.484,2003,0,gap,0
52,323359,323.359,1994,0,gap,0
