pulse_index,start_ms,end_ms,duration_ms,anchor_ms,peak_ms,peak_adc,mean_adc,baseline_adc,threshold_adc,sample_count,op598_detected
0,41.953,78.269,36.316,48.278,48.278,4095,2419.1344262295083,2391.2452558941923,3243.122627947096,305,True
1,2035.955,2072.065,36.11000000000013,2048.273,2048.273,4095,2450.3703703703704,2391.2452558941923,3243.122627947096,270,True
2,3836.093,3872.144,36.05099999999993,3848.273,3848.273,4095,2423.753086419753,2391.2452558941923,3243.122627947096,324,True
3,5998.256,6028.594,30.337999999999738,6002.32,6002.32,4095,2432.5537459283387,2391.2452558941923,3243.122627947096,307,True
4,8038.268,8066.074,27.805999999999585,8042.318,8042.318,4095,2425.14375,2391.2452558941923,3243.122627947096,320,True
5,10168.268,10198.486,30.218000000000757,10172.346,10172.346,4095,2379.9054054054054,2391.2452558941923,3243.122627947096,296,True
6,12138.269,12166.042,27.77299999999923,12142.302,12142.302,4095,2299.5335365853657,2391.2452558941923,3243.122627947096,328,True
7,14318.268,14346.154,27.886000000000422,14322.367,14322.367,4095,2039.9931034482759,2391.2452558941923,3243.122627947096,290,True
8,16248.269,16276.013,27.744000000000597,16252.276,16252.276,4095,2002.9556962025317,2391.2452558941923,3243.122627947096,316,True
9,18342.21,18378.273,36.06300000000192,18346.241,18346.241,4095,2406.400684931507,2391.2452558941923,3243.122627947096,292,True
10,20282.118,20318.273,36.155000000002474,20286.05,20286.05,4095,2422.269230769231,2391.2452558941923,3243.122627947096,312,True
11,22358.268,22392.069,33.800999999999476,22368.278,22368.278,4095,2425.716049382716,2391.2452558941923,3243.122627947096,324,True
12,24518.269,24552.152,33.88299999999799,24518.269,24528.279,4095,2446.801346801347,2391.2452558941923,3243.122627947096,297,True
13,26502.117,26538.266,36.14900000000125,26506.055,26506.055,4095,2447.1376811594205,2391.2452558941923,3243.122627947096,276,True
14,28338.274,28368.264,29.989999999997963,28342.379,28342.379,4095,2420.3364197530864,2391.2452558941923,3243.122627947096,324,True
15,30498.273,30528.265,29.99199999999837,30502.425,30502.425,4095,2427.7925696594425,2391.2452558941923,3243.122627947096,323,True
16,32652.374,32682.933,30.559000000001106,32652.374,32652.374,4095,2440.3603896103896,2391.2452558941923,3243.122627947096,308,True
17,34708.269,34738.269,30.0,34712.457,34712.457,4095,2434.967637540453,2391.2452558941923,3243.122627947096,309,True
18,36766.452,36802.314,35.86200000000099,36778.273,36778.273,4095,2422.5333333333333,2391.2452558941923,3243.122627947096,330,True
19,38968.272,39002.115,33.84300000000076,38978.274,38978.274,4095,2444.8137931034485,2391.2452558941923,3243.122627947096,290,True
20,40908.276,40936.359,28.08299999999872,40912.47,40912.47,4095,2429.7757009345796,2391.2452558941923,3243.122627947096,321,True
21,43048.269,43078.269,30.0,43052.496,43052.496,4095,2428.847352024922,2391.2452558941923,3243.122627947096,321,True
22,45189.417,45228.265,38.84799999999814,45193.426,45193.426,4095,2426.5674846625766,2391.2452558941923,3243.122627947096,326,True
23,47368.273,47396.099,27.82600000000093,47372.34,47372.34,4095,2448.671328671329,2391.2452558941923,3243.122627947096,286,True
24,49278.276,49306.464,28.18800000000192,49282.519,49282.519,4095,2450.4456140350876,2391.2452558941923,3243.122627947096,285,True
25,51178.268,51212.235,33.96700000000419,51188.282,51188.282,4095,2429.739263803681,2391.2452558941923,3243.122627947096,326,True
26,53356.486,53392.345,35.859000000004016,53368.277,53368.277,4095,2449.1130136986303,2391.2452558941923,3243.122627947096,292,True
27,55308.274,55332.234,23.959999999999127,55312.378,55312.378,4095,2434.6748251748254,2391.2452558941923,3243.122627947096,286,True
28,57218.269,57248.269,30.0,57222.568,57222.568,4095,2438.3214285714284,2391.2452558941923,3243.122627947096,308,True
29,59266.639,59302.409,35.7699999999968,59278.279,59278.279,4095,2437.3783783783783,2391.2452558941923,3243.122627947096,296,True
30,61248.269,61278.269,30.0,61252.492,61252.492,4095,2444.3202614379084,2391.2452558941923,3243.122627947096,306,True
31,63298.268,63326.325,28.0570000000007,63298.268,63298.268,4095,2470.541818181818,2391.2452558941923,3243.122627947096,275,True
32,65142.494,65178.269,35.775000000001455,65146.814,65146.814,4095,2446.776397515528,2391.2452558941923,3243.122627947096,322,True
33,67308.273,67332.48,24.206999999994878,67312.636,67312.636,4095,2444.2360655737707,2391.2452558941923,3243.122627947096,305,True
34,69378.269,69402.469,24.19999999999709,69382.621,69382.621,4095,2458.259515570934,2391.2452558941923,3243.122627947096,289,True
35,71338.274,71368.265,29.99099999999453,71342.497,71342.497,4095,2442.8257839721255,2391.2452558941923,3243.122627947096,287,True
36,73278.269,73306.236,27.96700000000419,73278.269,73278.269,4095,1882.4305084745763,2391.2452558941923,3243.122627947096,295,True
37,75278.273,75302.477,24.203999999997905,75282.641,75282.641,4095,2088.4078014184397,2391.2452558941923,3243.122627947096,282,True
38,77192.383,77228.27,35.887000000002445,77196.589,77196.589,4095,2459.89898989899,2391.2452558941923,3243.122627947096,297,True
39,79202.604,79238.264,35.65999999998894,79202.604,79208.278,4095,2453.167192429022,2391.2452558941923,3243.122627947096,317,True
40,81352.627,81388.269,35.6420000000071,81359.835,81359.835,4095,2449.371517027864,2391.2452558941923,3243.122627947096,323,True
41,83548.269,83576.437,28.168000000005122,83552.491,83552.491,4095,2482.426470588235,2391.2452558941923,3243.122627947096,272,True
42,85386.769,85422.478,35.70900000000256,85398.279,85398.279,4095,2467.862068965517,2391.2452558941923,3243.122627947096,290,True
43,87358.269,87386.475,28.206000000005588,87362.518,87362.518,4095,2452.486068111455,2391.2452558941923,3243.122627947096,323,True
44,89548.273,89578.26,29.986999999993714,89552.567,89552.567,4095,2470.207482993197,2391.2452558941923,3243.122627947096,294,True
45,91538.274,91569.447,31.172999999995227,91542.766,91542.766,4095,2456.234920634921,2391.2452558941923,3243.122627947096,315,True
46,93678.27,93716.45,38.179999999993015,93685.551,93685.551,4095,2491.210332103321,2391.2452558941923,3243.122627947096,271,True
47,95518.273,95542.451,24.177999999999884,95522.602,95522.602,4095,2479.051851851852,2391.2452558941923,3243.122627947096,270,True
48,97348.274,97372.575,24.3009999999922,97352.731,97352.731,4095,2353.5017793594307,2391.2452558941923,3243.122627947096,281,True
49,99258.269,99286.585,28.31600000000617,99262.564,99262.564,4095,2383.525925925926,2391.2452558941923,3243.122627947096,270,True
50,101112.566,101148.269,35.70299999999406,101118.278,101118.278,4095,2498.0381944444443,2391.2452558941923,3243.122627947096,288,True
51,103125.496,103158.265,32.76900000000023,103129.794,103129.794,4095,2511.75,2391.2452558941923,3243.122627947096,264,True
52,104968.269,104998.269,30.0,104972.637,104972.637,4095,2510.838283828383,2391.2452558941923,3243.122627947096,303,True
53,107078.273,107106.631,28.3579999999929,107082.597,107082.597,4095,2507.0448717948716,2391.2452558941923,3243.122627947096,312,True
54,109258.272,109286.636,28.364000000001397,109262.609,109262.609,4095,2513.3367003367002,2391.2452558941923,3243.122627947096,297,True
55,111318.268,111352.681,34.413000000000466,111328.278,111328.278,4095,2515.8885017421603,2391.2452558941923,3243.122627947096,287,True
56,113322.601,113358.256,35.654999999998836,113328.273,113328.273,4095,2517.017006802721,2391.2452558941923,3243.122627947096,294,True
57,115375.555,115412.491,36.93600000000151,115379.918,115379.918,4095,2529.3,2391.2452558941923,3243.122627947096,280,True
58,117322.689,117358.269,35.580000000001746,117338.273,117338.273,4095,2521.2019543973943,2391.2452558941923,3243.122627947096,307,True
59,119468.269,119492.59,24.320999999996275,119472.733,119472.733,4095,2991.782608695652,2391.2452558941923,3243.122627947096,23,True
