index,t_us,t_ms,adc,led,phase,pulse_index
0,110,0.11,2981,0,pre,-1
1,3933,3.933,2907,0,pre,-1
2,14769,14.769,2886,0,pre,-1
3,18436,18.436,2931,0,pre,-1
4,22100,22.1,2879,0,pre,-1
5,34770,34.77,2939,0,pre,-1
6,38444,38.444,2878,0,pre,-1
7,42119,42.119,2909,1,pulse,0
8,45928,45.928,3503,1,pulse,0
9,54770,54.77,3530,1,pulse,0
10,58431,58.431,3794,1,pulse,0
11,64770,64.77,3542,0,gap,0
12,74779,74.779,2864,0,gap,0
13,78527,78.527,2894,0,gap,0
14,84773,84.773,2918,0,gap,0
15,94773,94.773,2878,0,gap,0
16,98515,98.515,2911,0,gap,0
17,102257,102.257,2925,0,gap,0
18,114773,114.773,2877,0,gap,0
19,118531,118.531,2938,0,gap,0
20,122277,122.277,2866,0,gap,0
21,134764,134.764,2957,0,gap,0
22,138525,138.525,2887,0,gap,0
23,142288,142.288,2893,0,gap,0
24,146061,146.061,2896,0,gap,0
25,154774,154.774,2889,0,gap,0
26,158551,158.551,2874,0,gap,0
27,164774,164.774,2911,0,gap,0
28,174774,174.774,2831,0,gap,0
29,178570,178.57,2881,0,gap,0
30,184773,184.773,2921,0,gap,0
31,194773,194.773,2878,0,gap,0
32,198571,198.571,2885,0,gap,0
33,202365,202.365,2938,0,gap,0
34,214774,214.774,2865,0,gap,0
35,218594,218.594,2948,0,gap,0
36,222402,222.402,2883,0,gap,0
37,234773,234.773,2935,0,gap,0
38,238611,238.611,2875,0,gap,0
39,242448,242.448,2896,0,gap,0
40,246290,246.29,2899,0,gap,0
41,254774,254.774,2890,0,gap,0
42,258625,258.625,2879,0,gap,0
43,264774,264.774,2928,0,gap,0
44,274774,274.774,2819,0,gap,0
45,278643,278.643,2889,0,gap,0
46,284773,284.773,2919,0,gap,0
47,294773,294.773,2864,0,gap,0
48,298643,298.643,2896,0,gap,0
49,302509,302.509,2935,0,gap,0
50,314774,314.774,2877,0,gap,0
51,318662,318.662,2939,0,gap,0
52,322541,322.541,2860,0,gap,0
53,334773,334.773,2933,0,gap,0
54,338662,338.662,2864,0,gap,0
55,342552,342.552,2898,0,gap,0
56,346450,346.45,2911,0,gap,0
57,354774,354.774,2895,0,gap,0
58,358677,358.677,2865,0,gap,0
59,364774,364.774,2926,0,gap,0
60,374774,374.774,2817,0,gap,0
61,378695,378.695,2881,0,gap,0
62,384773,384.773,2911,0,gap,0
63,390357,390.357,2864,0,gap,0
64,404773,404.773,2850,0,gap,0
65,408467,408.467,2891,0,gap,0
66,412151,412.151,2879,0,gap,0
67,424760,424.76,2864,0,gap,0
68,428465,428.465,2868,0,gap,0
69,432179,432.179,2917,0,gap,0
70,444756,444.756,2853,0,gap,0
71,448492,448.492,2889,0,gap,0
72,452215,452.215,2901,0,gap,0
73,455955,455.955,2895,0,gap,0
74,464774,464.774,2874,0,gap,0
75,468525,468.525,2940,0,gap,0
76,474774,474.774,2841,0,gap,0
77,484778,484.778,2919,0,gap,0
78,488526,488.526,2885,0,gap,0
79,494773,494.773,2895,0,gap,0
80,504773,504.773,2871,0,gap,0
81,508544,508.544,2883,0,gap,0
