index,t_us,t_ms,adc,led,phase,pulse_index
0,115,0.115,2709,0,pre,-1
1,4014,4.014,2608,0,pre,-1
2,15457,15.457,2590,0,pre,-1
3,19124,19.124,2586,0,pre,-1
4,22781,22.781,2559,0,pre,-1
5,35453,35.453,2555,0,pre,-1
6,39132,39.132,2533,0,pre,-1
7,42811,42.811,2559,1,pulse,0
8,46615,46.615,4095,1,pulse,0
9,55454,55.454,4095,1,pulse,0
10,59122,59.122,4095,1,pulse,0
11,65454,65.454,4095,1,pulse,0
12,75458,75.458,4095,1,pulse,0
13,79148,79.148,4095,1,pulse,0
14,85457,85.457,4095,0,gap,0
15,95469,95.469,2807,0,gap,0
16,99226,99.226,2795,0,gap,0
17,102973,102.973,2768,0,gap,0
18,115461,115.461,2704,0,gap,0
19,119225,119.225,2706,0,gap,0
20,122976,122.976,2679,0,gap,0
21,135456,135.456,2675,0,gap,0
22,139222,139.222,2640,0,gap,0
23,142995,142.995,2640,0,gap,0
24,146768,146.768,2622,0,gap,0
25,155458,155.458,2624,0,gap,0
26,159242,159.242,2609,0,gap,0
27,165458,165.458,2587,0,gap,0
28,175462,175.462,2593,0,gap,0
29,179265,179.265,2559,0,gap,0
30,185461,185.461,2559,0,gap,0
31,195457,195.457,2551,0,gap,0
32,199266,199.266,2541,0,gap,0
33,203070,203.07,2522,0,gap,0
34,215462,215.462,2523,0,gap,0
35,219284,219.284,2497,0,gap,0
36,223091,223.091,2499,0,gap,0
37,235456,235.456,2487,0,gap,0
38,239282,239.282,2475,0,gap,0
39,243111,243.111,2469,0,gap,0
40,246942,246.942,2465,0,gap,0
41,255458,255.458,2448,0,gap,0
42,259297,259.297,2439,0,gap,0
43,265458,265.458,2425,0,gap,0
44,275462,275.462,2418,0,gap,0
45,279327,279.327,2423,0,gap,0
46,285461,285.461,2416,0,gap,0
47,295457,295.457,2415,0,gap,0
48,299340,299.34,2386,0,gap,0
49,303218,303.218,2372,0,gap,0
50,315461,315.461,2371,0,gap,0
51,319354,319.354,2364,0,gap,0
52,323238,323.238,2352,0,gap,0
53,335456,335.456,2368,0,gap,0
54,339355,339.355,2340,0,gap,0
55,343257,343.257,2347,0,gap,0
56,347160,347.16,2332,0,gap,0
