index,t_us,t_ms,adc,led,phase,pulse_index
0,119,0.119,2906,0,pre,-1
1,3953,3.953,2882,0,pre,-1
2,14810,14.81,2819,0,pre,-1
3,18474,18.474,2864,0,pre,-1
4,22121,22.121,2863,0,pre,-1
5,34807,34.807,2816,0,pre,-1
6,38464,38.464,2813,0,pre,-1
7,42130,42.13,2896,1,pulse,0
8,45926,45.926,3097,1,pulse,0
9,54807,54.807,3127,1,pulse,0
10,58459,58.459,3175,1,pulse,0
11,64807,64.807,3111,1,pulse,0
12,74811,74.811,3143,1,pulse,0
13,78482,78.482,3200,1,pulse,0
14,84810,84.81,3025,0,gap,0
15,94819,94.819,2939,0,gap,0
16,98557,98.557,2847,0,gap,0
17,102290,102.29,2883,0,gap,0
18,114815,114.815,2839,0,gap,0
19,118568,118.568,2864,0,gap,0
20,122300,122.3,2850,0,gap,0
21,134810,134.81,2816,0,gap,0
22,138556,138.556,2832,0,gap,0
23,142311,142.311,2887,0,gap,0
24,146068,146.068,2893,0,gap,0
25,154811,154.811,2836,0,gap,0
26,158572,158.572,2864,0,gap,0
27,164811,164.811,2881,0,gap,0
28,174815,174.815,2873,0,gap,0
29,178606,178.606,2919,0,gap,0
30,184814,184.814,2801,0,gap,0
31,194810,194.81,2902,0,gap,0
32,198615,198.615,2832,0,gap,0
33,202422,202.422,2870,0,gap,0
34,214815,214.815,2855,0,gap,0
35,218641,218.641,2887,0,gap,0
36,222450,222.45,2864,0,gap,0
37,234810,234.81,2814,0,gap,0
38,238633,238.633,2842,0,gap,0
39,242461,242.461,2911,0,gap,0
40,246291,246.291,2895,0,gap,0
41,254811,254.811,2866,0,gap,0
42,258644,258.644,2880,0,gap,0
43,264811,264.811,2867,0,gap,0
44,274815,274.815,2867,0,gap,0
45,278674,278.674,2932,0,gap,0
46,284814,284.814,2827,0,gap,0
47,294810,294.81,2925,0,gap,0
48,298666,298.666,2858,0,gap,0
49,302522,302.522,2874,0,gap,0
50,314815,314.815,2832,0,gap,0
51,318693,318.693,2850,0,gap,0
52,322554,322.554,2853,0,gap,0
53,334810,334.81,2823,0,gap,0
54,338690,338.69,2834,0,gap,0
55,342569,342.569,2896,0,gap,0
56,346449,346.449,2904,0,gap,0
57,354810,354.81,2843,0,gap,0
58,364798,364.798,2837,0,gap,0
59,368484,368.484,2851,0,gap,0
60,372148,372.148,2864,0,gap,0
61,384814,384.814,2819,0,gap,0
